genre, occurence
"soundtrack",7
"downtempo",6
"traditional music",1
"new age",1
"gnawa",1
"flamenco",1
"japanese classical",1
"medieval",1
"art rock",1
"japanese vgm",2
"classical",1
"neoclassical",1
"orchestra",1
