genre, occurence
"medieval",39
"celtic",26
"neofolk",5
"folk metal",1
"medieval metal",1
"folk",1
"dark ambient",1
"neoclassical",3
"darkwave",1
"new age",3
"soundtrack",13
"sea shanties",1
"celtic rock",1
"nu jazz",1
"dark cabaret",1
