genre, occurence
"soundtrack",31
"sea shanties",12
"medieval",29
"celtic",9
"french pop",7
"variété française",7
"chanson",7
"mariachi",4
"bluegrass",1
"indie folk",1
"newgrass",1
"japanese vgm",8
"neoclassical",1
"new age",4
"pirate metal",1
