genre, occurence
"soundtrack",59
"orchestra",1
"classical",4
"medieval",11
"folk metal",1
"chamber pop",1
"dark ambient",2
"ambient",4
"art rock",1
"krautrock",1
"minimalism",4
"drone",2
"glam rock",1
"idm",1
"celtic",1
"chamber music",1
"neoclassical",3
