genre, occurence
"soundtrack",35
"celtic",3
"medieval",28
"neoclassical",3
"choral",1
"swedish ballads",1
"dark ambient",3
"neofolk",1
"darkwave",1
"gothic metal",1
"drone",1
"ambient",1
"experimental",1
"musicals",1
"japanese vgm",2
"folk metal",2
"anime",1
