genre, occurence
"soundtrack",308
"medieval",280
"celtic",42
"traditional music",2
"sufi",2
"bhajan",2
"gregorian chant",2
"qawwali",2
"gufeng",5
"new age",3
"neofolk",1
"champeta",1
"dark ambient",2
"opera",5
"classical",5
"orchestra",15
"folk metal",2
"space music",31
"sea shanties",5
"japanese vgm",6
"ambient",2
"japanese classical",8
"chamber music",1
"neoclassical",2
