genre, occurence
"synthwave",15
"vaporwave",11
"chillwave",4
"anime",1
"soundtrack",18
"medieval",3
"ambient",4
"space music",25
"italo disco",1
"italo dance",1
"witch house",2
"dark ambient",2
"drone",1
"neoclassical",1
