genre, occurence
"medieval",31
"soundtrack",17
"neofolk",8
"medieval metal",1
"darkwave",2
"neoclassical",4
"ebm",1
"celtic",14
"dark ambient",1
"folk",3
"acoustic folk",1
"celtic rock",1
"folk metal",6
"sea shanties",8
"mariachi",2
"japanese vgm",2
"new age",2
"pirate metal",1
