genre, occurence
"medieval",53
"soundtrack",117
"sea shanties",18
"celtic",18
"orchestra",3
"space music",8
"pirate metal",2
"ambient",1
"dark ambient",1
"anime",1
"folk metal",8
"neofolk",11
"folk",7
"neoclassical",1
"chamber music",1
"minimalism",1
