genre, occurence
"medieval",31
"soundtrack",51
"folk metal",11
"sea shanties",14
"dark ambient",5
"french pop",1
"variété française",1
"chanson",1
"space music",5
"pirate metal",2
"orchestra",1
"neofolk",3
"celtic",4
"folk",3
