Playlist A, Playlist B, Feature, Cosine Similarity
10,14,Acousticness,0.45
10,15,Acousticness,0.66
11,12,Acousticness,0.52
11,13,Acousticness,0.48
11,14,Acousticness,0.44
11,15,Acousticness,0.79
12,13,Acousticness,0.74
12,14,Acousticness,0.35
12,15,Acousticness,0.62
13,14,Acousticness,0.37
13,15,Acousticness,0.65
14,15,Acousticness,0.57
0,1,Instrumentalness,0.18
0,2,Instrumentalness,0.43
0,3,Instrumentalness,0.44
0,4,Instrumentalness,0.50
0,5,Instrumentalness,0.43
0,6,Instrumentalness,0.53
0,7,Instrumentalness,0.62
0,8,Instrumentalness,0.56
0,9,Instrumentalness,0.69
0,10,Instrumentalness,0.00
0,11,Instrumentalness,0.59
0,12,Instrumentalness,0.57
0,13,Instrumentalness,0.25
0,14,Instrumentalness,0.66
0,15,Instrumentalness,0.70
1,2,Instrumentalness,0.13
1,3,Instrumentalness,0.21
1,4,Instrumentalness,0.33
1,5,Instrumentalness,0.16
1,6,Instrumentalness,0.24
1,7,Instrumentalness,0.23
1,8,Instrumentalness,0.25
1,9,Instrumentalness,0.20
1,10,Instrumentalness,0.00
1,11,Instrumentalness,0.23
1,12,Instrumentalness,0.20
1,13,Instrumentalness,0.00
1,14,Instrumentalness,0.19
1,15,Instrumentalness,0.17
2,3,Instrumentalness,0.42
2,4,Instrumentalness,0.25
2,5,Instrumentalness,0.55
2,6,Instrumentalness,0.63
2,7,Instrumentalness,0.46
2,8,Instrumentalness,0.30
2,9,Instrumentalness,0.63
2,10,Instrumentalness,0.00
2,11,Instrumentalness,0.73
2,12,Instrumentalness,0.27
2,13,Instrumentalness,0.16
2,14,Instrumentalness,0.49
2,15,Instrumentalness,0.56
3,4,Instrumentalness,0.40
3,5,Instrumentalness,0.39
3,6,Instrumentalness,0.51
3,7,Instrumentalness,0.55
3,8,Instrumentalness,0.45
3,9,Instrumentalness,0.62
3,10,Instrumentalness,0.00
3,11,Instrumentalness,0.59
3,12,Instrumentalness,0.35
3,13,Instrumentalness,0.24
3,14,Instrumentalness,0.61
3,15,Instrumentalness,0.56
4,5,Instrumentalness,0.21
4,6,Instrumentalness,0.32
4,7,Instrumentalness,0.43
4,8,Instrumentalness,0.59
4,9,Instrumentalness,0.47
4,10,Instrumentalness,0.09
4,11,Instrumentalness,0.36
4,12,Instrumentalness,0.36
4,13,Instrumentalness,0.14
4,14,Instrumentalness,0.43
4,15,Instrumentalness,0.41
5,6,Instrumentalness,0.68
5,7,Instrumentalness,0.31
5,8,Instrumentalness,0.28
5,9,Instrumentalness,0.47
5,10,Instrumentalness,0.00
5,11,Instrumentalness,0.56
5,12,Instrumentalness,0.17
5,13,Instrumentalness,0.00
5,14,Instrumentalness,0.50
5,15,Instrumentalness,0.47
6,7,Instrumentalness,0.56
6,8,Instrumentalness,0.43
6,9,Instrumentalness,0.60
6,10,Instrumentalness,0.29
6,11,Instrumentalness,0.79
6,12,Instrumentalness,0.37
6,13,Instrumentalness,0.00
6,14,Instrumentalness,0.51
6,15,Instrumentalness,0.65
7,8,Instrumentalness,0.44
7,9,Instrumentalness,0.75
7,10,Instrumentalness,0.24
7,11,Instrumentalness,0.67
7,12,Instrumentalness,0.59
7,13,Instrumentalness,0.34
7,14,Instrumentalness,0.65
7,15,Instrumentalness,0.80
8,9,Instrumentalness,0.47
8,10,Instrumentalness,0.18
8,11,Instrumentalness,0.40
8,12,Instrumentalness,0.41
8,13,Instrumentalness,0.07
8,14,Instrumentalness,0.46
8,15,Instrumentalness,0.42
9,10,Instrumentalness,0.00
9,11,Instrumentalness,0.76
9,12,Instrumentalness,0.56
9,13,Instrumentalness,0.29
9,14,Instrumentalness,0.79
9,15,Instrumentalness,0.80
10,11,Instrumentalness,0.06
10,12,Instrumentalness,0.01
10,13,Instrumentalness,0.00
10,14,Instrumentalness,0.00
10,15,Instrumentalness,0.05
11,12,Instrumentalness,0.52
11,13,Instrumentalness,0.13
11,14,Instrumentalness,0.64
11,15,Instrumentalness,0.77
12,13,Instrumentalness,0.43
12,14,Instrumentalness,0.42
12,15,Instrumentalness,0.52
13,14,Instrumentalness,0.17
13,15,Instrumentalness,0.30
14,15,Instrumentalness,0.68
0,1,Liveness,0.29
0,2,Liveness,0.30
0,3,Liveness,0.51
0,4,Liveness,0.46
0,5,Liveness,0.25
0,6,Liveness,0.32
0,7,Liveness,0.46
0,8,Liveness,0.58
0,9,Liveness,0.50
0,10,Liveness,0.29
0,11,Liveness,0.47
0,12,Liveness,0.49
0,13,Liveness,0.52
0,14,Liveness,0.52
0,15,Liveness,0.38
1,2,Liveness,0.29
1,3,Liveness,0.39
1,4,Liveness,0.79
1,5,Liveness,0.18
1,6,Liveness,0.25
1,7,Liveness,0.37
1,8,Liveness,0.44
1,9,Liveness,0.26
1,10,Liveness,0.30
1,11,Liveness,0.29
1,12,Liveness,0.38
1,13,Liveness,0.29
1,14,Liveness,0.24
1,15,Liveness,0.21
2,3,Liveness,0.35
2,4,Liveness,0.26
2,5,Liveness,0.68
2,6,Liveness,0.54
2,7,Liveness,0.53
2,8,Liveness,0.51
2,9,Liveness,0.44
2,10,Liveness,0.71
2,11,Liveness,0.66
2,12,Liveness,0.56
2,13,Liveness,0.31
2,14,Liveness,0.31
2,15,Liveness,0.56
3,4,Liveness,0.53
3,5,Liveness,0.31
3,6,Liveness,0.31
3,7,Liveness,0.40
3,8,Liveness,0.60
3,9,Liveness,0.45
3,10,Liveness,0.34
3,11,Liveness,0.45
3,12,Liveness,0.44
3,13,Liveness,0.42
3,14,Liveness,0.46
3,15,Liveness,0.34
4,5,Liveness,0.23
4,6,Liveness,0.31
4,7,Liveness,0.41
4,8,Liveness,0.52
4,9,Liveness,0.41
4,10,Liveness,0.32
4,11,Liveness,0.45
4,12,Liveness,0.35
4,13,Liveness,0.41
4,14,Liveness,0.39
4,15,Liveness,0.35
5,6,Liveness,0.41
5,7,Liveness,0.36
5,8,Liveness,0.53
5,9,Liveness,0.35
5,10,Liveness,0.56
5,11,Liveness,0.69
5,12,Liveness,0.37
5,13,Liveness,0.25
5,14,Liveness,0.25
5,15,Liveness,0.50
6,7,Liveness,0.46
6,8,Liveness,0.39
6,9,Liveness,0.44
6,10,Liveness,0.55
6,11,Liveness,0.68
6,12,Liveness,0.40
6,13,Liveness,0.51
6,14,Liveness,0.52
6,15,Liveness,0.48
7,8,Liveness,0.64
7,9,Liveness,0.75
7,10,Liveness,0.48
7,11,Liveness,0.64
7,12,Liveness,0.79
7,13,Liveness,0.52
7,14,Liveness,0.59
7,15,Liveness,0.53
8,9,Liveness,0.55
8,10,Liveness,0.41
8,11,Liveness,0.53
8,12,Liveness,0.65
8,13,Liveness,0.55
8,14,Liveness,0.47
8,15,Liveness,0.46
9,10,Liveness,0.41
9,11,Liveness,0.60
9,12,Liveness,0.65
9,13,Liveness,0.67
9,14,Liveness,0.75
9,15,Liveness,0.47
10,11,Liveness,0.72
10,12,Liveness,0.52
10,13,Liveness,0.34
10,14,Liveness,0.36
10,15,Liveness,0.83
11,12,Liveness,0.52
11,13,Liveness,0.49
11,14,Liveness,0.69
11,15,Liveness,0.69
12,13,Liveness,0.45
12,14,Liveness,0.50
12,15,Liveness,0.45
13,14,Liveness,0.64
13,15,Liveness,0.47
14,15,Liveness,0.47
0,1,Valence,0.38
0,2,Valence,0.14
0,3,Valence,0.59
0,4,Valence,0.30
0,5,Valence,0.12
0,6,Valence,0.12
0,7,Valence,0.17
0,8,Valence,0.41
0,9,Valence,0.31
0,10,Valence,0.13
0,11,Valence,0.12
0,12,Valence,0.34
0,13,Valence,0.34
0,14,Valence,0.33
0,15,Valence,0.17
1,2,Valence,0.25
1,3,Valence,0.51
1,4,Valence,0.63
1,5,Valence,0.18
1,6,Valence,0.20
1,7,Valence,0.37
1,8,Valence,0.58
1,9,Valence,0.41
1,10,Valence,0.29
1,11,Valence,0.21
1,12,Valence,0.40
1,13,Valence,0.49
1,14,Valence,0.37
1,15,Valence,0.20
2,3,Valence,0.18
2,4,Valence,0.30
2,5,Valence,0.82
2,6,Valence,0.50
2,7,Valence,0.34
2,8,Valence,0.41
2,9,Valence,0.34
2,10,Valence,0.73
2,11,Valence,0.22
2,12,Valence,0.52
2,13,Valence,0.49
2,14,Valence,0.62
2,15,Valence,0.35
3,4,Valence,0.37
3,5,Valence,0.13
3,6,Valence,0.16
3,7,Valence,0.33
3,8,Valence,0.48
3,9,Valence,0.34
3,10,Valence,0.24
3,11,Valence,0.19
3,12,Valence,0.39
3,13,Valence,0.50
3,14,Valence,0.34
3,15,Valence,0.18
4,5,Valence,0.27
4,6,Valence,0.34
4,7,Valence,0.36
4,8,Valence,0.46
4,9,Valence,0.50
4,10,Valence,0.31
4,11,Valence,0.15
4,12,Valence,0.38
4,13,Valence,0.45
4,14,Valence,0.37
4,15,Valence,0.19
5,6,Valence,0.66
5,7,Valence,0.27
5,8,Valence,0.21
5,9,Valence,0.32
5,10,Valence,0.66
5,11,Valence,0.16
5,12,Valence,0.43
5,13,Valence,0.45
5,14,Valence,0.55
5,15,Valence,0.34
6,7,Valence,0.28
6,8,Valence,0.26
6,9,Valence,0.43
6,10,Valence,0.67
6,11,Valence,0.41
6,12,Valence,0.34
6,13,Valence,0.46
6,14,Valence,0.55
6,15,Valence,0.23
7,8,Valence,0.43
7,9,Valence,0.49
7,10,Valence,0.49
7,11,Valence,0.57
7,12,Valence,0.50
7,13,Valence,0.60
7,14,Valence,0.39
7,15,Valence,0.30
8,9,Valence,0.45
8,10,Valence,0.39
8,11,Valence,0.34
8,12,Valence,0.56
8,13,Valence,0.50
8,14,Valence,0.55
8,15,Valence,0.23
9,10,Valence,0.42
9,11,Valence,0.32
9,12,Valence,0.50
9,13,Valence,0.71
9,14,Valence,0.60
9,15,Valence,0.40
10,11,Valence,0.64
10,12,Valence,0.65
10,13,Valence,0.64
10,14,Valence,0.68
10,15,Valence,0.61
11,12,Valence,0.42
11,13,Valence,0.45
11,14,Valence,0.41
11,15,Valence,0.61
12,13,Valence,0.71
12,14,Valence,0.59
12,15,Valence,0.63
13,14,Valence,0.73
13,15,Valence,0.45
14,15,Valence,0.31
0,1,Tempo,0.59
0,2,Tempo,0.48
0,3,Tempo,0.82
0,4,Tempo,0.60
0,5,Tempo,0.48
0,6,Tempo,0.53
0,7,Tempo,0.71
0,8,Tempo,0.78
0,9,Tempo,0.76
0,10,Tempo,0.54
0,11,Tempo,0.60
0,12,Tempo,0.81
0,13,Tempo,0.77
0,14,Tempo,0.77
0,15,Tempo,0.65
1,2,Tempo,0.29
1,3,Tempo,0.63
1,4,Tempo,0.91
1,5,Tempo,0.30
1,6,Tempo,0.33
1,7,Tempo,0.47
1,8,Tempo,0.65
1,9,Tempo,0.50
1,10,Tempo,0.34
1,11,Tempo,0.38
1,12,Tempo,0.52
1,13,Tempo,0.50
1,14,Tempo,0.49
1,15,Tempo,0.43
2,3,Tempo,0.39
2,4,Tempo,0.30
2,5,Tempo,0.90
2,6,Tempo,0.63
2,7,Tempo,0.57
2,8,Tempo,0.37
2,9,Tempo,0.53
2,10,Tempo,0.71
2,11,Tempo,0.60
2,12,Tempo,0.50
2,13,Tempo,0.59
2,14,Tempo,0.61
2,15,Tempo,0.66
3,4,Tempo,0.65
3,5,Tempo,0.43
3,6,Tempo,0.51
3,7,Tempo,0.66
3,8,Tempo,0.84
3,9,Tempo,0.72
3,10,Tempo,0.53
3,11,Tempo,0.56
3,12,Tempo,0.75
3,13,Tempo,0.73
3,14,Tempo,0.71
3,15,Tempo,0.62
4,5,Tempo,0.33
4,6,Tempo,0.35
4,7,Tempo,0.48
4,8,Tempo,0.67
4,9,Tempo,0.53
4,10,Tempo,0.37
4,11,Tempo,0.40
4,12,Tempo,0.54
4,13,Tempo,0.50
4,14,Tempo,0.51
4,15,Tempo,0.45
5,6,Tempo,0.69
5,7,Tempo,0.61
5,8,Tempo,0.41
5,9,Tempo,0.58
5,10,Tempo,0.78
5,11,Tempo,0.66
5,12,Tempo,0.54
5,13,Tempo,0.65
5,14,Tempo,0.67
5,15,Tempo,0.70
6,7,Tempo,0.77
6,8,Tempo,0.48
6,9,Tempo,0.73
6,10,Tempo,0.96
6,11,Tempo,0.87
6,12,Tempo,0.65
6,13,Tempo,0.76
6,14,Tempo,0.73
6,15,Tempo,0.74
7,8,Tempo,0.61
7,9,Tempo,0.89
7,10,Tempo,0.78
7,11,Tempo,0.84
7,12,Tempo,0.87
7,13,Tempo,0.90
7,14,Tempo,0.88
7,15,Tempo,0.85
8,9,Tempo,0.64
8,10,Tempo,0.49
8,11,Tempo,0.53
8,12,Tempo,0.68
8,13,Tempo,0.63
8,14,Tempo,0.64
8,15,Tempo,0.59
9,10,Tempo,0.75
9,11,Tempo,0.79
9,12,Tempo,0.91
9,13,Tempo,0.91
9,14,Tempo,0.91
9,15,Tempo,0.83
10,11,Tempo,0.89
10,12,Tempo,0.65
10,13,Tempo,0.77
10,14,Tempo,0.75
10,15,Tempo,0.79
11,12,Tempo,0.69
11,13,Tempo,0.79
11,14,Tempo,0.77
11,15,Tempo,0.81
12,13,Tempo,0.92
12,14,Tempo,0.90
12,15,Tempo,0.81
13,14,Tempo,0.93
13,15,Tempo,0.85
14,15,Tempo,0.83
0,1,Time Signature,0.61
0,2,Time Signature,0.46
0,3,Time Signature,0.87
0,4,Time Signature,0.61
0,5,Time Signature,0.50
0,6,Time Signature,0.61
0,7,Time Signature,0.77
0,8,Time Signature,0.82
0,9,Time Signature,0.82
0,10,Time Signature,0.63
0,11,Time Signature,0.63
0,12,Time Signature,0.88
0,13,Time Signature,0.83
0,14,Time Signature,0.83
0,15,Time Signature,0.70
1,2,Time Signature,0.28
1,3,Time Signature,0.67
1,4,Time Signature,0.96
1,5,Time Signature,0.31
1,6,Time Signature,0.37
1,7,Time Signature,0.50
1,8,Time Signature,0.70
1,9,Time Signature,0.52
1,10,Time Signature,0.38
1,11,Time Signature,0.41
1,12,Time Signature,0.55
1,13,Time Signature,0.53
1,14,Time Signature,0.53
1,15,Time Signature,0.46
2,3,Time Signature,0.42
2,4,Time Signature,0.28
2,5,Time Signature,0.85
2,6,Time Signature,0.68
2,7,Time Signature,0.56
2,8,Time Signature,0.41
2,9,Time Signature,0.52
2,10,Time Signature,0.73
2,11,Time Signature,0.67
2,12,Time Signature,0.48
2,13,Time Signature,0.54
2,14,Time Signature,0.54
2,15,Time Signature,0.64
3,4,Time Signature,0.68
3,5,Time Signature,0.47
3,6,Time Signature,0.55
3,7,Time Signature,0.72
3,8,Time Signature,0.90
3,9,Time Signature,0.75
3,10,Time Signature,0.56
3,11,Time Signature,0.59
3,12,Time Signature,0.78
3,13,Time Signature,0.76
3,14,Time Signature,0.76
3,15,Time Signature,0.66
4,5,Time Signature,0.31
4,6,Time Signature,0.37
4,7,Time Signature,0.49
4,8,Time Signature,0.72
4,9,Time Signature,0.52
4,10,Time Signature,0.38
4,11,Time Signature,0.41
4,12,Time Signature,0.55
4,13,Time Signature,0.52
4,14,Time Signature,0.52
4,15,Time Signature,0.46
5,6,Time Signature,0.80
5,7,Time Signature,0.62
5,8,Time Signature,0.45
5,9,Time Signature,0.57
5,10,Time Signature,0.81
5,11,Time Signature,0.73
5,12,Time Signature,0.53
5,13,Time Signature,0.60
5,14,Time Signature,0.61
5,15,Time Signature,0.70
6,7,Time Signature,0.73
6,8,Time Signature,0.54
6,9,Time Signature,0.71
6,10,Time Signature,0.98
6,11,Time Signature,0.86
6,12,Time Signature,0.66
6,13,Time Signature,0.73
6,14,Time Signature,0.69
6,15,Time Signature,0.84
7,8,Time Signature,0.67
7,9,Time Signature,0.90
7,10,Time Signature,0.75
7,11,Time Signature,0.82
7,12,Time Signature,0.87
7,13,Time Signature,0.94
7,14,Time Signature,0.93
7,15,Time Signature,0.90
8,9,Time Signature,0.70
8,10,Time Signature,0.56
8,11,Time Signature,0.60
8,12,Time Signature,0.73
8,13,Time Signature,0.69
8,14,Time Signature,0.69
8,15,Time Signature,0.64
9,10,Time Signature,0.72
9,11,Time Signature,0.72
9,12,Time Signature,0.93
9,13,Time Signature,0.91
9,14,Time Signature,0.91
9,15,Time Signature,0.83
10,11,Time Signature,0.89
10,12,Time Signature,0.68
10,13,Time Signature,0.73
10,14,Time Signature,0.71
10,15,Time Signature,0.85
11,12,Time Signature,0.72
11,13,Time Signature,0.78
11,14,Time Signature,0.75
11,15,Time Signature,0.90
12,13,Time Signature,0.93
12,14,Time Signature,0.92
12,15,Time Signature,0.80
13,14,Time Signature,0.99
13,15,Time Signature,0.87
14,15,Time Signature,0.85
