Playlist A, Playlist B, Feature, Cosine Similarity
10,12,Acousticness,0.24
10,13,Acousticness,0.20
10,14,Acousticness,0.23
10,15,Acousticness,0.25
11,12,Acousticness,0.41
11,13,Acousticness,0.34
11,14,Acousticness,0.33
11,15,Acousticness,0.32
12,13,Acousticness,0.37
12,14,Acousticness,0.34
12,15,Acousticness,0.28
13,14,Acousticness,0.33
13,15,Acousticness,0.38
14,15,Acousticness,0.37
0,1,Instrumentalness,0.00
0,2,Instrumentalness,0.01
0,3,Instrumentalness,0.00
0,4,Instrumentalness,0.15
0,5,Instrumentalness,0.07
0,6,Instrumentalness,0.00
0,7,Instrumentalness,0.00
0,8,Instrumentalness,0.02
0,9,Instrumentalness,0.01
0,10,Instrumentalness,0.00
0,11,Instrumentalness,0.27
0,12,Instrumentalness,0.00
0,13,Instrumentalness,0.02
0,14,Instrumentalness,0.01
0,15,Instrumentalness,0.00
1,2,Instrumentalness,0.03
1,3,Instrumentalness,0.13
1,4,Instrumentalness,0.02
1,5,Instrumentalness,0.04
1,6,Instrumentalness,0.00
1,7,Instrumentalness,0.01
1,8,Instrumentalness,0.05
1,9,Instrumentalness,0.00
1,10,Instrumentalness,0.03
1,11,Instrumentalness,0.03
1,12,Instrumentalness,0.00
1,13,Instrumentalness,0.01
1,14,Instrumentalness,0.08
1,15,Instrumentalness,0.17
2,3,Instrumentalness,0.01
2,4,Instrumentalness,0.00
2,5,Instrumentalness,0.38
2,6,Instrumentalness,0.00
2,7,Instrumentalness,0.01
2,8,Instrumentalness,0.05
2,9,Instrumentalness,0.04
2,10,Instrumentalness,0.00
2,11,Instrumentalness,0.01
2,12,Instrumentalness,0.00
2,13,Instrumentalness,0.01
2,14,Instrumentalness,0.00
2,15,Instrumentalness,0.03
3,4,Instrumentalness,0.09
3,5,Instrumentalness,0.19
3,6,Instrumentalness,0.00
3,7,Instrumentalness,0.00
3,8,Instrumentalness,0.00
3,9,Instrumentalness,0.03
3,10,Instrumentalness,0.00
3,11,Instrumentalness,0.01
3,12,Instrumentalness,0.00
3,13,Instrumentalness,0.00
3,14,Instrumentalness,0.00
3,15,Instrumentalness,0.01
4,5,Instrumentalness,0.00
4,6,Instrumentalness,0.03
4,7,Instrumentalness,0.00
4,8,Instrumentalness,0.07
4,9,Instrumentalness,0.00
4,10,Instrumentalness,0.03
4,11,Instrumentalness,0.04
4,12,Instrumentalness,0.02
4,13,Instrumentalness,0.01
4,14,Instrumentalness,0.07
4,15,Instrumentalness,0.00
5,6,Instrumentalness,0.00
5,7,Instrumentalness,0.00
5,8,Instrumentalness,0.01
5,9,Instrumentalness,0.09
5,10,Instrumentalness,0.00
5,11,Instrumentalness,0.00
5,12,Instrumentalness,0.00
5,13,Instrumentalness,0.05
5,14,Instrumentalness,0.02
5,15,Instrumentalness,0.08
6,7,Instrumentalness,0.00
6,8,Instrumentalness,0.03
6,9,Instrumentalness,0.00
6,10,Instrumentalness,0.00
6,11,Instrumentalness,0.01
6,12,Instrumentalness,0.01
6,13,Instrumentalness,0.00
6,14,Instrumentalness,0.00
6,15,Instrumentalness,0.00
7,8,Instrumentalness,0.00
7,9,Instrumentalness,0.00
7,10,Instrumentalness,0.00
7,11,Instrumentalness,0.00
7,12,Instrumentalness,0.00
7,13,Instrumentalness,0.00
7,14,Instrumentalness,0.00
7,15,Instrumentalness,0.00
8,9,Instrumentalness,0.08
8,10,Instrumentalness,0.02
8,11,Instrumentalness,0.02
8,12,Instrumentalness,0.00
8,13,Instrumentalness,0.00
8,14,Instrumentalness,0.00
8,15,Instrumentalness,0.00
9,10,Instrumentalness,0.00
9,11,Instrumentalness,0.00
9,12,Instrumentalness,0.01
9,13,Instrumentalness,0.00
9,14,Instrumentalness,0.00
9,15,Instrumentalness,0.00
10,11,Instrumentalness,0.01
10,12,Instrumentalness,0.00
10,13,Instrumentalness,0.00
10,14,Instrumentalness,0.00
10,15,Instrumentalness,0.00
11,12,Instrumentalness,0.00
11,13,Instrumentalness,0.00
11,14,Instrumentalness,0.00
11,15,Instrumentalness,0.00
12,13,Instrumentalness,0.22
12,14,Instrumentalness,0.00
12,15,Instrumentalness,0.00
13,14,Instrumentalness,0.00
13,15,Instrumentalness,0.01
14,15,Instrumentalness,0.00
0,1,Liveness,0.55
0,2,Liveness,0.42
0,3,Liveness,0.59
0,4,Liveness,0.38
0,5,Liveness,0.55
0,6,Liveness,0.55
0,7,Liveness,0.39
0,8,Liveness,0.57
0,9,Liveness,0.30
0,10,Liveness,0.46
0,11,Liveness,0.48
0,12,Liveness,0.58
0,13,Liveness,0.51
0,14,Liveness,0.57
0,15,Liveness,0.53
1,2,Liveness,0.43
1,3,Liveness,0.53
1,4,Liveness,0.43
1,5,Liveness,0.49
1,6,Liveness,0.59
1,7,Liveness,0.39
1,8,Liveness,0.59
1,9,Liveness,0.32
1,10,Liveness,0.51
1,11,Liveness,0.53
1,12,Liveness,0.53
1,13,Liveness,0.45
1,14,Liveness,0.50
1,15,Liveness,0.46
2,3,Liveness,0.36
2,4,Liveness,0.28
2,5,Liveness,0.45
2,6,Liveness,0.37
2,7,Liveness,0.60
2,8,Liveness,0.33
2,9,Liveness,0.20
2,10,Liveness,0.32
2,11,Liveness,0.34
2,12,Liveness,0.43
2,13,Liveness,0.52
2,14,Liveness,0.48
2,15,Liveness,0.54
3,4,Liveness,0.38
3,5,Liveness,0.54
3,6,Liveness,0.53
3,7,Liveness,0.34
3,8,Liveness,0.50
3,9,Liveness,0.29
3,10,Liveness,0.47
3,11,Liveness,0.46
3,12,Liveness,0.53
3,13,Liveness,0.46
3,14,Liveness,0.54
3,15,Liveness,0.47
4,5,Liveness,0.38
4,6,Liveness,0.41
4,7,Liveness,0.23
4,8,Liveness,0.45
4,9,Liveness,0.48
4,10,Liveness,0.54
4,11,Liveness,0.48
4,12,Liveness,0.37
4,13,Liveness,0.30
4,14,Liveness,0.37
4,15,Liveness,0.34
5,6,Liveness,0.51
5,7,Liveness,0.52
5,8,Liveness,0.45
5,9,Liveness,0.27
5,10,Liveness,0.41
5,11,Liveness,0.41
5,12,Liveness,0.62
5,13,Liveness,0.58
5,14,Liveness,0.64
5,15,Liveness,0.55
6,7,Liveness,0.35
6,8,Liveness,0.58
6,9,Liveness,0.30
6,10,Liveness,0.49
6,11,Liveness,0.54
6,12,Liveness,0.58
6,13,Liveness,0.44
6,14,Liveness,0.53
6,15,Liveness,0.51
7,8,Liveness,0.32
7,9,Liveness,0.19
7,10,Liveness,0.34
7,11,Liveness,0.29
7,12,Liveness,0.44
7,13,Liveness,0.53
7,14,Liveness,0.45
7,15,Liveness,0.54
8,9,Liveness,0.36
8,10,Liveness,0.58
8,11,Liveness,0.57
8,12,Liveness,0.49
8,13,Liveness,0.41
8,14,Liveness,0.44
8,15,Liveness,0.41
9,10,Liveness,0.43
9,11,Liveness,0.34
9,12,Liveness,0.29
9,13,Liveness,0.23
9,14,Liveness,0.27
9,15,Liveness,0.28
10,11,Liveness,0.53
10,12,Liveness,0.45
10,13,Liveness,0.36
10,14,Liveness,0.42
10,15,Liveness,0.42
11,12,Liveness,0.45
11,13,Liveness,0.38
11,14,Liveness,0.47
11,15,Liveness,0.43
12,13,Liveness,0.56
12,14,Liveness,0.62
12,15,Liveness,0.58
13,14,Liveness,0.57
13,15,Liveness,0.59
14,15,Liveness,0.53
0,1,Valence,0.71
0,2,Valence,0.59
0,3,Valence,0.84
0,4,Valence,0.54
0,5,Valence,0.78
0,6,Valence,0.84
0,7,Valence,0.59
0,8,Valence,0.76
0,9,Valence,0.41
0,10,Valence,0.66
0,11,Valence,0.66
0,12,Valence,0.83
0,13,Valence,0.74
0,14,Valence,0.84
0,15,Valence,0.75
1,2,Valence,0.46
1,3,Valence,0.71
1,4,Valence,0.55
1,5,Valence,0.60
1,6,Valence,0.75
1,7,Valence,0.49
1,8,Valence,0.77
1,9,Valence,0.42
1,10,Valence,0.66
1,11,Valence,0.66
1,12,Valence,0.64
1,13,Valence,0.59
1,14,Valence,0.64
1,15,Valence,0.58
2,3,Valence,0.50
2,4,Valence,0.36
2,5,Valence,0.54
2,6,Valence,0.53
2,7,Valence,0.86
2,8,Valence,0.48
2,9,Valence,0.26
2,10,Valence,0.42
2,11,Valence,0.40
2,12,Valence,0.61
2,13,Valence,0.70
2,14,Valence,0.62
2,15,Valence,0.69
3,4,Valence,0.53
3,5,Valence,0.71
3,6,Valence,0.84
3,7,Valence,0.49
3,8,Valence,0.74
3,9,Valence,0.41
3,10,Valence,0.66
3,11,Valence,0.67
3,12,Valence,0.75
3,13,Valence,0.67
3,14,Valence,0.74
3,15,Valence,0.68
4,5,Valence,0.47
4,6,Valence,0.56
4,7,Valence,0.36
4,8,Valence,0.60
4,9,Valence,0.65
4,10,Valence,0.75
4,11,Valence,0.64
4,12,Valence,0.50
4,13,Valence,0.44
4,14,Valence,0.50
4,15,Valence,0.46
5,6,Valence,0.74
5,7,Valence,0.54
5,8,Valence,0.65
5,9,Valence,0.35
5,10,Valence,0.57
5,11,Valence,0.56
5,12,Valence,0.83
5,13,Valence,0.73
5,14,Valence,0.83
5,15,Valence,0.77
6,7,Valence,0.52
6,8,Valence,0.78
6,9,Valence,0.43
6,10,Valence,0.69
6,11,Valence,0.69
6,12,Valence,0.79
6,13,Valence,0.71
6,14,Valence,0.80
6,15,Valence,0.70
7,8,Valence,0.47
7,9,Valence,0.27
7,10,Valence,0.43
7,11,Valence,0.41
7,12,Valence,0.61
7,13,Valence,0.70
7,14,Valence,0.64
7,15,Valence,0.70
8,9,Valence,0.47
8,10,Valence,0.73
8,11,Valence,0.74
8,12,Valence,0.69
8,13,Valence,0.62
8,14,Valence,0.69
8,15,Valence,0.62
9,10,Valence,0.57
9,11,Valence,0.48
9,12,Valence,0.37
9,13,Valence,0.34
9,14,Valence,0.38
9,15,Valence,0.35
10,11,Valence,0.76
10,12,Valence,0.60
10,13,Valence,0.54
10,14,Valence,0.61
10,15,Valence,0.55
11,12,Valence,0.60
11,13,Valence,0.51
11,14,Valence,0.60
11,15,Valence,0.51
12,13,Valence,0.77
12,14,Valence,0.88
12,15,Valence,0.79
13,14,Valence,0.80
13,15,Valence,0.86
14,15,Valence,0.81
0,1,Tempo,0.81
0,2,Tempo,0.60
0,3,Tempo,0.91
0,4,Tempo,0.60
0,5,Tempo,0.88
0,6,Tempo,0.88
0,7,Tempo,0.59
0,8,Tempo,0.80
0,9,Tempo,0.44
0,10,Tempo,0.70
0,11,Tempo,0.75
0,12,Tempo,0.89
0,13,Tempo,0.77
0,14,Tempo,0.89
0,15,Tempo,0.81
1,2,Tempo,0.58
1,3,Tempo,0.84
1,4,Tempo,0.67
1,5,Tempo,0.75
1,6,Tempo,0.87
1,7,Tempo,0.57
1,8,Tempo,0.89
1,9,Tempo,0.49
1,10,Tempo,0.77
1,11,Tempo,0.83
1,12,Tempo,0.76
1,13,Tempo,0.68
1,14,Tempo,0.76
1,15,Tempo,0.69
2,3,Tempo,0.61
2,4,Tempo,0.41
2,5,Tempo,0.66
2,6,Tempo,0.56
2,7,Tempo,0.91
2,8,Tempo,0.51
2,9,Tempo,0.29
2,10,Tempo,0.45
2,11,Tempo,0.49
2,12,Tempo,0.66
2,13,Tempo,0.76
2,14,Tempo,0.67
2,15,Tempo,0.73
3,4,Tempo,0.63
3,5,Tempo,0.84
3,6,Tempo,0.91
3,7,Tempo,0.60
3,8,Tempo,0.84
3,9,Tempo,0.46
3,10,Tempo,0.72
3,11,Tempo,0.78
3,12,Tempo,0.86
3,13,Tempo,0.76
3,14,Tempo,0.86
3,15,Tempo,0.79
4,5,Tempo,0.56
4,6,Tempo,0.66
4,7,Tempo,0.40
4,8,Tempo,0.72
4,9,Tempo,0.71
4,10,Tempo,0.84
4,11,Tempo,0.77
4,12,Tempo,0.57
4,13,Tempo,0.50
4,14,Tempo,0.57
4,15,Tempo,0.52
5,6,Tempo,0.81
5,7,Tempo,0.65
5,8,Tempo,0.74
5,9,Tempo,0.41
5,10,Tempo,0.65
5,11,Tempo,0.69
5,12,Tempo,0.94
5,13,Tempo,0.85
5,14,Tempo,0.95
5,15,Tempo,0.88
6,7,Tempo,0.55
6,8,Tempo,0.87
6,9,Tempo,0.48
6,10,Tempo,0.75
6,11,Tempo,0.81
6,12,Tempo,0.82
6,13,Tempo,0.71
6,14,Tempo,0.82
6,15,Tempo,0.74
7,8,Tempo,0.50
7,9,Tempo,0.28
7,10,Tempo,0.44
7,11,Tempo,0.48
7,12,Tempo,0.65
7,13,Tempo,0.74
7,14,Tempo,0.66
7,15,Tempo,0.71
8,9,Tempo,0.53
8,10,Tempo,0.82
8,11,Tempo,0.88
8,12,Tempo,0.75
8,13,Tempo,0.65
8,14,Tempo,0.75
8,15,Tempo,0.68
9,10,Tempo,0.62
9,11,Tempo,0.56
9,12,Tempo,0.42
9,13,Tempo,0.36
9,14,Tempo,0.42
9,15,Tempo,0.37
10,11,Tempo,0.87
10,12,Tempo,0.66
10,13,Tempo,0.58
10,14,Tempo,0.66
10,15,Tempo,0.60
11,12,Tempo,0.70
11,13,Tempo,0.60
11,14,Tempo,0.71
11,15,Tempo,0.64
12,13,Tempo,0.84
12,14,Tempo,0.96
12,15,Tempo,0.86
13,14,Tempo,0.84
13,15,Tempo,0.91
14,15,Tempo,0.88
0,1,Time Signature,0.85
0,2,Time Signature,0.65
0,3,Time Signature,0.96
0,4,Time Signature,0.64
0,5,Time Signature,0.92
0,6,Time Signature,0.92
0,7,Time Signature,0.63
0,8,Time Signature,0.85
0,9,Time Signature,0.47
0,10,Time Signature,0.73
0,11,Time Signature,0.79
0,12,Time Signature,0.93
0,13,Time Signature,0.81
0,14,Time Signature,0.93
0,15,Time Signature,0.85
1,2,Time Signature,0.59
1,3,Time Signature,0.89
1,4,Time Signature,0.70
1,5,Time Signature,0.78
1,6,Time Signature,0.92
1,7,Time Signature,0.57
1,8,Time Signature,0.92
1,9,Time Signature,0.52
1,10,Time Signature,0.80
1,11,Time Signature,0.87
1,12,Time Signature,0.79
1,13,Time Signature,0.70
1,14,Time Signature,0.79
1,15,Time Signature,0.72
2,3,Time Signature,0.62
2,4,Time Signature,0.41
2,5,Time Signature,0.70
2,6,Time Signature,0.60
2,7,Time Signature,0.95
2,8,Time Signature,0.55
2,9,Time Signature,0.31
2,10,Time Signature,0.47
2,11,Time Signature,0.52
2,12,Time Signature,0.70
2,13,Time Signature,0.80
2,14,Time Signature,0.70
2,15,Time Signature,0.76
3,4,Time Signature,0.66
3,5,Time Signature,0.87
3,6,Time Signature,0.96
3,7,Time Signature,0.61
3,8,Time Signature,0.88
3,9,Time Signature,0.49
3,10,Time Signature,0.76
3,11,Time Signature,0.82
3,12,Time Signature,0.89
3,13,Time Signature,0.78
3,14,Time Signature,0.88
3,15,Time Signature,0.81
4,5,Time Signature,0.58
4,6,Time Signature,0.69
4,7,Time Signature,0.41
4,8,Time Signature,0.75
4,9,Time Signature,0.74
4,10,Time Signature,0.87
4,11,Time Signature,0.79
4,12,Time Signature,0.59
4,13,Time Signature,0.52
4,14,Time Signature,0.59
4,15,Time Signature,0.54
5,6,Time Signature,0.85
5,7,Time Signature,0.68
5,8,Time Signature,0.77
5,9,Time Signature,0.43
5,10,Time Signature,0.67
5,11,Time Signature,0.72
5,12,Time Signature,0.98
5,13,Time Signature,0.88
5,14,Time Signature,0.99
5,15,Time Signature,0.92
6,7,Time Signature,0.59
6,8,Time Signature,0.91
6,9,Time Signature,0.51
6,10,Time Signature,0.79
6,11,Time Signature,0.85
6,12,Time Signature,0.86
6,13,Time Signature,0.75
6,14,Time Signature,0.86
6,15,Time Signature,0.78
7,8,Time Signature,0.54
7,9,Time Signature,0.30
7,10,Time Signature,0.46
7,11,Time Signature,0.50
7,12,Time Signature,0.68
7,13,Time Signature,0.78
7,14,Time Signature,0.68
7,15,Time Signature,0.75
8,9,Time Signature,0.56
8,10,Time Signature,0.86
8,11,Time Signature,0.93
8,12,Time Signature,0.79
8,13,Time Signature,0.69
8,14,Time Signature,0.78
8,15,Time Signature,0.72
9,10,Time Signature,0.65
9,11,Time Signature,0.59
9,12,Time Signature,0.44
9,13,Time Signature,0.38
9,14,Time Signature,0.44
9,15,Time Signature,0.40
10,11,Time Signature,0.91
10,12,Time Signature,0.68
10,13,Time Signature,0.59
10,14,Time Signature,0.68
10,15,Time Signature,0.62
11,12,Time Signature,0.74
11,13,Time Signature,0.64
11,14,Time Signature,0.73
11,15,Time Signature,0.67
12,13,Time Signature,0.87
12,14,Time Signature,1.00
12,15,Time Signature,0.91
13,14,Time Signature,0.87
13,15,Time Signature,0.95
14,15,Time Signature,0.91
