Playlist A, Playlist B, Feature, Cosine Similarity
1,13,Loudness,0.29
1,14,Loudness,0.56
2,3,Loudness,0.38
2,4,Loudness,0.43
2,5,Loudness,0.69
2,6,Loudness,0.34
2,7,Loudness,0.43
2,8,Loudness,0.31
2,9,Loudness,0.27
2,10,Loudness,0.32
2,11,Loudness,0.48
2,12,Loudness,0.43
2,13,Loudness,0.71
2,14,Loudness,0.58
3,4,Loudness,0.75
3,5,Loudness,0.33
3,6,Loudness,0.62
3,7,Loudness,0.77
3,8,Loudness,0.61
3,9,Loudness,0.68
3,10,Loudness,0.76
3,11,Loudness,0.74
3,12,Loudness,0.81
3,13,Loudness,0.33
3,14,Loudness,0.64
4,5,Loudness,0.38
4,6,Loudness,0.57
4,7,Loudness,0.87
4,8,Loudness,0.57
4,9,Loudness,0.60
4,10,Loudness,0.61
4,11,Loudness,0.89
4,12,Loudness,0.81
4,13,Loudness,0.36
4,14,Loudness,0.77
5,6,Loudness,0.27
5,7,Loudness,0.38
5,8,Loudness,0.26
5,9,Loudness,0.24
5,10,Loudness,0.23
5,11,Loudness,0.41
5,12,Loudness,0.39
5,13,Loudness,0.56
5,14,Loudness,0.54
6,7,Loudness,0.59
6,8,Loudness,0.81
6,9,Loudness,0.85
6,10,Loudness,0.59
6,11,Loudness,0.58
6,12,Loudness,0.67
6,13,Loudness,0.28
6,14,Loudness,0.51
7,8,Loudness,0.60
7,9,Loudness,0.64
7,10,Loudness,0.63
7,11,Loudness,0.89
7,12,Loudness,0.79
7,13,Loudness,0.39
7,14,Loudness,0.79
8,9,Loudness,0.76
8,10,Loudness,0.59
8,11,Loudness,0.57
8,12,Loudness,0.66
8,13,Loudness,0.24
8,14,Loudness,0.52
9,10,Loudness,0.65
9,11,Loudness,0.61
9,12,Loudness,0.71
9,13,Loudness,0.24
9,14,Loudness,0.55
10,11,Loudness,0.60
10,12,Loudness,0.74
10,13,Loudness,0.27
10,14,Loudness,0.55
11,12,Loudness,0.78
11,13,Loudness,0.47
11,14,Loudness,0.80
12,13,Loudness,0.35
12,14,Loudness,0.69
13,14,Loudness,0.54
0,1,Mode,0.36
0,2,Mode,0.54
0,3,Mode,0.43
0,4,Mode,0.39
0,5,Mode,0.58
0,6,Mode,0.28
0,7,Mode,0.47
0,8,Mode,0.25
0,9,Mode,0.27
0,10,Mode,0.34
0,11,Mode,0.31
0,12,Mode,0.30
0,13,Mode,0.66
0,14,Mode,0.45
1,2,Mode,0.23
1,3,Mode,0.49
1,4,Mode,0.45
1,5,Mode,0.19
1,6,Mode,0.50
1,7,Mode,0.50
1,8,Mode,0.46
1,9,Mode,0.58
1,10,Mode,0.57
1,11,Mode,0.27
1,12,Mode,0.55
1,13,Mode,0.23
1,14,Mode,0.43
2,3,Mode,0.31
2,4,Mode,0.37
2,5,Mode,0.70
2,6,Mode,0.23
2,7,Mode,0.38
2,8,Mode,0.16
2,9,Mode,0.21
2,10,Mode,0.27
2,11,Mode,0.24
2,12,Mode,0.11
2,13,Mode,0.48
2,14,Mode,0.39
3,4,Mode,0.66
3,5,Mode,0.33
3,6,Mode,0.40
3,7,Mode,0.62
3,8,Mode,0.39
3,9,Mode,0.49
3,10,Mode,0.50
3,11,Mode,0.48
3,12,Mode,0.57
3,13,Mode,0.34
3,14,Mode,0.55
4,5,Mode,0.43
4,6,Mode,0.41
4,7,Mode,0.65
4,8,Mode,0.38
4,9,Mode,0.38
4,10,Mode,0.53
4,11,Mode,0.50
4,12,Mode,0.51
4,13,Mode,0.32
4,14,Mode,0.69
5,6,Mode,0.22
5,7,Mode,0.33
5,8,Mode,0.17
5,9,Mode,0.20
5,10,Mode,0.33
5,11,Mode,0.28
5,12,Mode,0.14
5,13,Mode,0.62
5,14,Mode,0.37
6,7,Mode,0.35
6,8,Mode,0.52
6,9,Mode,0.57
6,10,Mode,0.44
6,11,Mode,0.30
6,12,Mode,0.44
6,13,Mode,0.18
6,14,Mode,0.41
7,8,Mode,0.38
7,9,Mode,0.36
7,10,Mode,0.55
7,11,Mode,0.42
7,12,Mode,0.46
7,13,Mode,0.34
7,14,Mode,0.59
8,9,Mode,0.47
8,10,Mode,0.41
8,11,Mode,0.29
8,12,Mode,0.38
8,13,Mode,0.23
8,14,Mode,0.38
9,10,Mode,0.41
9,11,Mode,0.28
9,12,Mode,0.54
9,13,Mode,0.19
9,14,Mode,0.39
10,11,Mode,0.37
10,12,Mode,0.60
10,13,Mode,0.27
10,14,Mode,0.49
11,12,Mode,0.45
11,13,Mode,0.21
11,14,Mode,0.56
12,13,Mode,0.23
12,14,Mode,0.50
13,14,Mode,0.34
0,1,Speechiness,0.30
0,2,Speechiness,0.44
0,3,Speechiness,0.32
0,4,Speechiness,0.36
0,5,Speechiness,0.50
0,6,Speechiness,0.22
0,7,Speechiness,0.44
0,8,Speechiness,0.32
0,9,Speechiness,0.30
0,10,Speechiness,0.40
