artists,occurrence,freqency
"Carlo Gesualdo,Philippe Herreweghe,Collegium Vocale Gent",2,0.011976
"Thomas Tallis,Chapelle du Roi,Alistair Dixon",2,0.011976
"Orlande de Lassus,Collegium Vocale Gent,Philippe Herreweghe",2,0.011976
"Michael Praetorius,The New York Renaissance Band,Sally Logemann",2,0.011976
"Antoine Busnois,Speculum Ensemble",2,0.011976
"William Byrd,Ora Singers,Suzi Digby",2,0.011976
"Antoine Brumel,Studio de musique ancienne de Montréal,Christopher Jackson",2,0.011976
"Tomás Luis de Victoria,Tenebrae,Nigel Short",2,0.011976
"Christopher Tye,The Spirit of Gambo,Freek Borstlap",2,0.011976
"Christopher Tye,The Choir of Magdalen College, Oxford,Bill Ives",2,0.011976
"Paolo da Firenze,Karl-Ernst Schröder,Pedro Memelsdorff,Elisa Franzetti,Françoise Augustin,Mala Punica,Alessandro Carmignani,Tina Aagaard,Jane Achtman",2,0.011976
"Francisco de Peñalosa,Concentus Musicus Minnesota,Arthur Maud",2,0.011976
"Thomas Weelkes,Thomas Tomkins,Vox Luminis,Lionel Meunier",2,0.011976
"Jan Pieterszoon Sweelinck,Unknown,Cappella Amsterdam,Daniel Reuss",2,0.011976
"A Sei Voci,Bernard Fabre-Garrus,Maîtrise des Pays de Loire,Bertrand Lermaire",1,0.005988
"John Taverner,Christ Church Cathedral Choir, Oxford,Stephen Darlington",1,0.005988
"Philippe de Monte,Ensemble Freiberger Dom-Music,Chordae Freybergensis,Albrecht Koch",1,0.005988
"Jordi Savall",8,0.047904
"Pierre Attaingnant,Ronn McFarlane",1,0.005988
"Eduardo Paniagua",2,0.011976
"John Bull,Canadian Brass",1,0.005988
"Giles Farnaby,The Philip Jones Brass Ensemble",1,0.005988
"John Dowland,Hopkinson Smith",1,0.005988
"Anonymous,Diego Ortiz,Baltimore Consort",1,0.005988
"Francesco da Milano,Los Angeles Guitar Quartet",1,0.005988
"Cantiga",1,0.005988
"Anonymous,Hortus Musicus,Andres Mustonen",1,0.005988
"John Johnson,Sharon Isbin",1,0.005988
"Charles Mouton,Hopkinson Smith",1,0.005988
"Marin Marais,Gerald Stempfel,Thorsten Bleich",2,0.011976
"Henry VIII,The Philip Jones Brass Ensemble",2,0.011976
"Thomas Tallis,Imperial Brass,Johanni van Oostrum",1,0.005988
"Juan Román (C. M. Palacio),Jordi Savall,La Capella Reial De Catalunya,Hespèrion XXI",1,0.005988
"John Dowland,Thomas Morley,Paul O'Dette",1,0.005988
"Gaspar Sanz,Erik Bosgraaf,Izhar Elias,Alessandro Pianu",1,0.005988
"Francesco Corbetta,Erik Bosgraaf,Izhar Elias,Alessandro Pianu",1,0.005988
"Adrien Le Roy,Geneva Baroque Duo",1,0.005988
"Hopkinson Smith",4,0.023952
"Francesco Spinacino,Circa 1500",1,0.005988
"Anonymous,Circa 1500",1,0.005988
"Jordi Savall,Ton Koopman,Rolf Lislevand",3,0.017964
"Jakob Lindberg",1,0.005988
"Early Music Consort Of London",1,0.005988
"Tylman Susato,New London Consort,Philip Pickett",1,0.005988
"Johann Heinrich Schmelzer,Ricercar Consort,Philippe Pierlot,Sophie Gent,Maude Gratton",1,0.005988
"Marin Marais,Mieneke van der Velden,Glen Wilson",1,0.005988
"Pierre Attaingnant,Rossignol, La",1,0.005988
"Anonymous,Atrivm Mvsicæ de Madrid,Gregorio Paniagua",1,0.005988
"Nigel North",1,0.005988
"François Dufaut,Bertrand de Bacilly,Ensemble A Deux Violes Esgales",1,0.005988
"John Dowland,Joachim Held",1,0.005988
"Pierre Phalèse,Baltimore Consort",1,0.005988
"Giovanni Battista Fontana,Battalia",1,0.005988
"John Dowland,Nigel North",1,0.005988
"Matthew Locke,Jordi Savall,Le Concert Des Nations",1,0.005988
"Gaspar Sanz,Sam Piha,Martin Vishnik",1,0.005988
"Francesco Spinacino,Shirley Rumsey,Christopher Wilson",1,0.005988
"John Dowland,Paul O'Dette",1,0.005988
"Adriano Banchieri,The Philip Jones Brass Ensemble,Elgar Howarth",1,0.005988
"Cesare Negri,Baltimore Consort",1,0.005988
"Jordi Savall,Anonymous",2,0.011976
"Alonso Mudarra,Hopkinson Smith",1,0.005988
"Denis Gaultier,Bernhard Hofstötter",1,0.005988
"Gaspar Sanz,Hopkinson Smith",1,0.005988
"Pierre Francisque Caroubel,Le Poème Harmonique,Vincent Dumestre",1,0.005988
"Daniel Norcombe,The Newberry Consort,Paul O'Dette,Mary Springfels",1,0.005988
"William Byrd,The Newberry Consort,Mary Springfels",1,0.005988
"Jordi Savall,Tobias Hume",1,0.005988
"Traditional,Hespèrion XXI,David Mayroal,Haïg Sarikouyoumdjian,Jordi Savall,Viva Biancaluna Biffi",1,0.005988
"Lucas Ruiz de Ribayaz,Piffaro",1,0.005988
"Anonymous,Carmen Cano,Accentus Ensemble,Thomas Wimmer",1,0.005988
"Tradicional Andalusí,Eduardo Paniagua",1,0.005988
"Léonin,Tonus Peregrinus,Antony Pitts",1,0.005988
"Richard Sumarte,John Mark Rozendaal,David Schrader",1,0.005988
"The New York Renaissance Band",1,0.005988
"Laura Pudwell,Michael Praetorius,David Fallis,Alison Melville,Terry Mckenna,Paul Jenkins,John Pepper,Baltimore Consort",1,0.005988
"Anonymous,Baltimore Consort",1,0.005988
"Diego Ortiz,Jordi Savall",2,0.011976
"William Lawes,Fretwork",1,0.005988
"Jordi Savall,John Jenkins",1,0.005988
"John Jenkins,Fretwork",1,0.005988
"Henry VIII,Jon Banks",1,0.005988
"Anthony Holborne,Hespèrion XXI,Jordi Savall",1,0.005988
"Josquin des Prez,Shirley Rumsey",1,0.005988
"Giovanni Battista Vitali,Tragicomedia,Paul O'Dette",1,0.005988
"Johann Sebastian Bach,Ronn McFarlane",1,0.005988
"John Dowland,Francesca Torelli",1,0.005988
"Anonymous,Emily Rogers",1,0.005988
"Francesco da Milano,Christopher Wilson",1,0.005988
"John Dunstable,Tonus Peregrinus,Antony Pitts",1,0.005988
"Ennemond Gaultier,Hopkinson Smith",2,0.011976
"Agave Baroque",1,0.005988
"Diego Pisador,Los Angeles Guitar Quartet",1,0.005988
"J. Pell,John Pell",1,0.005988
"Anonymous,Musica Antiqua,Christian Mendoze",1,0.005988
"Antonio de Cabezón,Jordi Savall",1,0.005988
"John Dowland,Christoph Denoth",1,0.005988
"Tylman Susato,Lancing College Choir,Peter Davis,Neil Cox",1,0.005988
"Simone Molinaro,Konrad Ragossnig,Dieter Kirsch",1,0.005988
"John Renbourn",1,0.005988
"Silvius Leopold Weiss,Jakob Lindberg",1,0.005988
"Paul O'Dette",2,0.011976
"The Broadside Band,Deborah Roberts,John Potter",1,0.005988
"Anonym,Capella De La Torre,Katharina Bauml",1,0.005988
"Jean-Baptiste Lully,Christophe Rousset,Chœur De Chambre De Namur,Les Talens Lyriques",1,0.005988
"Johann Sebastian Bach,Sharon Isbin",1,0.005988
"Johann Sebastian Bach,Markus Tapio,Elina Mustonen",1,0.005988
"Giovanni Gabrieli,Taverner Players,Andrew Parrott",1,0.005988
"Rolf Lislevand",1,0.005988
"Jordi Savall,Gabriel",1,0.005988
"Tylman Susato,Musica Antiqua,Christian Mendoze",1,0.005988
"Robert de Visée,Rafael Andia",1,0.005988
"Antonio de Cabezón,Christopher Wilson",1,0.005988
"Anonymous,The Musicians of Swanne Alley",1,0.005988
"John Johnson,The Musicians of Swanne Alley",1,0.005988
"William Lawes,Richard Boothby",1,0.005988
"Pietro Foscarini,Christian Zimmermann",1,0.005988
"Jordi Savall,Francesco de la Torre",1,0.005988
"Guglielmo Ebreo,Capella De La Torre,Katharina Bauml",1,0.005988
"Melchior Neusidler,Paul O'Dette",2,0.011976
"Henry Purcell,Christopher Hogwood,Academy of Ancient Music",1,0.005988
"Giuseppe Torelli,Alison Balsom,Deutsche Kammerphilharmonie Bremen",1,0.005988
"Domenico da Piacenza,Ars Italica,Sigrid Lee,Francis Biggi,Marco Ferrari",1,0.005988
"Luis Venegas de Henestrosa,Andrew Lawrence-King,The Harp Consort",1,0.005988
"Arnold de Lantins,Ars Italica,Sigrid Lee,Francis Biggi,Marco Ferrari",1,0.005988
"Diego Ortiz,Piffaro",1,0.005988
"Anonymous,The Toronto Consort",1,0.005988
"Francis Cutting,Julian Bream",1,0.005988
"Chatham Baroque",1,0.005988
"Giacobbe Basevi Cervetto,Cassandra Luckhardt,Apollo Ensemble,David Rabinovich",1,0.005988
"Salomone Rossi,Boston Camerata,Joel Cohen",1,0.005988
"Anonymous,Ronn McFarlane,William Simms",1,0.005988
"John Johnson,Ronn McFarlane,William Simms",1,0.005988
"Andrew Lawrence-King",1,0.005988
"Adrian Le Roy,Ronn McFarlane",1,0.005988
"Oswald von Wolkenstein,The Newberry Consort",1,0.005988
"Edward Martin",48,0.287425
"Ken Fackler",1,0.005988
"Hans Neusidler,Trouvere Medieval Minstrels",1,0.005988
"Oswald von Wolkenstein,Capella De La Torre,Katharina Bauml",1,0.005988
"William Byrd,Parthenia / A Consort of Viols",1,0.005988
"Michael Praetorius,Schwerin Blechblaser-Collegium",1,0.005988
"Christopher Tye,The Rose Consort Of Viols,Clare Wilkinson",1,0.005988
"Anon. Troparium de Catania,Trouvere Medieval Minstrels",1,0.005988
"Ambrosius von Mailand,Amarcord",1,0.005988
"DER UNVERZAGTE,The Newberry Consort",1,0.005988
"Vera Kochanowsky",1,0.005988
"Matthias Weckmann,Fenice, La,Ricercar Consort",1,0.005988
"Luis de Narváez,José Akel",1,0.005988
"Michelangelo Galilei,Joachim Held",1,0.005988
"Crawford Young,Baude Cordier,Ferrara Ensemble",1,0.005988
"Christopher Simpson,John Dornenburg",1,0.005988
"Gaspar Sanz,Nigel North",1,0.005988
"David Tayler",23,0.137725
"Duo Chambure",16,0.095808
"Johann Gottfried Conradi,Edward Martin",13,0.077844
"David Kellner,Edward Martin",8,0.047904
"Edward Martin,Thomas Walker",17,0.101796
"Jacob Heringman",58,0.347305
"Da Roma Laurencini,James Akers",4,0.023952
"James Akers",2,0.011976
"Anonymous, French,James Akers",1,0.005988
"Anonymous,James Akers",2,0.011976
"Pomponio da Bologna,James Akers",1,0.005988
"John Dowland,James Akers",3,0.017964
"Jean-Baptiste Besard,James Akers",2,0.011976
"Stephen Wake",10,0.059880
"Anonymous,Paul O'Dette",13,0.077844
"Mr. Ascue,Paul O'Dette",1,0.005988
"Peter Philips,Paul O'Dette",2,0.011976
"William Byrd,Paul O'Dette",6,0.035928
"Philip Rosseter,Paul O'Dette",2,0.011976
"Johann Friedrich Meister,Musica Antiqua Köln",1,0.005988
"Alfonso X El Sabio,Jose Ferrero,Capilla Antigua de Chinchilla",1,0.005988
"Matthias Ank",1,0.005988
"Anonymous,Jose Ferrero,Capilla Antigua de Chinchilla",2,0.011976
"Anonymous,Francesco Landini,Unicorn Ensemble,Michael Posch",1,0.005988
"Hildegard von Bingen,Oxford Camerata,Jeremy Summerly",2,0.011976
"Richard I of England,Jose Ferrero,Capilla Antigua de Chinchilla",1,0.005988
"Anonymous,Unicorn Ensemble,Michael Posch",1,0.005988
"Guillaume de Machaut,Unicorn Ensemble,Michael Posch",1,0.005988
"Anonymous,Christoph Haas,Ensemble Cosmedin",1,0.005988
"Hildegard von Bingen,Christoph Haas,Ensemble Cosmedin",1,0.005988
"Anonymous,Schola Hungarica,Janka Szendrei,László Dobszay",1,0.005988
"Pérotin,Musica Ficta,Bo Holten",1,0.005988
"Richard I of England,Estampie,Graham Derrick",1,0.005988
"Jose Ferrero,Tannhauser,Capilla Antigua de Chinchilla",1,0.005988
"Henry Stoning,Estampie,Graham Derrick",1,0.005988
"Claude Gervaise,Estampie,Graham Derrick",1,0.005988
"Anonymous,Retrover Ensemble,Markus Tapio",1,0.005988
"Baptiste Romain",1,0.005988
"Marc Lewon,Neidhart von Reuental,Els Janssens-Vanmunster,Baptiste Romain",1,0.005988
"Berenguier de Palou,Maria Lafitte,Unicorn Ensemble,Oni Wytars Ensemble,Michael Posch",1,0.005988
"Giraut de Bornelh,Peter Rabanser,Unicorn Ensemble,Oni Wytars Ensemble,Michael Posch",1,0.005988
"Hildegard von Bingen,Jose Ferrero,Capilla Antigua de Chinchilla",1,0.005988
"Alfonso X El Sabio,Unicorn Ensemble",1,0.005988
"Ólafur Arnalds,South Iceland Chamber Choir",3,0.017964
"Brian Eno",1,0.005988
"David Arkenstone,Sam Cardon,Neal Acree,Clint Bajakian",1,0.005988
"Hans Zimmer,Benjamin Wallfisch",17,0.101796
"Bobby Tahouri",12,0.071856
"Clint Bajakian",1,0.005988
"Slow Dancing Society",2,0.011976
"Sam Hulick",2,0.011976
"Gaute Storaas,Bratislava Symphony Orchestra",3,0.017964
"Jonathan Geer",2,0.011976
"Various Artists",31,0.185629
"Bytheway-May",9,0.053892
"Great Pirate Music",1,0.005988
"Inkuyo",1,0.005988
"Freeman House",1,0.005988
"Freeman House & Katherine von Arx",2,0.011976
"Sounds Visual Ltd",1,0.005988
"Charmas",1,0.005988
"Mike Oldfield",1,0.005988
"Czech Philharmonic Chamber Orchestra,Kuehn’s Mixed Choir",1,0.005988
"London Philharmonic Orchestra",1,0.005988
"Harajuku Nation",1,0.005988
"James Dooley",9,0.053892
"Trevor Jones",1,0.005988
"Stara Rzeka",1,0.005988
"Johnny Klimek,Tom Tykwer",4,0.023952
"Braxton Burks,Peter Hollens,Malukah,Tina Guo",1,0.005988
"Inon Zur,Aubrey Ashburn",1,0.005988
"Crouch End Festival Chorus,London Philharmonic Orchestra",3,0.017964
"Meadows at Night",3,0.017964
"An Dro,James Spalink",1,0.005988
"Immediate",4,0.023952
"Mike Reagan",3,0.017964
"Jerry Goldsmith",6,0.035928
"Doyle W. Donehoo",8,0.047904
"Benjamin S. Goldberg",2,0.011976
"Bryan Fusilier",2,0.011976
"Timothy Fehling",1,0.005988
"Rob Oxenbridge",1,0.005988
"Allen Constantine",2,0.011976
"Pat Joyce",1,0.005988
"Percival Schuttenbach,Marcin Przybyłowicz",17,0.101796
"Tengger Cavalry",2,0.011976
"Jode Steele,Gothic Storm",2,0.011976
"Butterfly Tea",1,0.005988
"Escape the Clouds",1,0.005988
"Marc Papeghin",1,0.005988
"Pontus Hultgren",2,0.011976
"Acherontic Dawn",1,0.005988
"Yugo Kanno",17,0.101796
"Gilead",2,0.011976
"Ryuichi Sakamoto",2,0.011976
"Anne Dudley",4,0.023952
"Raison D'être",1,0.005988
"Conan",2,0.011976
"Carl Orff,London Symphony Orchestra",2,0.011976
"Thomas Bergersen & Nick Phoenix,Thomas Bergersen,Two Steps from Hell,Nick Phoenix",1,0.005988
"Nick Phoenix,Thomas Bergersen,Two Steps from Hell",1,0.005988
"Bill Brown",10,0.059880
"Richard Hickox,Northern Sinfonia Of England,London Symphony Chorus",1,0.005988
"The City of Prague Philharmonic Orchestra",4,0.023952
"Paul Dinletir,Audiomachine",15,0.089820
"Video Games Live",2,0.011976
"Stuart Chatwood,Jennifer Chao",2,0.011976
"Thomas Bergersen",21,0.125749
"Zack Hemsey",5,0.029940
"Jo Blankenburg",2,0.011976
"Music Junkies",1,0.005988
"Cris Velasco,Mike Reagan",2,0.011976
"Veigar Margeirsson",2,0.011976
"Russell Brower,Matt Uelmen",1,0.005988
"Graeme Revell",1,0.005988
"Max Concors",1,0.005988
"Celestial Aeon Project",4,0.023952
"Marcin Przybyłowicz,Mikołaj Stroiński,AUKSO Orchestra,Wioletta Chodowicz",2,0.011976
"Sofa Sounds",3,0.017964
"Benjamin Wallfisch",3,0.017964
"Hampus Naeselius",4,0.023952
"Invadable Harmony,Roxane Genot,Fabrizio Brugnera",2,0.011976
"Wolfgang Amadeus Mozart,Lisa Beckley,Elena Filipova,Magdaléna Hajóssyová,Peter Mikulas,Michel Piquemal,Gloria Scalchi,Michel Piquemal Vocal Ensemble,Hungarian State Opera Chorus,Oxford Schola Cantorum,Slovak Philharmonic Chorus,Hungarian State Opera Orchestra,Orchestre De La Cite,Oxford Camerata,Slovak Philharmonic",1,0.005988
"Morgan Nichol",2,0.011976
"Invadable Harmony,Blatt Siro",2,0.011976
"Lucas King",2,0.011976
"Fabrizio Brugnera,Roxane Genot",1,0.005988
"David Farnon,Ludwig van Beethoven",1,0.005988
"Johannes Brahms,Wiener Philharmoniker,Claudio Abbado",1,0.005988
"Pierre-Alexandre Monin",5,0.029940
"Alanna Crouch",2,0.011976
"Kelly Brouze",1,0.005988
"Fox Amoore",1,0.005988
"Jan Pouska,Roxane Genot",1,0.005988
"R. B. Castrioti,Péter Illényi",2,0.011976
"Amorphous Nature",2,0.011976
"Roxane Genot,Jan Pouska",1,0.005988
"Chiel Nugter",2,0.011976
"Remi Andre'",1,0.005988
"Enis Rotthoff",1,0.005988
"Note Only",1,0.005988
"Francesco Pirrone",1,0.005988
"Fation Çumani",1,0.005988
"Mafer Labastida,Corux",2,0.011976
"Alexander Proudlock",1,0.005988
"Daniel Diaz",1,0.005988
"George Strezov",1,0.005988
"Karen Biehl",20,0.119760
"Zac Tiessen,Julie Elven,Yoed Nir",1,0.005988
"Yaron Cohen,Yaroncmusic",1,0.005988
"Dutch Falconi",2,0.011976
"Marco Saviolo,Morgane Matteuzzi",1,0.005988
"Kreatura Obskura",1,0.005988
"Jeronimo Galecki,Jero Rest",1,0.005988
"Daniel Härtel",1,0.005988
"Gin Cooley",1,0.005988
"Jake Livingston",1,0.005988
"Lu Po",1,0.005988
"Fabrizio Brugnera",2,0.011976
"Roxane Genot,The Witchery",1,0.005988
"Corux",3,0.017964
"Auquid",1,0.005988
"Murat Sayginer",2,0.011976
"Raúl Sanz",1,0.005988
"Denis Turbide,Eldar Ibrahimovic",1,0.005988
"Daniel Lopez,Daniel Anthony Lopez,Tennis Gazelle",1,0.005988
"Alexander Quinteros",1,0.005988
"Paul Zambrano",1,0.005988
"The Seawolf,Runahild",1,0.005988
"Delasito Project",1,0.005988
"Cordelia,Daniel Dor",1,0.005988
"Rumpistol",1,0.005988
"Çağatay Kılıç",1,0.005988
"Yorgos Karagiannis",1,0.005988
"Atlas Wolf,Gabriel Monticello,Paul Mercer",1,0.005988
"Jordano Martinez,Olga Ilyashenko",1,0.005988
"Lil' Zani",2,0.011976
"Eve Martin",1,0.005988
"Alessandro Molinaro,Lordessence",1,0.005988
"nunQ",1,0.005988
"Leon Bor",1,0.005988
"Cepe,Ana Jiménez Díaz",1,0.005988
"The Twiolins",1,0.005988
"Alexei Surovykh",2,0.011976
"Hannah Victoria",1,0.005988
"Paul Colomb",1,0.005988
"ebunny",1,0.005988
"Oscar Simanski",1,0.005988
"Timofey Zelenski",1,0.005988
"Blue Crystal Star",1,0.005988
"Timofey Zelenski,Michael Jharkov",1,0.005988
"Mathieu Karsenti,Josh Doughty",1,0.005988
"Kevin Orbis",1,0.005988
"Psychevision",1,0.005988
"Remy Styrk",1,0.005988
"Piotr Czubin - Film Music",3,0.017964
"Roman Grygoriv & Illia Razumeiko",1,0.005988
"Ian Arber,Dave Rowntree",1,0.005988
"CNJR,Christopher Richards",1,0.005988
"Andrei Poliakov",1,0.005988
"TeaForOne",1,0.005988
"Dan Schrage",1,0.005988
"Alien Orchestra",1,0.005988
"Angel Kunev,Fire Haste Music",1,0.005988
"SUNRO",1,0.005988
"Starfire",1,0.005988
"Wivajoy",1,0.005988
"Timothy A. Helisek,Moscow Bow Tie Choir,Moscow Bow Tie Orchestra,Vladimir Podgoretsky",1,0.005988
"Maciej Sadowski",1,0.005988
"Fabrizio Brugnera,Brugner Brokk",1,0.005988
"Atlas Wolf,Paul Mercer",1,0.005988
"Anastasios Tsambazis",1,0.005988
"Robin Appelqvist",1,0.005988
"Philleann",1,0.005988
"Francesco Marzola",1,0.005988
"Emil Cambal,Juraj Cambal,Groovestudio",1,0.005988
"Ian Chen",1,0.005988
"Niklas Wagner,TMS Sports",5,0.029940
"Carolyn Barela",1,0.005988
"The Witchery",1,0.005988
"Elitsa Alexandrova,Jesper Kyd,Assassin's Creed",3,0.017964
"Cris Velasco,Sascha Dikiciyan,Cris Velasco & Sascha Dikiciyan",2,0.011976
"Atticus Ross",2,0.011976
"Bear McCreary,Raya Yarbrough",1,0.005988
"Aram Mandossian",1,0.005988
"Piotr Musial",2,0.011976
"Hans Zimmer,Lisa Gerrard,Gavin Greenaway",1,0.005988
"James Horner,Simon Franglen,James Horner, Simon Franglen",11,0.065868
"Anime Kei",1,0.005988
"John Ottman",5,0.029940
"Icon",1,0.005988
"Dario Marianelli",13,0.077844
"Tina Guo",1,0.005988
"Bliss",1,0.005988
"Michael Kamen",1,0.005988
"Scott Jones",1,0.005988
"Daniel Heath",2,0.011976
"Scoring Helsinki",1,0.005988
"Dominik Morgenroth, Daniel Pharos",3,0.017964
"Iva Davies,Christopher Gordon,Richard Tognetti",1,0.005988
"The Creative Assembly",1,0.005988
"Austin Wintory,Peter Hollens",1,0.005988
"Samuel Kim",1,0.005988
"Nicholas Britell",2,0.011976
"Gregor F. Narholz,Budapest Film Orchestra,Nao Sato",3,0.017964
"Yasuharu Takanashi",2,0.011976
"Claude Lamothe",2,0.011976
"Honor Roll Music",2,0.011976
"Music That Will Make You Cry",2,0.011976
"Dario Marianelli,Jack Liebeck,Benjamin Wallfisch",2,0.011976
"Inon Zur,Lyris String Quartet",1,0.005988
"Hans Zimmer,Richard Harvey",5,0.029940
"Kat Epple",1,0.005988
"David Johanns",1,0.005988
"Timothy Vajda",1,0.005988
"Tom Tykwer, Johnny Klimek, Reinhold Heil,Tom Tykwer,Johnny Klimek,Reinhold Heil,Gabriel Mounsey",1,0.005988
"Max Richter",6,0.035928
"Greg Haines",3,0.017964
"Russel Brower,Myrra Malmberg,Orphei Drängar,MOD",1,0.005988
"Timothy Williams",2,0.011976
"Jerry Goldsmith,Orchestra",1,0.005988
"Ida Maria",1,0.005988
"Erik Ekholm",3,0.017964
"Mike Reagan,Cris Velasco",2,0.011976
"Krale",1,0.005988
"Sarah Schachner,Jesper Kyd,Assassin's Creed",2,0.011976
"Russell Brower,Neal Acree",2,0.011976
"Joe Henson,Alexis Smith,Assassin's Creed",2,0.011976
"Cluster Buster",1,0.005988
"Starcadian",1,0.005988
"Le Matos",1,0.005988
"Rachel Portman",3,0.017964
"Soundcritters",4,0.023952
"Masafumi Takada",3,0.017964
"Joel Corelitz",2,0.011976
"Keith Power",1,0.005988
"Die Verbannten Kinder Evas",9,0.053892
"Klaus Badelt",2,0.011976
"Maxi Göthling",2,0.011976
"Danny Elfman,Russell Shaw",7,0.041916
"Brian Eno,Jon Hopkins,Leo Abrahams",1,0.005988
"Tom Tykwer, Johnny Klimek, Reinhold Heil,Tom Tykwer,Johnny Klimek,Reinhold Heil",4,0.023952
"Kaveh Cohen,Michael Nielsen,Angèle Dubeau,La Pietà",2,0.011976
"Bright Sheng,Yo-Yo Ma",1,0.005988
"Nils Frahm",4,0.023952
"Brighter Note",1,0.005988
"English Chamber Orchestra,Benjamin Wallfisch",1,0.005988
"Nicholas Hooper",2,0.011976
"The Evolved",1,0.005988
"Luke Atencio",4,0.023952
"Charlie Mole,Alastair King,The Chamber Orchestra Of London",1,0.005988
"Hans Zimmer,Joshua Bell,Nick Glennie-Smith",2,0.011976
"Neal Acree,Jason Hayes",2,0.011976
"Tokyo City Philharmonic Orchestra,Kansai Philharmonic Orchestra,Daisuke Soga,Joe Hisaishi",1,0.005988
"John Powell,Gavin Greenaway",1,0.005988
"Naoshi Mizuta",1,0.005988
"Yasunori Mitsuda",2,0.011976
"Geek Music",1,0.005988
"Martin Tillman,Isidore Godfrey",1,0.005988
"岩﨑 英則",1,0.005988
"Hans Zimmer,Geoff Zanelli,Blake Neely",1,0.005988
"London Metropolitan Orchestra,Michael Kamen,Maire Brennan,Zoe Kamen,John Anderson,Dave Lee,Julie Andrews",1,0.005988
"Thomas Newman,Nikolaj Bloch",1,0.005988
"Trevor Rabin",1,0.005988
"Philip Glass,Burkhard Dallwitz",1,0.005988
"The City of Prague Philharmonic Orchestra,Tara Clark",1,0.005988
"Wojciech Kilar,Orchestre Philharmonique National de Pologne",1,0.005988
"Dario Marianelli,Jean-Yves Thibaudet",1,0.005988
"Giles Lamb,Mairi Campbell,Peter Nicholson,Guido De Groot",1,0.005988
"Cinescore",1,0.005988
"Tom Tykwer,Johnny Klimek,Reinhold Heil,Kristjan Järvi,MDR Leipzig Radio Symphony Orchestra",1,0.005988
"Alexandre Desplat,Jean-Yves Thibaudet",1,0.005988
"Ólafur Arnalds,Dagný Arnalds",1,0.005988
"nan",0,0.000000
"Jakob Ahlbom",2,0.011976
"Neil Davidge",2,0.011976
"Shuichi Kobori,Masatoshi Yanagi",1,0.005988
"Paul Gorman",6,0.035928
"Motoi Sakuraba",5,0.029940
"Jasha Klebe",1,0.005988
"John Paesano",1,0.005988
"Sergio Panarella,Alfredo Notarloberti,Luigi Rubino,Ashram",1,0.005988
"Liquid Cinema",1,0.005988
"Ludwig Göransson,Baaba Maal",1,0.005988
"Nobuo Uematsu",2,0.011976
"Hans Zimmer,Gavin Greenaway",1,0.005988
"Stephen Warbeck,Nick Ingman,Gavyn Wright",1,0.005988
"Craig Armstrong",4,0.023952
"Samuel Bohn",1,0.005988
"TPR,Roxane Genot",1,0.005988
"Moloch",1,0.005988
"Northumbria",2,0.011976
"Ager Sonus",1,0.005988
"Ludvig Forssell",6,0.035928
"Lies of P",4,0.023952
"Reutoff",1,0.005988
"Lamia Vox",3,0.017964
"Brad Derrick,Jeremy Soule",4,0.023952
"David García Díaz,Andy LaPlegua",1,0.005988
"Thom Yorke",1,0.005988
"Keiji Inai",1,0.005988
"Boots Randolph",1,0.005988
"The Edwin Davids Jazz Band",1,0.005988
"Vadrum",1,0.005988
"Quincy Jones",1,0.005988
"Henry Mancini",2,0.011976
"Rick Astley",1,0.005988
"Heinz Kiessling",1,0.005988
"The Alan Parsons Project",1,0.005988
"Septicflesh",1,0.005988
"flashygoodness",1,0.005988
"Colbydude",1,0.005988
"Perturbator",1,0.005988
"Scattle",1,0.005988
"Fixions",1,0.005988
"3FORCE",1,0.005988
"Raphael Colantonio,Matt Piersall",1,0.005988
"Nightstop",1,0.005988
"Giorgio Moroder,Raney Shockne",1,0.005988
"Tommy '86",1,0.005988
"Pilotpriest",1,0.005988
"Protector 101",1,0.005988
"Mosh",5,0.029940
"Vercetti Technicolor",1,0.005988
"Battle Tapes",1,0.005988
"Scandroid,Dance With the Dead",1,0.005988
"d.notive",1,0.005988
"Sundial Aeon,Chronos",1,0.005988
"Bignic",2,0.011976
"Falcom Sound Team jdk",1,0.005988
"Garoad",1,0.005988
"Ace Waters",2,0.011976
"岡部啓一",2,0.011976
"Jukio Kozilek Kallio",1,0.005988
"WDL",2,0.011976
"James Dooley,Celldweller",1,0.005988
"Andrew Lockington,Tiff Randol,Nicholas Dodd",1,0.005988
"Hyperduck Soundworks",5,0.029940
"Nathan Grigg,Garry Schyman",2,0.011976
"Steve E. Williams",1,0.005988
"Hollywood Film Music Orchestra",1,0.005988
"Alex Roe,Kyle Hnedak",1,0.005988
"Shusaku Uchiyama",1,0.005988
"Ryan Amon",1,0.005988
"Tsukasa Saito,Yuka Kitamura",2,0.011976
"The Monks Of Tharig Monastery",2,0.011976
"Alan Silvestri",4,0.023952
"D. Silverstone",1,0.005988
"Rob Lane",2,0.011976
"Sean Lorhish",1,0.005988
"Matt Dunkley",1,0.005988
"Russell Brower,Derek Duke,Glenn Stafford",1,0.005988
"Solvekin",1,0.005988
"Max Corbacho",4,0.023952
"Phillip Wilkerson",1,0.005988
"Martin Hall",1,0.005988
"Ufomammut",1,0.005988
"Invadable Harmony,Echoes of Starlight",1,0.005988
"Saturnia",1,0.005988
"Invadable Harmony,Roxane Genot",1,0.005988
"Oscar Pascasio",2,0.011976
"Shoshana Michel",5,0.029940
"Virginio Aiello",4,0.023952
