artists,occurrence,freqency
"CJ SO COOL",1,0.004219
"Myron Floren",1,0.004219
"Sexyy Red,Nicki Minaj,Tay Keith",2,0.008439
"Gunna,Drake",2,0.008439
"Cochise",1,0.004219
"Tion Wayne,Russ Millions,ArrDee,E1 (3x3),ZT (3x3),Bugzy Malone,Buni,Fivio Foreign,Darkoo",2,0.008439
"Kaliii",1,0.004219
"NLE Choppa",5,0.021097
"Ellie Goulding",14,0.059072
"John Lennon",2,0.008439
"The Kiboomers",1,0.004219
"Journey",11,0.046414
"Snoop Dogg,Pharrell Williams",3,0.012658
"George Clinton",1,0.004219
"Crystal Castles",2,0.008439
"glwzbll",1,0.004219
"Molchat Doma",1,0.004219
"Unloved",1,0.004219
"The Irrepressibles",1,0.004219
"The Chamber Orchestra Of London,Andrew Skeet",2,0.008439
"Sergei Prokofiev,Orchestra of the Royal Opera House, Covent Garden,Mark Ermler",1,0.004219
"iwilldiehere",1,0.004219
"Mark Bernes",1,0.004219
"ITG Studios",1,0.004219
"CorMill",1,0.004219
"Will Bates,Paul Haslinger",1,0.004219
"Ludwig van Beethoven,Wiener Philharmoniker,Sir Simon Rattle",2,0.008439
"Wolfgang Amadeus Mozart,Lisa Beckley,Elena Filipova,Magdaléna Hajóssyová,Peter Mikulas,Michel Piquemal,Gloria Scalchi,Michel Piquemal Vocal Ensemble,Hungarian State Opera Chorus,Oxford Schola Cantorum,Slovak Philharmonic Chorus,Hungarian State Opera Orchestra,Orchestre De La Cite,Oxford Camerata,Slovak Philharmonic",2,0.008439
"Tomaso Antonio Vitali,Jascha Heifetz,Richard Ellsasser",1,0.004219
"Igor Stravinsky,Royal Flemish Philharmonic,Philippe Herreweghe",1,0.004219
"Antonio Vivaldi,Julian Lloyd Webber,Jiaxin Lloyd Webber,European Union Chamber Orchestra,Hanspeter Hofmann",1,0.004219
"Frédéric Chopin,Janusz Olejniczak",1,0.004219
"Edward Elgar,Sir Colin Davis,London Symphony Orchestra",1,0.004219
"Johann Pachelbel,Sir Neville Marriner,Academy of St. Martin in the Fields",1,0.004219
"Remo Giazotto,Jean-Claude Malgoire,La Grande Écurie et la Chambre du Roy",1,0.004219
"Ernesto Cortazar",1,0.004219
"Peter Gundry",18,0.075949
"Marcin Przybyłowicz,Mikołaj Stroiński,AUKSO Orchestra",5,0.021097
"Marcin Przybyłowicz,Mikołaj Stroiński,AUKSO Orchestra,Percival Schuttenbach",4,0.016878
"Mikolai Stroinski",214,0.902954
"Marcin Przybyłowicz",169,0.713080
"Inon Zur",219,0.924051
"Bear McCreary",89,0.375527
"P.T. Adamczyk",29,0.122363
"Ramin Djawadi",105,0.443038
"Nao Sato",4,0.016878
"Adam Skorupa,Krzysztof Wierzynkiewicz",61,0.257384
"Gareth Coker",39,0.164557
"Travis Savoie",14,0.059072
"SIE Sound Team",64,0.270042
"Borislav Slavov",77,0.324895
"Jeremy Soule",198,0.835443
"Trevor Morris",229,0.966245
"David Grimes",1,0.004219
"Doug Wood",5,0.021097
"Justin Bell",136,0.573840
"Jason Hayes",31,0.130802
"Brad Derrick",228,0.962025
"EA Games Soundtrack",2,0.008439
"Midnight Syndicate",96,0.405063
"Samuel Laflamme",11,0.046414
"Colin Stetson",3,0.012658
"Yuka Kitamura",8,0.033755
"Gustavo Santaolalla",34,0.143460
"Russell Brower,Derek Duke,Jeremy Soule",2,0.008439
"Mikko Tarmia",31,0.130802
"Jami Sieber",2,0.008439
"Derek Duke",29,0.122363
"Brian Tyler,Klaus Badelt",2,0.008439
"Daniel Ran",16,0.067511
"Stuart Chatwood",52,0.219409
"Wilbert Roget, II",1,0.004219
"Tai Tomisawa",6,0.025316
"Alex Roe",38,0.160338
"Jesper Kyd",57,0.240506
"Gustav Holst,Walter Susskind,St. Louis Symphony",1,0.004219
"Christopher Larkin",12,0.050633
"Adrian Von Ziegler",56,0.236287
"Alexander Rollins",1,0.004219
"Wolfgang Amadeus Mozart,David Parry,London Philharmonic Orchestra,London Philharmonic Choir",1,0.004219
"Jessica Curry",46,0.194093
"Two Steps from Hell",2,0.008439
"Johan Söderqvist",1,0.004219
"Piotr Musiał",42,0.177215
"Dreyma",3,0.012658
"Russell Shaw",77,0.324895
"Jason Graves",186,0.784810
"Joel Corelitz,Jeff Russo",1,0.004219
"Atrium Carceri",49,0.206751
"Atrium Carceri,Cities Last Broadcast",3,0.012658
"Austin Wintory",162,0.683544
"Ryan Amon,Alex Roe",1,0.004219
"Motoi Sakuraba,Alex Roe",1,0.004219
"TPR",3,0.012658
"Shoi Miyazawa,Alex Roe",1,0.004219
"Leo Kaliski",3,0.012658
"Solas Composer",1,0.004219
"Olivier Deriviere",37,0.156118
"Morphia Productions,Horror Music",1,0.004219
"Mark Korven",3,0.012658
"Dark Fantasy Studio",1,0.004219
"David Arkenstone,Jason Hayes",3,0.012658
"Howard Shore",27,0.113924
"Richard Armitage,The Dwarf Cast",1,0.004219
"David Arkenstone",21,0.088608
"The Dwarf Cast",1,0.004219
"Raney Shockne,Elizaveta,Nick Stoubis",1,0.004219
"Russell Brower,Laurence Juber,Matt Uelmen",4,0.016878
"Sieber, Kammen, Fulton and Schatz",5,0.021097
"Pawel Blaszczak",34,0.143460
"Marcin Przybyłowicz,Percival Schuttenbach",14,0.059072
"Dominik Hauser",2,0.008439
"Krzysztof Wierzynkiewicz",55,0.232068
"Adam Skorupa",54,0.227848
"Glenn Stafford",7,0.029536
"James Horner,London Symphony Orchestra",19,0.080169
"FlyByNo",46,0.194093
"Russell Brower",18,0.075949
"David Arkenstone,Sam Cardon",1,0.004219
"Matt Uelmen",11,0.046414
"Tracy Bush",3,0.012658
"Russell Brower,Brian David Farr",2,0.008439
"Samuel Sim",2,0.008439
"Jason Miller and Samuel Riegel,Celestial Aeon Project",1,0.004219
"Christine Slagman",3,0.012658
"Justin E. Bell",83,0.350211
"EA Games Soundtrack,Inon Zur",43,0.181435
"Harry Gregson-Williams",45,0.189873
"Elitsa Alexandrova,Assassin's Creed",37,0.156118
"Jesper Kyd,Assassin's Creed",68,0.286920
"Gustavo Santaolalla,Alan Umstead",8,0.033755
"Martin O'Donnell,Michael Salvatori",3,0.012658
"Lorne Balfe,Assassin's Creed",59,0.248945
"Brian Tyler,Assassin's Creed",19,0.080169
"Cliff Martinez",19,0.080169
"Rik Schaffer",11,0.046414
"Taylor Davis",9,0.037975
"Gareth Coker,Aeralie Brighton",8,0.033755
"Gareth Coker,Rachel Mellis",3,0.012658
"Joris de Man",33,0.139241
"Zoe Mthiyane,Rupert Gregson-Williams",2,0.008439
"Rupert Gregson-Williams",20,0.084388
"Henry Jackman",45,0.189873
"Derek Fiechter,Brandon Fiechter",43,0.181435
"Ted Reedy",4,0.016878
"The Newton Brothers",5,0.021097
"Jeff Russo",3,0.012658
"Osi And The Jupiter",3,0.012658
"L'Orchestra Cinematique",1,0.004219
"David García Díaz",15,0.063291
"Brad Derrick,Rik Schaffer",6,0.025316
"Basil Poledouris",2,0.008439
"Jeremiah Pena",12,0.050633
"Eric Whitacre,Royal Philharmonic Orchestra,Eric Whitacre Singers,Virtual Choir 5",2,0.008439
"The Versions",2,0.008439
"Michael Salvatori,C Paul Johnson,Martin O'Donnell,Paul McCartney",15,0.063291
"Frida Johansson,Henrik Oja",26,0.109705
"Takeshi Furukawa",6,0.025316
"Joanna Pena",3,0.012658
"Evan Kale",1,0.004219
"Paradox Interactive",128,0.540084
"Ilan Eshkeri,London Metropolitan Orchestra,Andy Brown",4,0.016878
"Kevin Riepl",37,0.156118
"Philip Glass,Kronos Quartet",4,0.016878
"Junkie XL",38,0.160338
"Russell Brower,Glenn Stafford",2,0.008439
"Ambient Realms",39,0.164557
"Nox Arcana",66,0.278481
"Sorastro",41,0.172996
"Bear McCreary,Laura Haddock",2,0.008439
"David Arnold,Michael Price",8,0.033755
"Jack Wall",12,0.050633
"Winifred Phillips,Assassin's Creed",33,0.139241
"Fernando Velázquez",17,0.071730
"Primitive Man",2,0.008439
"Kammarheit",8,0.033755
"Ben Salisbury,Geoff Barrow",1,0.004219
"Chris Tilton,Assassin's Creed",18,0.075949
"Sarah Schachner,Assassin's Creed",41,0.172996
"Raison Varner",14,0.059072
"Austin Wintory,Assassin's Creed",31,0.130802
"Lorne Balfe",9,0.037975
"Fidil",6,0.025316
"Percival Schuttenbach",17,0.071730
"Paradox Interactive,Oskar Clase",13,0.054852
"BrunuhVille",10,0.042194
"Mengfanjun",1,0.004219
"Derek Fiechter",14,0.059072
"Monsalve",2,0.008439
"James Horner",21,0.088608
"Drakensang",11,0.046414
"Danny Elfman",5,0.021097
"Marc Streitenfeld",5,0.021097
"Nathan Grigg",10,0.042194
"John Debney",10,0.042194
"Patrick Doyle",15,0.063291
"Jamie Christopherson",14,0.059072
"Greg Edmonson,Andrew Skeet,London Philharmonic Orchestra",2,0.008439
"Two Worlds II",15,0.063291
"IWASHIRO TARO",1,0.004219
"Mark Haas",2,0.008439
"Paradox Interactive,Andreas Waldetoft",32,0.135021
"Jesse Hopkins",2,0.008439
"Florian Bodenschatz",2,0.008439
"The Flight",23,0.097046
"Andrew Lloyd Webber",1,0.004219
"Johann Sebastian Bach,Klemens Schnorr",1,0.004219
"Disasterpeace",69,0.291139
"Damjan Mravunac",37,0.156118
"Alexey Omelchuk",7,0.029536
"Dark Sanctuary",7,0.029536
"Silent Orchestra",3,0.012658
"John Carpenter",1,0.004219
"Akiyuki Morimoto",15,0.063291
"Inade",5,0.021097
"Mike Oldfield,Horror Movie Theme Orchestra",1,0.004219
"Pascal Laugier",1,0.004219
"Alan Howarth,Larry Hopkins,Ennio Morricone",2,0.008439
"Charles Bernstein",1,0.004219
"joseph bishara",1,0.004219
"Marco Beltrami",7,0.029536
"Javier Navarrete",10,0.042194
"James Newton Howard",120,0.506329
"Miwako Chinone",3,0.012658
"Satoshi Hori",6,0.025316
"Brian D’oliveira",2,0.008439
"Charlotte Martin",1,0.004219
"David Julyan",3,0.012658
"Lisa Gerrard,Marcello De Francisci",2,0.008439
"Bersarin Quartett",1,0.004219
"Arcana",5,0.021097
"Ridiculon",2,0.008439
"Ben Lukas Boysen,Sebastian Plano",49,0.206751
"Brique a Braq",21,0.088608
"Lasse Enersen",21,0.088608
"Maclaine Diemer",24,0.101266
"Artesia",4,0.016878
"Masatoshi Yanagi",15,0.063291
"Shuichi Kobori",2,0.008439
"Masami Ueda",4,0.016878
"Joel Nielsen",5,0.021097
"Yasunori Nishiki",35,0.147679
"Will Savino",49,0.206751
"Jake Lefkowitz",2,0.008439
"ICO",6,0.025316
"e.hillman",17,0.071730
"Max LL",27,0.113924
"Myuu",5,0.021097
"Jon Everist",5,0.021097
"Sounds of Nature Relaxation",13,0.054852
"Invadable Harmony",142,0.599156
"Vangelis",3,0.012658
"Adam S Hurst,Adam Hurst",2,0.008439
"Shigeru Umebayashi",1,0.004219
"Adam Hurst",7,0.029536
"Oli Langford",1,0.004219
"Roque Baños,Orquesta Pro,Art",1,0.004219
"Old Sorcery",1,0.004219
"Todd Masten",1,0.004219
"Woodkid",10,0.042194
"Nemuer",3,0.012658
"Sounds Effects Wav Files Studio",1,0.004219
"Żywiołak",6,0.025316
"Brian Tyler",20,0.084388
"Woody Jackson",2,0.008439
"Lazerhawk",2,0.008439
"Kevin Penkin",11,0.046414
"Jake Chudnow",2,0.008439
"Night Raptor",8,0.033755
"scntfc",25,0.105485
"Jim Guthrie",19,0.080169
"Turbo Knight",3,0.012658
"Thomas Happ",8,0.033755
"Fabric of Light",1,0.004219
"Tomáš Dvořák",9,0.037975
"Danny Baranowsky",20,0.084388
"Power Glove",55,0.232068
"Sinoia Caves",1,0.004219
"Dan Salvato",2,0.008439
"Lovett",1,0.004219
"Wojciech Golczewski",1,0.004219
"DJ-K",2,0.008439
"S U R V I V E",24,0.101266
"Ben Prunty",34,0.143460
"Lena Raine",2,0.008439
"Mick Gordon",24,0.101266
"Yoann Laulan",25,0.105485
"Petri Alanko",9,0.037975
"Martin Stig Andersen",11,0.046414
"Erasmus Talbot",23,0.097046
"Jack Wall,EA Games Soundtrack",1,0.004219
"Doreem",10,0.042194
"Louie Zong",5,0.021097
"fingerspit",7,0.029536
"Jason Tai",4,0.016878
"Brian Estes",2,0.008439
"Chilly Makes Music",1,0.004219
"Nick Phoenix,Two Steps from Hell",19,0.080169
"Tom Tykwer,Johnny Klimek,Reinhold Heil",1,0.004219
"John Paesano,EA Games Soundtrack",2,0.008439
"trentemøller",1,0.004219
"Ilan Eshkeri",35,0.147679
"Jacob Shea,Jasha Klebe",12,0.050633
"Niels van der Leest",6,0.025316
"Akihiko Narita",7,0.029536
"YUKO KOMIYAMA",3,0.012658
"Kaoru Watanabe",1,0.004219
"Basil Poledouris,Larry Hopkins",1,0.004219
"Frederik Wiedmann",4,0.016878
"Robyn Miller",3,0.012658
"Eric Whitacre,Royal Philharmonic Orchestra",1,0.004219
"Johan Söderqvist,Patrik Andrén",3,0.012658
"Joseph Loduca",12,0.050633
"Kaya Project",12,0.050633
"Beats Antique",6,0.025316
"Shoghaken Ensemble",2,0.008439
"Solace",2,0.008439
"Tabla Beat Science",2,0.008439
"Phil Thornton,Hossam Ramzy",3,0.012658
"Tyler Bates",9,0.037975
"Jeff van Dyck",22,0.092827
"Peter Maund",2,0.008439
"Peter Gabriel",3,0.012658
"Tim Larkin",3,0.012658
"Igor Stravinsky,Iván Fischer,Budapest Festival Orchestra",2,0.008439
"Kai Engel",5,0.021097
"amiina",1,0.004219
"Desiderii Marginis",11,0.046414
"Mulm",3,0.012658
"Biosphere",2,0.008439
"Parhelion",1,0.004219
"Treha Sektori",2,0.008439
"ALLSEITS",1,0.004219
"Tenhi",1,0.004219
"Beyond Sensory Experience",1,0.004219
"Shrine",1,0.004219
"Stellamara",2,0.008439
"Michael Abels",15,0.063291
"Agnes Obel",2,0.008439
"Angelo Badalamenti",2,0.008439
"Hildur Guðnadóttir",7,0.029536
"Jeff Victor",1,0.004219
"Between Interval",4,0.016878
"Bvdub",2,0.008439
"Glenn Stafford,Derek Duke,Neal Acree,Russell Brower",3,0.012658
"Justin E. Bell,Budapest Art Orchestra",11,0.046414
"Andrey Stanislavovich Vinogradov,Andrey Vinogradov",1,0.004219
"Lustmord",4,0.016878
"Christophe Héral",8,0.033755
"Qntal",2,0.008439
"Ophelia's Dream",2,0.008439
"Daemonia Nymphe",3,0.012658
"The Moon & The Nightspirit",3,0.012658
"Les Secrets De Morphée",1,0.004219
"Sarah Louise",1,0.004219
"Máddji",1,0.004219
"Yat-Kha",1,0.004219
"Lúnasa",2,0.008439
"Roland Rizzo",7,0.029536
"Roxane Genot",8,0.033755
"OMNIA",1,0.004219
"Alan Menken",6,0.025316
"Loreena McKennitt",1,0.004219
"Chris Palmer",1,0.004219
"Nhafa",1,0.004219
"Samer Fanek",1,0.004219
"Brandon Fiechter",2,0.008439
"Steve Barakatt",1,0.004219
"Celestial Aeon Project,Derek Fiechter,Brandon Fiechter",2,0.008439
"Veronika Belova,João Balouta",1,0.004219
"Celestial Aeon Project,Brandon Fiechter,Derek Fiechter",2,0.008439
"Borough Bound",8,0.033755
"Tyler Cunningham",5,0.021097
"Emil Smith",6,0.025316
"The Trouble Notes",4,0.016878
"Monica Williams",1,0.004219
"Zac Tiessen,Julie Elven",1,0.004219
"Michael Ghelfi,Lyre RPG Music",2,0.008439
"Geoff Knorr",5,0.021097
"Monica Logani",2,0.008439
"Jesse Klein",1,0.004219
"Faris Ishaq",2,0.008439
"Jean-Marc Giffin",1,0.004219
"Munknörr",1,0.004219
"OOOTOKO",1,0.004219
"Jeff Broadbent",1,0.004219
"Christian Henson",1,0.004219
"Michele Fano",1,0.004219
"Laura Masotto",1,0.004219
"Leat Sabbah",1,0.004219
"ÆUR",1,0.004219
"CosmoMoose",4,0.016878
"Nicostrauss",4,0.016878
"ARTur Moon",1,0.004219
"Ninichi",6,0.025316
"Zac Tiessen,Yoed Nir,Larry Salzman,Rooted in Him",1,0.004219
"Daniel Núñez Martín",3,0.012658
"Michael Ghelfi,Filip Melvan",11,0.046414
"Michael Ghelfi",2,0.008439
"Roman Sol",1,0.004219
"Tommy Simpson",1,0.004219
"Alireza Mahdiloo",1,0.004219
"Tom Salta",3,0.012658
"Wardruna",32,0.135021
"Garmarna",2,0.008439
"Danny Bensi and Saunder Jurriaans",34,0.143460
"Peter Bjärgö,Arcana",1,0.004219
"John Williams",22,0.092827
"Michael Giacchino",3,0.012658
"John Williams,London Symphony Orchestra",9,0.037975
"TADAYOSHI MAKINO",10,0.042194
"Alexandre Desplat",11,0.046414
"Kyle Hnedak",16,0.067511
"Christopher Young",1,0.004219
"Carlos Viola",3,0.012658
"Sephiroth",1,0.004219
"Yoshimi Kudo",4,0.016878
"Andrew Prahlow",5,0.021097
"Fiddlewold",1,0.004219
"Tartalo Music",4,0.016878
"Ian Fontova",5,0.021097
"Diane Arkenstone,David Arkenstone",1,0.004219
"Adrian Von Ziegler,Łukasz Kapuściński",2,0.008439
"Kerani",1,0.004219
"Liad Abraham,Roxane Genot",1,0.004219
"Jon Adamich",1,0.004219
"BrunuhVille,Sharm",1,0.004219
"Phantasia Music",1,0.004219
"L.J. Garcia",3,0.012658
"Philleann,Elvya,Jordi Storm",1,0.004219
"Brandon Fiechter,Derek Fiechter",1,0.004219
"Jon R. Mohr",12,0.050633
"insiya",1,0.004219
"ASKII",36,0.151899
"Roxane Genot,Philleann",1,0.004219
"Peter Widebay",1,0.004219
"Martin Egger",4,0.016878
"Léo Beaumier Perras",1,0.004219
"Ari Pulkkinen",19,0.080169
"NCSOUND",4,0.016878
"Russell Brower,Jason Hayes",1,0.004219
"Michal Cielecki",6,0.025316
"Krzysztof Wierzynkiewicz,Marcin Przybyłowicz",4,0.016878
"Dynamedion",3,0.012658
"Inon Zur,Nothwest Sinfonia",4,0.016878
"Tilman Sillescu",4,0.016878
"Markus Schmidt",1,0.004219
"Jochen Flach",1,0.004219
"Neal Acree",10,0.042194
"Jason Hayes,Mike Patti,Glenn Stafford",1,0.004219
"Greg Edmonson",10,0.042194
"Jason Hayes,Mike Patti",2,0.008439
"Rei Kondoh",3,0.012658
"James Hannigan",1,0.004219
"Tim Wynn",2,0.008439
"Martin O'Donnell",1,0.004219
"Steve Jablonsky,The Skywalker Chorus",2,0.008439
"Tilman Sillescu,Alexander Röder,Marc Rosenberger,Jochen Flach,Henning Nugel,Matthias Wolf",3,0.012658
"Nick Arundel",2,0.008439
"Chris Rickwood",1,0.004219
"Paul Haslinger",19,0.080169
"Mark Mancina",2,0.008439
"Peter Crowley",6,0.025316
"Marios Aristopoulos",9,0.037975
"Cris Velasco,Nicole Garcia,Apocalypse Ensemble",5,0.021097
"Thomas Bergersen,Two Steps from Hell",44,0.185654
"Antti Martikainen",5,0.021097
"Cris Velasco,Assassin's Creed",19,0.080169
"Cris Velasco and Sascha Dikiciyan",3,0.012658
"Aakaash Rao",7,0.029536
"Arkadiusz Reikowski",1,0.004219
"Zach Lemmon",5,0.021097
"Josh Whelchel",2,0.008439
"Deon Van Heerden",10,0.042194
"Bear McCreary,Assassin's Creed",2,0.008439
"Linkimusic,Pierre-Alexandre Monin",1,0.004219
"James Newton Howard,Pete Anthony,Mike Nowak,Hollywood Studio Symphony Orchestra",1,0.004219
"Cris Velasco,Sascha Dikiciyan",1,0.004219
"Primal,Tyler Bates,Joanne Higginbottom",2,0.008439
"Sarah Schachner",3,0.012658
"Shoi Miyazawa",7,0.029536
"Martin Wave",3,0.012658
"Dan Wakefield",14,0.059072
"Turlough O'Carolan,The Harp Consort,Andrew Lawrence-King",1,0.004219
"Sam Cardon,Russell Brower",5,0.021097
"Daniel Licht",31,0.130802
"Lynn Saoirse",1,0.004219
"Olivier Deriviere,Assassin's Creed",4,0.016878
"Johan Skugge,Jukka Rintamäki",2,0.008439
"Ramin Djawadi,Mike Shinoda",2,0.008439
"London Music Works",4,0.016878
"Marco Beltrami,Pete Anthony",3,0.012658
"Nathan Lanier",6,0.025316
"John Powell",12,0.050633
"Garry Schyman",26,0.109705
"Future World Music",20,0.084388
"Trevor Morris,Jack Wall",2,0.008439
"John Powell,David Buckley",4,0.016878
"Juno Reactor",1,0.004219
"David Arnold",1,0.004219
"Darren Korb",17,0.071730
"LiquidCinema",7,0.029536
"Jok Lok",5,0.021097
"David Coffin",2,0.008439
"Stan Rogers",2,0.008439
"Sean Dagher,Michiel Schrey,Nils Brown,Assassin's Creed",1,0.004219
"Nils Brown,Sean Dagher,Clayton Kennedy,Assassin's Creed",3,0.012658
"Clayton Kennedy,Nils Brown,Sean Dagher,Assassin's Creed",2,0.008439
"Sean Dagher,Clayton Kennedy,Nils Brown,Assassin's Creed",2,0.008439
"Nils Brown,Sean Dagher,Michiel Schrey,Assassin's Creed",2,0.008439
"Michiel Schrey,Richard Irwin,Sean Dagher,Nelson Carter,Nils Brown,David Gossage,Assassin's Creed",1,0.004219
"Nils Brown,Richard Irwin,Sean Dagher,Nelson Carter,Michiel Schrey,Charlotte Cumberbirch,David Gossage,Assassin's Creed",1,0.004219
"Sean Dagher,Richard Irwin,Nelson Carter,Nils Brown,Michiel Shrey,Charlotte Cumberbirch,David Gossage,Assassin's Creed",1,0.004219
"Nils Brown,Michiel Schrey,Sean Dagher,Richard Irwin,Nelson Carter,David Gossage,Assassin's Creed",1,0.004219
"Michiel Schrey,Sean Dagher,Nils Brown,Charlotte Cumberbirch,Nelson Carter,Richard Irwin,David Gossage,Assassin's Creed",1,0.004219
"Charlotte Cumberbirch,Richard Irwin,Sean Dagher,Nelson Carter,David Gossage,Assassin's Creed",3,0.012658
"Sean Dagher,Richard Irwin,Nelson Carter,Nils Brown,Michiel Shrey,David Gossage,Assassin's Creed",1,0.004219
"Linda Morrison,Sean Dagher,Nelson Carter,Patrick Graham,David Gossage,Assassin's Creed",4,0.016878
"Marcos Marin,Dominic Soulard,Eric Breton,Assassin's Creed",2,0.008439
"Sean Dagher,Nils Brown,Michiel Schrey,Assassin's Creed",4,0.016878
"Nils Brown,Michiel Schrey,Sean Dagher,Assassin's Creed",1,0.004219
"Michiel Schrey,Sean Dagher,Nils Brown,Assassin's Creed",3,0.012658
"Charlotte Cumberbirch,Sean Dagher,Nelson Carter,Richard Irwin,David Gossage,Assassin's Creed",1,0.004219
"Sean Dagher,Nils Brown,Michiel Schrey,Charlotte Cumberbirch,Nelson Carter,Richard Irwin,David Gossage,Assassin's Creed",1,0.004219
"Michiel Schrey,Sean Dagher,Richard Irwin,David Gossage,Assassin's Creed",1,0.004219
"Michiel Schrey,Sean Dagher,Nils Brown,Nelson Carter,Richard Irwin,David Gossage,Assassin's Creed",1,0.004219
"Marco Marin,Dominic Soulard,Eric Breton,Assassin's Creed",2,0.008439
"David Coffin,The Revels Chorus",1,0.004219
"The Longest Johns",1,0.004219
"Sea of Thieves",8,0.033755
"Jerry Bryant,Starboard Mess",1,0.004219
"Clint Mansell",8,0.033755
"Ben Crossbones",1,0.004219
"The Dreeze",1,0.004219
"Hollan Holmes",2,0.008439
"AstroPilot",2,0.008439
"Pjusk",1,0.004219
"Solar Fields,EA Games Soundtrack",3,0.012658
"Craig Padilla",1,0.004219
"The Flight,Assassin's Creed",35,0.147679
"C418",4,0.016878
"Ataraxia,Mort Garson",2,0.008439
"RealX",1,0.004219
"Cristian Sandquist,Nina Fylkegård",2,0.008439
"L.A. Takedown",1,0.004219
"The Flight,Assassin's Creed,Mike Georgiades",23,0.097046
"Cœur De Pirate",39,0.164557
"Gareth Coker,Tom Boyd",9,0.037975
"Jacopo da Bologna,Munir Beken,August Denhard",1,0.004219
"Black & White Knight",2,0.008439
"Grant Kirkhope",7,0.029536
"Thomas Rouzic",1,0.004219
"Stan LePard",2,0.008439
"Lena Chappelle",4,0.016878
"Andrei Krylov",24,0.101266
"Mariachi Entertainment System",6,0.025316
"ConcernedApe",3,0.012658
"Josh Whelchel,Kristin Naigus",3,0.012658
"Chessboxer",1,0.004219
"Hiroki Kikuta",9,0.037975
"Capcom Sound Team",1,0.004219
"Adam Sporka,Jan Valta",28,0.118143
"Ensemble Galilei",2,0.008439
"Martin Czerny",1,0.004219
"David Fenn",3,0.012658
"Enaid,Diane Arkenstone",1,0.004219
"Koji Kondo,Kristin Naigus,Patti Rudisill",1,0.004219
"Tumult Kollektiv",1,0.004219
"Al Petteway,Amy White,Bonnie Rideout,Maggie Sansone,Eric Rigler,Abby Newton",1,0.004219
"Vàli",4,0.016878
"Dagmar Krug",1,0.004219
"Christopher C Tin,Triforce Quartet",1,0.004219
"Sowulo",1,0.004219
"Robert L. Euvino",1,0.004219
"Beltaine",2,0.008439
"Elane",1,0.004219
"Patti Rudisill",1,0.004219
"Edo Guidotti",3,0.012658
"Jan Valta,Adam Sporka",7,0.029536
"Nelson Carter,Sean Dagher,Rich Irwin,David Gossage,Assassin's Creed",1,0.004219
"Elliott Wheeler",1,0.004219
"Lizz Robinett,Luke Thomas",1,0.004219
"Natural Sounds Music Academy",5,0.021097
"Mike Zarin,Tony Hajjar",2,0.008439
"Gentil Puck",3,0.012658
"Paul Romero,Rob King",5,0.021097
"Voodoo Highway",1,0.004219
"Roc Chen",12,0.050633
"Brian Reitzell",10,0.042194
"Jack Wall,Sam Hulick",1,0.004219
"Hans Zimmer,Junkie XL",2,0.008439
"David Buckley",1,0.004219
"Chris Tilton,Jesper Kyd,Assassin's Creed",5,0.021097
"Kazuma Jinnouchi",1,0.004219
"Chris Remo",3,0.012658
"Alexey Omelchuk,Aranrut",1,0.004219
"Nick Glennie-Smith",1,0.004219
"Audiomachine",2,0.008439
"Michael McCann",3,0.012658
"Harry Gregson-Williams,Hans Zimmer",2,0.008439
"Andrew Buresh",1,0.004219
"JD Mayer",3,0.012658
"Michael Nielsen,Kaveh Cohen",6,0.025316
"Ryuichi Sakamoto,alva noto",1,0.004219
"Hans Zimmer,Lorne Balfe",9,0.037975
"Ben Frost",2,0.008439
"Cris Velasco",3,0.012658
"Jesper Kyd,Sascha Dikiciyan,Raison Varner,Cris Velasco",1,0.004219
"Philharmonia Orchestra,The Pinewood Singers",4,0.016878
"Slovak National Symphony Orchestra,The Pinewood Singers,Tiffin Boy's Choir",4,0.016878
"Russell Shaw, Danny Elfman",3,0.012658
"Sascha Dikiciyan",2,0.008439
"Norman Cooper",3,0.012658
"Aaron Zigman",2,0.008439
"Christopher Lennertz",1,0.004219
"Jed Kurzel",2,0.008439
"Philippe Rombi",3,0.012658
"Griffin Cohen",1,0.004219
"Brian Tyler,Breton Vivian",8,0.033755
"Harry Gregson-Williams,Rupert Gregson-Williams",1,0.004219
"Mel Wesson,Nine One One",8,0.033755
"Chris Vrenna",1,0.004219
"Carpenter Brut,Power Glove",1,0.004219
"Division,Sonic Synergist",1,0.004219
"Matt Piersall",1,0.004219
"Sami Matar",7,0.029536
"Kalax",2,0.008439
"Mozit",1,0.004219
"Johnny Jewel",1,0.004219
"Solar Fields",1,0.004219
"Pascal Michael Stiefel",2,0.008439
"Tobias Lilja",1,0.004219
"Dead Can Dance",1,0.004219
"Danheim",4,0.016878
"Forndom",9,0.037975
"Paleowolf",3,0.012658
"Gaetir The Mountainkeeper",2,0.008439
"Draugurinn",1,0.004219
"Halgrath",14,0.059072
"James Horner,Tanja Tzarovska",2,0.008439
"Hans Zimmer,Gavin Greenaway,Lisa Gerrard",1,0.004219
"Paschal de l'Estocart,Dominique Visse,Ensemble Clément Janequin",2,0.008439
"Heinrich Isaac,Ensemble Leones,Els Janssens-Vanmunster,Marc Lewon",2,0.008439
"Rinaldo Alessandrini",3,0.012658
"Peter Philips,Sarum Consort,Andrew Mackay",2,0.008439
"Alexander Agricola,A:N:S Chorus,Janos Bali",2,0.008439
"Francisco de Peñalosa,Jordi Savall",2,0.008439
