artists,occurrence,freqency
"Cold War Kids,Bishop Briggs",1,0.038462
"Children of Indigo",1,0.038462
"Miley Cyrus,Tiësto",1,0.038462
"Lou Bega",2,0.076923
"Francis and the Lights,Chance the Rapper",1,0.038462
"Mat Kearney,RAC",1,0.038462
"Zedd,Maren Morris,Grey",2,0.076923
"Mother Mother",3,0.115385
"The Temptations",4,0.153846
"MisterWives",2,0.076923
"Camila Cabello,Kane Brown",1,0.038462
"Joe Hertler & The Rainbow Seekers",1,0.038462
"bülow",1,0.038462
"The Trews",1,0.038462
"The Cat Empire",1,0.038462
"The Beatles",34,1.307692
"Shakey Graves",2,0.076923
"Generationals",2,0.076923
"Frankie Valli & The Four Seasons",3,0.115385
"Four Tops",1,0.038462
"Geordie Kieffer",1,0.038462
"Childish Gambino",13,0.500000
"Maren Morris",6,0.230769
"Fitz and The Tantrums",6,0.230769
"Houndmouth",2,0.076923
"Future,Rihanna",1,0.038462
"Mumm-ra",1,0.038462
"Jack Johnson",4,0.153846
"Seafret",2,0.076923
"Keith Urban",19,0.730769
"Michael Franti & Spearhead",1,0.038462
"Ben E. King",4,0.153846
"Zedd,Alessia Cara",1,0.038462
"Justin Timberlake,JAY-Z",2,0.076923
"Judah & the Lion",3,0.115385
"LFO",1,0.038462
"The Weakerthans",1,0.038462
"Whethan,Oh Wonder",1,0.038462
"Young the Giant",2,0.076923
"Alex Cruz,Gabbi Lieve",1,0.038462
"a-ha",5,0.192308
"Jason Derulo,2 Chainz",4,0.153846
"Mumford & Sons,Baaba Maal",1,0.038462
"Joel Plaskett",1,0.038462
"LÉON",1,0.038462
"Zac Brown Band",5,0.192308
"The Wombats",5,0.192308
"James Bay",6,0.230769
"Old Crow Medicine Show",1,0.038462
"Chelsea Cutler,Sondr",1,0.038462
"Miguel,Kacey Musgraves",1,0.038462
"Langhorne Slim,The Law",1,0.038462
"Jaymes Young,Phoebe Ryan",1,0.038462
"flor",1,0.038462
"Coasts",1,0.038462
"Jason Derulo,Snoop Dogg",1,0.038462
"Yusuf / Cat Stevens",4,0.153846
"The Revivalists",1,0.038462
"Bronze Radio Return",1,0.038462
"Mumford & Sons,Baaba Maal,The Very Best,Beatenberg",1,0.038462
"Morgan Saint",1,0.038462
"Paul Simon",5,0.192308
"Panama Wedding",1,0.038462
"Jackie Wilson",2,0.076923
"The Jackson 5",6,0.230769
"Redbone",3,0.115385
"The Five Stairsteps",1,0.038462
"Marvin Gaye,Tammi Terrell",1,0.038462
"George Harrison",8,0.307692
"Jay & The Americans",1,0.038462
"Natalie Cole",1,0.038462
"Bob Seger",6,0.230769
"Stevie Wonder",6,0.230769
"Sam Cooke",2,0.076923
"Van Morrison",4,0.153846
"Steve Winwood",1,0.038462
"The Romantics",2,0.076923
"Lea Salonga,Brad Kane,Disney",1,0.038462
"Judy Kuhn",3,0.115385
"Roger Bart",1,0.038462
"Jubël,NEIMY",2,0.076923
"Grace VanderWaal",1,0.038462
"Tommy James & The Shondells",1,0.038462
"Frankie Valli",4,0.153846
"Bombargo",1,0.038462
"John Denver",6,0.230769
"The Chicks",9,0.346154
"why mona",1,0.038462
"The Lost Boys",1,0.038462
"Lizzo",14,0.538462
"Stephen Day",1,0.038462
"Bolier",1,0.038462
"Wildcat! Wildcat!",1,0.038462
"Mattiel",1,0.038462
"Rainbow Kitten Surprise",4,0.153846
"Robyn",4,0.153846
"Passion Pit",2,0.076923
"The Strokes",1,0.038462
"The O'Jays",1,0.038462
"Dermot Kennedy",1,0.038462
"Lionel Richie",2,0.076923
"Thomas Rhett",3,0.115385
"Alabama Shakes",3,0.115385
"Juke Ross,James Carter",1,0.038462
"Queen",28,1.076923
"Sam Feldt,Yves V,ROZES",1,0.038462
"The Fratellis",1,0.038462
"Frog",1,0.038462
"Wingtip",1,0.038462
"Freddie Scott",1,0.038462
"The RT's",1,0.038462
"Ed Sheeran,Justin Bieber",1,0.038462
"Passion Pit,Galantis",1,0.038462
"Andy Grammer,Ladysmith Black Mambazo",1,0.038462
"The Rocket Summer",1,0.038462
"Ezra Jordan",1,0.038462
"Noah And The Whale,Anna Calvi",1,0.038462
"Whitney Houston",10,0.384615
"SHAED",1,0.038462
"Sasha Alex Sloan",1,0.038462
"Alok,iRO",1,0.038462
"Wild Rivers",1,0.038462
"FINNEAS",2,0.076923
"Ryan Hurd",1,0.038462
"Ralph",1,0.038462
"COIN",4,0.153846
"almost monday",1,0.038462
"Carly Rae Jepsen",4,0.153846
"Billie Eilish,Vince Staples",2,0.076923
"ZAYN",3,0.115385
"Yeah Yeah Yeahs",2,0.076923
"Sigrid",1,0.038462
"Jake Scott",1,0.038462
"Alexander 23",3,0.115385
"Valley",1,0.038462
"Rence",1,0.038462
"Sundara Karma",2,0.076923
"HAIM",1,0.038462
"Dawes",1,0.038462
"Tones And I",5,0.192308
"Aaron Taos",1,0.038462
"ayokay",1,0.038462
"Smash Mouth,Breathe Carolina",1,0.038462
"Louis The Child,Ashe",1,0.038462
"REST ACRES",1,0.038462
"Winnetka Bowling League,RAC",1,0.038462
"Kodaline",2,0.076923
"Rostam",1,0.038462
"John Legend,Gary Clark Jr.",2,0.076923
"Tom Rosenthal,Cosmo Sheldrake",1,0.038462
"Max Frost",1,0.038462
"Sam Smith",13,0.500000
"Mike Mains & The Branches",1,0.038462
"Louis The Child,Quinn XCII,Chelsea Cutler",1,0.038462
"Houses",1,0.038462
"Josh Ritter",1,0.038462
"Bill Withers",3,0.115385
"Dawson Hollow,Ivan the Surreal DJ",1,0.038462
"Ryn Weaver",3,0.115385
"Grizfolk",2,0.076923
"Bien",1,0.038462
"Big Wild,Rationale",1,0.038462
"Eli Young Band",1,0.038462
"Gryffin,Noah Kahan",1,0.038462
"Zwette,Tom Rosenthal",1,0.038462
"A Tribe Called Quest",1,0.038462
"Keyes.",1,0.038462
"ODESZA,Leon Bridges,Tycho",1,0.038462
"Glass Animals",5,0.192308
"BROODS",1,0.038462
"Foreign Air",1,0.038462
"The Strumbellas",3,0.115385
"Whitney Houston,Clean Bandit",1,0.038462
"Kygo,X Ambassadors",1,0.038462
"Elton John,Dua Lipa,PNAU",3,0.115385
"Wilderado",1,0.038462
"Bay Ledges",1,0.038462
"Khruangbin,Leon Bridges",1,0.038462
"Tom Grennan,Billen Ted",1,0.038462
"Coldplay,Big Sean",1,0.038462
"The Beaches",1,0.038462
"A-Wall",2,0.076923
"Manchester Orchestra",1,0.038462
"Greta Van Fleet",4,0.153846
"David Kushner",30,1.153846
"Calum Scott",2,0.076923
"Zach Bryan",38,1.461538
"Lord Huron,Phoebe Bridgers",1,0.038462
"Duke Dumont",2,0.076923
"The Oh Hellos",4,0.153846
"Stephen Sanchez,Em Beihold",1,0.038462
"Iron & Wine",2,0.076923
"Angus & Julia Stone",5,0.192308
"Bon Iver",5,0.192308
"Dr. Dog",5,0.192308
"The Ocho",1,0.038462
"Pinegrove",2,0.076923
"Lord Huron",6,0.230769
"Milky Chance",12,0.461538
"Sub Urban",2,0.076923
"Sierra Ferrell",1,0.038462
"Albert Hammond",2,0.076923
"The Ballroom Thieves",2,0.076923
"Khalid",13,0.500000
"Stephen Dawes",1,0.038462
"The Last Shadow Puppets",1,0.038462
"Fleet Foxes",1,0.038462
"THE ANXIETY,WILLOW,Tyler Cole",2,0.076923
"Ashe,FINNEAS",2,0.076923
"TV Girl",1,0.038462
"Jeff Buckley",2,0.076923
"The Smiths",4,0.153846
"Lana Del Rey,SYML",1,0.038462
"Lana Del Rey,Father John Misty",1,0.038462
"Taylor Swift,Bon Iver",4,0.153846
"Matt Maltese",2,0.076923
"Mitski",1,0.038462
"Loving Caliber",1,0.038462
"AURORA",3,0.115385
"Mazzy Star",1,0.038462
"Sleeping At Last",1,0.038462
"The Chainsmokers",3,0.115385
"Niall Horan",8,0.307692
"Elliot Root",1,0.038462
"Lewis Watson",1,0.038462
"The Features",1,0.038462
"Ed Sheeran,Chance the Rapper,PnB Rock",1,0.038462
"Twenty One Pilots",15,0.576923
"Fetty Wap",4,0.153846
"PUBLIC",1,0.038462
"fun.,Janelle Monáe",6,0.230769
"Echosmith",4,0.153846
"Nate Ruess",1,0.038462
"Vicetone,Cozi Zuehlsdorff",2,0.076923
"AJR",7,0.269231
"New West",1,0.038462
"Secondhand Serenade",1,0.038462
"Elle King,Miranda Lambert,GOLDHOUSE",1,0.038462
"Easton Corbin",1,0.038462
"Ant Saunders",1,0.038462
"Julia Michaels,Niall Horan",2,0.076923
"Sir Chloe",1,0.038462
"Honey Gentry",1,0.038462
"Cigarettes After Sex",2,0.076923
"ZAYN,Sia",2,0.076923
"The Shacks",1,0.038462
"Morningsiders",1,0.038462
"JP Saxe,Julia Michaels",2,0.076923
"REO Speedwagon",1,0.038462
"HXLLYWOOD,Glizzy G",1,0.038462
"Moon Taxi",4,0.153846
"Billy Idol",1,0.038462
"Tyler Childers",8,0.307692
"MÖWE,Jonasu,Eskeemo",1,0.038462
"Foxes",1,0.038462
"Billie Marten",1,0.038462
"Little Big Town",2,0.076923
"Kenny Chesney",2,0.076923
"L.A Band",1,0.038462
"Lady A",7,0.269231
"Imperial Mammoth",1,0.038462
"Amber Run",2,0.076923
"Mimi Webb",1,0.038462
"Hailee Steinfeld",2,0.076923
"C-Ro",1,0.038462
"Bebe Rexha",1,0.038462
"Bea Miller",1,0.038462
"Hey Violet",1,0.038462
"Daughtry",1,0.038462
"Mabel",4,0.153846
"Panicland",1,0.038462
"Gym Class Heroes",2,0.076923
"Ghost",1,0.038462
"Kate Bush",5,0.192308
"Edison Lighthouse",3,0.115385
"Paloma Faith",2,0.076923
"MARINA",4,0.153846
"Alec Benjamin",2,0.076923
"YUNGBLUD",3,0.115385
"Dean Lewis",2,0.076923
"John Anderson",1,0.038462
"Pharrell Williams,Nile Rodgers,Thomas Bangalter,Guy-Manuel de Homem-Christo,Daft Punk",2,0.076923
"David Guetta,Flo Rida,Nicki Minaj",5,0.192308
"TobyMac,Hollyn,Tru",1,0.038462
"Jonas Blue,Dakota",2,0.076923
"Bishop Briggs",1,0.038462
"Rosa Linn",3,0.115385
"Micky",1,0.038462
"Chayce Beckham",1,0.038462
"Lainey Wilson",1,0.038462
"Zedd,Foxes",6,0.230769
"The Moss",1,0.038462
"SYML",1,0.038462
"Ed Sheeran,Camila Cabello,Cardi B",2,0.076923
"Gregory Alan Isakov",3,0.115385
"Ethan Regan",1,0.038462
"Bon Iver,St. Vincent",1,0.038462
"Snoop Dogg,Wiz Khalifa,Bruno Mars",4,0.153846
"Kanye West,Jamie Foxx",3,0.115385
"Jason Mraz",3,0.115385
"Becky G",7,0.269231
"Jacob Tillberg",2,0.076923
"Diplo,Trippie Redd",1,0.038462
"Justina Valentine",2,0.076923
"Mario",3,0.115385
"Track Starr",1,0.038462
"David Guetta,Kid Cudi",2,0.076923
"Brittany Bola",1,0.038462
"Robbie Tripp",1,0.038462
"Stakz DeVito,Millyz",1,0.038462
"Pitbull,Ne-Yo",7,0.269231
"Solina,Mblue",1,0.038462
"Flo Rida,Robin Thicke,Verdine White",3,0.115385
"Hot Chelle Rae",5,0.192308
"PFG/Prettyface Gangsta",1,0.038462
"Sean Kingston,Justin Bieber",3,0.115385
"Riff Raff,Wiz Khalifa",1,0.038462
"The Kid LAROI",17,0.653846
"Kenzo Cregan",1,0.038462
"X Ambassadors",2,0.076923
"Saweetie,Doja Cat",1,0.038462
"YellaCatt",1,0.038462
"Rixton",3,0.115385
"Riff Raff,Ku$h Drifter,YNG BNZO",1,0.038462
"Blaine",1,0.038462
"Drake,Majid Jordan",1,0.038462
"Reyn Hartley",1,0.038462
"Logic,Alessia Cara,Khalid",1,0.038462
"Lil Yachty",2,0.076923
"mgk,X Ambassadors,Bebe Rexha",2,0.076923
"Dua Lipa,DaBaby",4,0.153846
"Pitbull,TJR",3,0.115385
"Sasha Lopez",1,0.038462
"Swedish House Mafia,John Martin",4,0.153846
"Riff Raff",1,0.038462
"Scott & Brendo",1,0.038462
"Dayglow",2,0.076923
"Wallows,Clairo",2,0.076923
"Mike Posner,Big Sean",3,0.115385
"Flo Rida,Sia",6,0.230769
"DRAM,Lil Yachty",3,0.115385
"Florida Georgia Line",3,0.115385
"Calvin Harris",12,0.461538
"Galantis",5,0.192308
"Finn",1,0.038462
"Tyler James Williams,IM5",2,0.076923
"B.o.B,Rivers Cuomo",4,0.153846
"Pitbull,AFROJACK,Ne-Yo,Nayer",5,0.192308
"Justin Bieber,Daniel Caesar,GIVĒON",2,0.076923
"Calvin Harris,John Newman",3,0.115385
"Far East Movement,The Cataracs,DEV",6,0.230769
"David Guetta,Akon",1,0.038462
"Big Sean",2,0.076923
"Simple Plan,Sean Paul",1,0.038462
"Offset,Metro Boomin",1,0.038462
"Simple Plan,Natasha Bedingfield",2,0.076923
"Cobra Starship,Sabi",4,0.153846
"Travis Scott",8,0.307692
"MKTO",11,0.423077
"5 Seconds of Summer",16,0.615385
"fun.",4,0.153846
"Flo Rida",15,0.576923
"Owl City,Carly Rae Jepsen",4,0.153846
"Pitbull,Christina Aguilera",5,0.192308
"CeeLo Green",7,0.269231
"Fun Guns",1,0.038462
"American Authors",6,0.230769
"Radical Face",3,0.115385
"Nico & Vinz",9,0.346154
"Tiësto,Dzeko,Preme,Post Malone",3,0.115385
"Tiësto,Matthew Koma",3,0.115385
"Mr. Probz,Robin Schulz",3,0.115385
"Lilly Wood and The Prick,Robin Schulz",3,0.115385
"Mike Posner,Seeb",2,0.076923
"Young Thug,Future",2,0.076923
"Travie McCoy,Bruno Mars",6,0.230769
"The Worst Cover Band Of The World",2,0.076923
"Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",8,0.307692
"K'NAAN",2,0.076923
"Paul Simpson",1,0.038462
"Flo Rida,David Guetta",5,0.192308
"Ku$h Drifter",1,0.038462
"Vedo",1,0.038462
"Bankrol Hayden,Luh Kel",1,0.038462
"Jessie Reyez",1,0.038462
"AJ Mitchell",1,0.038462
"Luh Kel",1,0.038462
"Petit Biscuit",2,0.076923
"Lost Frequencies,Janieck Devy",2,0.076923
"Illijah",1,0.038462
"Nebu Kiniza",1,0.038462
"FouKi",1,0.038462
"Black Eyed Peas,J Balvin",1,0.038462
"BENEE,Gus Dapperton",1,0.038462
"MEDUZA,Becky Hill,Goodboys",1,0.038462
"Gym Class Heroes,Adam Levine",4,0.153846
"Olly Murs,Flo Rida",5,0.192308
"Social House,Lil Yachty",5,0.192308
"The Script",6,0.230769
"I U 1 D C",1,0.038462
"Ku$h Drifter,YNG BNZO",1,0.038462
"Valentino Khan",1,0.038462
"SirRiot",1,0.038462
"Calboy",1,0.038462
"will.i.am,Britney Spears",5,0.192308
"JAY-Z,Alicia Keys",3,0.115385
"Taio Cruz",6,0.230769
"Lost Frequencies,The NGHBRS",1,0.038462
"Lupe Fiasco",3,0.115385
"Cher Lloyd",4,0.153846
"Demi Lovato,Cher Lloyd",3,0.115385
"Pitbull,Kesha",7,0.269231
"Lil Mama",3,0.115385
"M83",2,0.076923
"Wiz Khalifa,Charlie Puth",2,0.076923
"Tove Lo",6,0.230769
"Cody Simpson",1,0.038462
"The Vamps,Demi Lovato",2,0.076923
"Leona Lewis",6,0.230769
"Kid Cudi,MGMT,Ratatat",4,0.153846
"Miguel",1,0.038462
"Ariana Grande,The Weeknd",2,0.076923
"B.o.B,Hayley Williams",7,0.269231
"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Hollis,ScHoolboy Q",3,0.115385
"Katy Perry,Juicy J",4,0.153846
"Cali Swag District",1,0.038462
"The Vamps,Matoma",3,0.115385
"Soulja Boy,Sammie",4,0.153846
"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Wanz",3,0.115385
"Taio Cruz,Flo Rida",2,0.076923
"Sevyn Streeter,Chris Brown",2,0.076923
"Jeremih",3,0.115385
"Chris Brown,Drake",1,0.038462
"Jeremih,J. Cole",1,0.038462
"Millyz",1,0.038462
"Deorro,Chris Brown",3,0.115385
"DJ Khaled,T-Pain,Ludacris,Snoop Dogg,Rick Ross",1,0.038462
"Lykke Li",1,0.038462
"P!nk,Nate Ruess",4,0.153846
"Macklemore,Skylar Grey",4,0.153846
"Iyaz",5,0.192308
"Alexandra Stan",3,0.115385
"Cardi B,Megan Thee Stallion",2,0.076923
"Kat Dahlia",1,0.038462
"Astrid S",3,0.115385
"Anne-Marie",3,0.115385
"Halsey",8,0.307692
"Phony Ppl",1,0.038462
"Riton,Nightcrawlers,Mufasa & Hypeman,Mufasa,Dopamine",2,0.076923
"B.o.B,2 Chainz,Coucheron",1,0.038462
"J. Cole",10,0.384615
"Chase Atlantic",2,0.076923
"mgk,Trippie Redd",2,0.076923
"mgk,Camila Cabello",1,0.038462
"Nick Jonas",1,0.038462
"jxdn",1,0.038462
"Tiësto",2,0.076923
"Kane Brown",1,0.038462
"Jake Lindholm",1,0.038462
"Naps",1,0.038462
"Nea,Felix Jaehn",1,0.038462
"Soran",1,0.038462
"Noah Kahan,Julia Michaels",2,0.076923
"The Kid LAROI,mgk",2,0.076923
"Felix Cartal,Sophie Simmons",1,0.038462
"Bryce Vine,YG",1,0.038462
"Kiiara,Felix Snow",1,0.038462
"R3HAB,Trevor Guthrie",1,0.038462
"JNT,St-Prince",1,0.038462
"Ty Dolla $ign,Future,Rae Sremmurd,Louis The Child",2,0.076923
"The Kid LAROI,Justin Bieber",3,0.115385
"Bad Bunny,JHAYCO",1,0.038462
"Chiddy Bang",7,0.269231
"Magic System,Chawki",1,0.038462
"Ellie Goulding,Juice WRLD",2,0.076923
"mgk,blackbear",2,0.076923
"Martin Garrix,Dua Lipa",1,0.038462
"Roddy Ricch",4,0.153846
"Zach Sobiech",1,0.038462
"Clinton Kane",1,0.038462
"Lukas Graham",4,0.153846
"Jade LeMac",4,0.153846
"JAY-Z,Kanye West",6,0.230769
"Ella Henderson",3,0.115385
"Naughty Boy,Sam Smith",6,0.230769
"Beyoncé,Sean Paul",1,0.038462
"Timbaland,OneRepublic",3,0.115385
"Don Omar,Lucenzo",2,0.076923
"GAYLE",3,0.115385
"Cardi B,Bad Bunny,J Balvin",4,0.153846
"Dolly Parton",10,0.384615
"Kelsea Ballerini",2,0.076923
"Aly & AJ",4,0.153846
"We The Kings",3,0.115385
"4 Non Blondes",1,0.038462
"Dua Lipa",11,0.423077
"Little Mix",7,0.269231
"WALK THE MOON",5,0.192308
"MUNA,Phoebe Bridgers",1,0.038462
"All Time Low",2,0.076923
"The B-52's",5,0.192308
"Carole King",4,0.153846
"Mungo Jerry",1,0.038462
"corook,Olivia Barton",1,0.038462
"TV Themes",1,0.038462
"Paul Russell",2,0.076923
"Paris Hilton",1,0.038462
"The Pussycat Dolls",6,0.230769
"Jessie J,Ariana Grande,Nicki Minaj",3,0.115385
"Free Throw",2,0.076923
"Playboi Carti",16,0.615385
"Trophy Eyes",2,0.076923
"Del Water Gap",1,0.038462
"The Ronettes",2,0.076923
"Nine Inch Nails",1,0.038462
"Ski Mask The Slump God,SahBabii",1,0.038462
"Ski Mask The Slump God",3,0.115385
"Eazy-E",1,0.038462
"Snoop Dogg,Daz Dillinger",2,0.076923
"N.W.A.",3,0.115385
"Snoop Dogg,Tha Dogg Pound,The Dramatics",1,0.038462
"Big Sean,Jhené Aiko",2,0.076923
"Stetsasonic",1,0.038462
"Lil Wayne,Bobby V.,Kidd Kidd",2,0.076923
"Nas",2,0.076923
"Tyga",3,0.115385
"Luci4",2,0.076923
"Flyleaf",2,0.076923
"Pierce The Veil,Kellin Quinn",1,0.038462
"Korn",2,0.076923
"Soundgarden",1,0.038462
"The Dirty Nil",1,0.038462
"Highly Suspect",1,0.038462
"Tyler, The Creator",6,0.230769
"Slipknot",1,0.038462
"Rob Zombie",2,0.076923
"Drowning Pool",1,0.038462
"The Rolling Stones",15,0.576923
"Buffalo Springfield",2,0.076923
"The Zombies",2,0.076923
"Booker T. & the M.G.'s",1,0.038462
"The Animals",5,0.192308
"The Doors",3,0.115385
"Lynyrd Skynyrd",13,0.500000
"Elvis Presley",7,0.269231
"Norman Greenbaum",2,0.076923
"Jimi Hendrix",3,0.115385
"Cream",2,0.076923
"Steve Miller Band",4,0.153846
"Bob Dylan",11,0.423077
"NLE Choppa",4,0.153846
"Travis Porter,Tyga",1,0.038462
"Travis Porter,Spodee",1,0.038462
"Kevin Gates,Juicy J",1,0.038462
"Ne-Yo,Juicy J",1,0.038462
"Sage The Gemini,Iamsu!",1,0.038462
"Iggy Azalea,Rita Ora",2,0.076923
"Gotye,Kimbra",4,0.153846
"Victorious Cast,Victoria Justice",3,0.115385
"Far East Movement,Ryan Tedder,Ruff Loaderz",5,0.192308
"Lady Gaga,Beyoncé",1,0.038462
"Teriyaki Boyz",1,0.038462
"The Backseat Lovers",3,0.115385
"Kendrick Lamar,U2",1,0.038462
"Nancy Sinatra",2,0.076923
"Cuco",1,0.038462
"Briston Maroney",2,0.076923
"La Dispute",1,0.038462
"Panucci's Pizza",1,0.038462
"Mom Jeans.",1,0.038462
"Born Without Bones",1,0.038462
"Metric,Brie Larson",1,0.038462
"Dance Gavin Dance",1,0.038462
"$uicideboy$",6,0.230769
"Peach Pit",2,0.076923
"The Turtles",2,0.076923
"Lustra",1,0.038462
"Pixies",1,0.038462
"Beck",3,0.115385
"Pearl Jam",7,0.269231
"Skrillex",1,0.038462
"Dot Exe,Meg & Dia",1,0.038462
"will.i.am,Jamie Foxx,Anne Hathaway",1,0.038462
"Gorillaz,Shaun Ryder",1,0.038462
"Skillet",1,0.038462
"Hollywood Undead",1,0.038462
"Joey Valence & Brae",8,0.307692
"Papa Roach",1,0.038462
"Zach Bryan,Kacey Musgraves",2,0.076923
"The Clovers",1,0.038462
"Sam The Sham & The Pharaohs",1,0.038462
"The Charlie Daniels Band",2,0.076923
"Bubba Sparxxx,Ying Yang Twins,Mr. Collipark",1,0.038462
"Basement",1,0.038462
"The Weeknd,Lana Del Rey",3,0.115385
"BigXthaPlug",11,0.423077
"Hanumankind,Kalmi",2,0.076923
"Good Intent",1,0.038462
"XXXTENTACION,Matt OX",1,0.038462
"Derek King",1,0.038462
"Rae Sremmurd",3,0.115385
"MAKAVELIGODD",2,0.076923
"Bad Wolves",1,0.038462
"Five Finger Death Punch",1,0.038462
"Disturbed",1,0.038462
"A$AP Rocky,Skrillex,Birdy Nam Nam,Lord Flacko",1,0.038462
"PSY",1,0.038462
"Wet Leg",1,0.038462
"Joji,Yves Tumor",1,0.038462
"Big Time Rush",2,0.076923
"Taron Egerton",3,0.115385
"Alex Clare",2,0.076923
"The Clash",5,0.192308
"Sheck Wes",4,0.153846
"Jack Lenz",1,0.038462
"Crystal Castles",1,0.038462
"Mia Martina,Waka Flocka Flame",1,0.038462
"Liam Payne,Quavo",4,0.153846
"blackbear,Gucci Mane",1,0.038462
"frxzen",1,0.038462
"Pitbull",6,0.230769
"Megan Thee Stallion,Yuki Chiba",2,0.076923
"Ty Dolla $ign,The Weeknd,Wiz Khalifa,Mustard",2,0.076923
"Lil Wayne,Drake,Future",2,0.076923
"Big Sean,E-40",2,0.076923
"Kehlani",1,0.038462
"A Boogie Wit da Hoodie,Kodak Black",1,0.038462
"G-Eazy,Remo the Hitmaker",1,0.038462
"USHER,will.i.am",4,0.153846
"CHINCHILLA",2,0.076923
"Tyler, The Creator,Lola Young",3,0.115385
"Emmy Meli",1,0.038462
"Christine Baranski,Cleve Asbury,Shaun Amyot,Rick Negron,Taye Diggs",1,0.038462
"lil Shordie Scott",2,0.076923
"Birdman,Lil Wayne",1,0.038462
"Sexyy Red",5,0.192308
"Tyler, The Creator,GloRilla,Sexyy Red,Lil Wayne",2,0.076923
"Fresh X Reckless",1,0.038462
"Lay Bankz",1,0.038462
"Rico Nasty",1,0.038462
"Doja Cat,Gucci Mane",1,0.038462
"Black Coast,M. Maggie,Lucian",3,0.115385
"Dopebwoy,Chivv,3robi",1,0.038462
"mazie",1,0.038462
"mishlawi",1,0.038462
"Jason Derulo,Nicki Minaj,Ty Dolla $ign",1,0.038462
"Ro Ransom,Y2K",1,0.038462
"Lil Wayne,Wiz Khalifa,Imagine Dragons,X Ambassadors,Logic,Ty Dolla $ign",2,0.076923
"Flo Rida,Sage The Gemini,Lookas",2,0.076923
"Tyler Cassidy",1,0.038462
"Marshmello,Anne-Marie",2,0.076923
"KYLE,Lil Yachty",3,0.115385
"Ayo & Teo",2,0.076923
"XXXTENTACION",19,0.730769
"Rob $tone,J. Davi$,J Spooks",3,0.115385
"Wiz Khalifa",2,0.076923
"Aminé",8,0.307692
"¥$,Kanye West,Ty Dolla $ign",2,0.076923
"O.T. Genasis",1,0.038462
"MIIA",1,0.038462
"Ghostemane",4,0.153846
"XXXTENTACION,Ski Mask The Slump God",1,0.038462
"Lil Wayne",3,0.115385
"Bhad Bhabie",1,0.038462
"Bhad Bhabie,Lil Yachty",1,0.038462
"widowdusk",1,0.038462
"The Notorious B.I.G.",3,0.115385
"Kanye West,Dwele",1,0.038462
"2Pac,K-Ci & JoJo",1,0.038462
"Ceechynaa",1,0.038462
"2Pac,Outlawz",2,0.076923
"2Pac,Snoop Dogg",1,0.038462
"Ice Cube",3,0.115385
"2Pac",1,0.038462
"Makaveli",1,0.038462
"Deftones",8,0.307692
"SHOP BOYZ",1,0.038462
"Sir Mix-A-Lot",1,0.038462
"Michael Prince,Koncept P,willnosleep,avonosleep",1,0.038462
"Bleed The Wicked Menace",1,0.038462
"XXXTENTACION,Trippie Redd",2,0.076923
"iLoveMemphis",1,0.038462
"M City JR",1,0.038462
"Lil Darkie",4,0.153846
"Sia,Diplo,Labrinth,LSD",2,0.076923
"Lil Darkie,MADJAX",1,0.038462
"Radiohead",1,0.038462
"Massive Attack,Horace Andy",1,0.038462
"She Wants Revenge",1,0.038462
"G-Eazy,Bebe Rexha",3,0.115385
"Le Tigre",1,0.038462
"Ram Jam",1,0.038462
"Slowdive",1,0.038462
"Ayesha Erotica",1,0.038462
"Shaggy",2,0.076923
"Sarcoline",1,0.038462
"Gucci Mane,Bruno Mars,Kodak Black",1,0.038462
"Spoken Reasons",1,0.038462
"The Weather Girls",2,0.076923
"Gloria Gaynor",3,0.115385
"En Vogue",1,0.038462
"Fugees,Ms. Lauryn Hill",2,0.076923
"JPEGMAFIA",2,0.076923
"BROCKHAMPTON",3,0.115385
"Nicki Minaj,Drake,Lil Wayne,Chris Brown",2,0.076923
"Frost Children,Danny Brown",1,0.038462
"2hollis",1,0.038462
"SAYGRACE,G-Eazy",1,0.038462
"$uicideboy$,Shakewell",1,0.038462
"A$AP Rocky",5,0.192308
"Michael Kiwanuka",1,0.038462
"GRLwood",1,0.038462
"Rage Against The Machine",1,0.038462
"Cheap Perfume",1,0.038462
"Insane Clown Posse",3,0.115385
"Artemas",3,0.115385
"Post Malone,Quavo",2,0.076923
"J. Cole,Cults,Amber Coffman",2,0.076923
"AWOLNATION",2,0.076923
"Sleepy Hallow,Doechii",1,0.038462
"Aloboi",1,0.038462
"D4L",2,0.076923
"Camila Cabello,Young Thug",2,0.076923
"Nashville Tribute Collection",1,0.038462
"Ludacris",1,0.038462
"Xavier Wulf",1,0.038462
"Zach Bryan,Watchhouse",1,0.038462
"Chezile",1,0.038462
"The Cardigans",2,0.076923
"Iggy Azalea",2,0.076923
"Neil Diamond",4,0.153846
"Don McLean",5,0.192308
"Jessies Girl",1,0.038462
"The Monkees",3,0.115385
"Belinda Carlisle",4,0.153846
"Choirboys",1,0.038462
"Hoobastank",1,0.038462
"Bullet For My Valentine",1,0.038462
"Mark Ronson,Amy Winehouse",3,0.115385
"Lizzo,Cardi B",1,0.038462
"Sigala,James Arthur",1,0.038462
"The Pointer Sisters",3,0.115385
"Tiffany",1,0.038462
"Eskimo Joe",1,0.038462
"Måneskin",4,0.153846
