artists,occurrence,freqency
"Harry S. Truman",1,0.066667
"Sound Ideas",1,0.066667
"John Philip Sousa,United States Air Force Band",1,0.066667
"Imagine Dragons",2,0.133333
"London Voices,London Symphony Orchestra,John Williams,New London Children's Choir",1,0.066667
"Pitbull,Nicole Scherzinger",1,0.066667
"My Chemical Romance",2,0.133333
"Shaggy",1,0.066667
"National Radio Station",1,0.066667
"Soundgarden",2,0.133333
"Bruce Springsteen",4,0.266667
"Geek Music",1,0.066667
"Digiffects Sound Effects Library",1,0.066667
"Prestigigator",1,0.066667
"Dj Smokey",1,0.066667
"Ornella Vanoni",1,0.066667
"YannaY",1,0.066667
"Magneto",1,0.066667
"Boney M.",1,0.066667
"Patrice Rushen,Dave Lee",1,0.066667
"Slayyyter",1,0.066667
"Regard",1,0.066667
"The Coral",1,0.066667
"L'Impératrice",6,0.400000
"La Roux,Chromeo",1,0.066667
"Sam Smith",2,0.133333
"Espanto",1,0.066667
"Mark Ronson,Andrew Wyatt",1,0.066667
"Paco Versailles",2,0.133333
"Tentendo,Jordan Dennis",1,0.066667
"Charlie Puth",1,0.066667
"Little Dragon",1,0.066667
"Juliana Gattas",1,0.066667
"Alex Anwandter,Buscabulla",1,0.066667
"The Human League",1,0.066667
"Jason Mraz",1,0.066667
"Rhye",1,0.066667
"Genesis Owusu",1,0.066667
"Ssion,Ian Isiah,MNDR,Jametatone",1,0.066667
"Jake Shears,Kylie Minogue",1,0.066667
"Jessie Ware",2,0.133333
"Monica Naranjo",1,0.066667
"Locate S,1",2,0.133333
"Hercules & Love Affair",1,0.066667
"MUNA",1,0.066667
"Little Boots",1,0.066667
"of Montreal",1,0.066667
"Poolside,Panama",1,0.066667
"Oliver Sim,Jamie xx",1,0.066667
"Roosevelt",1,0.066667
"carbeau",1,0.066667
"L'Impératrice,Cuco",1,0.066667
"Alison Goldfrapp",2,0.133333
"落日飛車 Sunset Rollercoaster",1,0.066667
"Oliver Sim,Soulwax",1,0.066667
"Jessie Ware,Joe Goddard",1,0.066667
"Dirty Vegas",1,0.066667
"Mr Twin Sister",1,0.066667
"Franc Moody",2,0.133333
"Purple Disco Machine,Kungs,Julian Perretta",1,0.066667
"Purple Disco Machine,Sophie and the Giants",1,0.066667
"Disco Lines",1,0.066667
"Sister Sledge",2,0.133333
"Double Exposure,Tom Moulton",1,0.066667
"Jeff Wayne,Justin Hayward",1,0.066667
"MFSB",1,0.066667
"Róisín Murphy",1,0.066667
"The Phenomenal Handclap Band",1,0.066667
"Supertaste",1,0.066667
"Yolanda Be Cool,DCup",1,0.066667
"The Cardigans",2,0.133333
"Kid Francescoli,Julia Minkin",1,0.066667
"Raf",1,0.066667
"Earth, Wind & Fire,The Emotions",1,0.066667
"Kool & The Gang",1,0.066667
"Michael Jackson",5,0.333333
"Lipps Inc.",1,0.066667
"KC & The Sunshine Band",4,0.266667
"Stevie Wonder",1,0.066667
"Sly & The Family Stone",1,0.066667
"Maxine Nightingale",1,0.066667
"Curtis Mayfield",1,0.066667
"The O'Jays",1,0.066667
"Calvin Harris,Frank Ocean,Migos",1,0.066667
"JAY-Z",1,0.066667
"Nelly,City Spud",1,0.066667
"Aerosmith",2,0.133333
"Snoop Dogg",1,0.066667
"Ice Cube,Das EFX",1,0.066667
"Black Sheep",1,0.066667
"Will Smith",1,0.066667
"Prince",4,0.266667
"James Brown",1,0.066667
"Carl Douglas",1,0.066667
"MC Hammer",1,0.066667
"The Champs",1,0.066667
"Miami Sound Machine",1,0.066667
"Montell Jordan,Wino",1,0.066667
"The Pointer Sisters",1,0.066667
"The Notorious B.I.G.",1,0.066667
"The Notorious B.I.G.,Mase,Diddy",1,0.066667
"House Of Pain",1,0.066667
"DEVO",2,0.133333
"Run–D.M.C.",1,0.066667
"Salt-N-Pepa",2,0.133333
"Salt-N-Pepa,En Vogue",1,0.066667
"John Travolta,Olivia Newton-John",1,0.066667
"The Rolling Stones",1,0.066667
"Duran Duran",1,0.066667
"Bob Seger",1,0.066667
"Daddy Yankee,Snow",1,0.066667
"Calle 13",1,0.066667
"Jennifer Lopez",1,0.066667
"Beyoncé,JAY-Z",1,0.066667
"Playboi Carti,Young Thug",1,0.066667
"Bad Bunny,Jowell & Randy,Ñengo Flow",1,0.066667
"Bad Bunny,Rauw Alejandro",1,0.066667
"Ayra Starr",1,0.066667
"Robbie Williams",1,0.066667
"Tommy Dorsey,Frank Sinatra,The Pied Pipers",1,0.066667
"Dean Martin",2,0.133333
"Chick Webb",1,0.066667
"Gwen Stefani",1,0.066667
"Carroll Gibbons,The Savoy Hotel Orpheans",1,0.066667
"Gwen Stefani,Eve",1,0.066667
"The Andrews Sisters",1,0.066667
"Bing Crosby,The Andrews Sisters,Vic Schoen & His Orchestra",1,0.066667
"Kesha,3OH!3",1,0.066667
"Hank Thompson",1,0.066667
"Gloria Gaynor",1,0.066667
"Frankie Goes To Hollywood",1,0.066667
"Pat Travers Band",1,0.066667
"Nancy Sinatra",1,0.066667
"The Gap Band",1,0.066667
"The Interrupters",1,0.066667
"Peaches",1,0.066667
"Paula Abdul",1,0.066667
"Shania Twain",1,0.066667
"AC/DC",1,0.066667
"Veruca Salt",1,0.066667
"Frank Sinatra",1,0.066667
"Dead Or Alive",1,0.066667
"INXS",1,0.066667
"Kenny Wayne Shepherd",1,0.066667
"CAKE",1,0.066667
"Jet",1,0.066667
"The Psychedelic Furs",1,0.066667
"Franz Ferdinand",1,0.066667
"Dolly Parton",1,0.066667
"Carl Carlton",1,0.066667
"Matchbox Twenty",1,0.066667
"Findlay",1,0.066667
"Larkin Poe",1,0.066667
"Bill Withers",1,0.066667
"Glenn Frey",1,0.066667
"Ryan Gosling",1,0.066667
"Echo & the Bunnymen",1,0.066667
"The Cult",1,0.066667
