tracks,occurrence,freqency
"Treachery and Butchers",1,0.005988
"Fight the Oppressors",1,0.005988
"Flight Through Jerusalem",1,0.005988
"Hooded Allegro Vivace",1,0.005988
"Virtual Pursuit",5,0.029940
"Chasing Freedom",1,0.005988
"The Hunt",3,0.017964
"Agate's Power",3,0.017964
"Pukor Och Krig",1,0.005988
"Airborne Pursuit",3,0.017964
"Commandeered",2,0.011976
"The Rebellion",2,0.011976
"NOC Out",1,0.005988
"Restless Natives",1,0.005988
"Cloak And Dagger",2,0.011976
"Why So Serious? (From The Dark Knight)",1,0.005988
"Imagine the Fire (From The Dark Knight Rises)",1,0.005988
"Logan's Run",1,0.005988
"Velocity",1,0.005988
"Astrid Goes For A Spin",1,0.005988
"The Ghûls / Bright Master / Hirgon",2,0.011976
"Caragor Riding",1,0.005988
"The Mask of Krati",2,0.011976
"Gwarpati Salway",5,0.029940
"Hunt for the Great Scar Bear",4,0.023952
"The Lost Caves of Oros",4,0.023952
"I Cannot Let You Leave",8,0.047904
"Race to Libertalia",3,0.017964
"24 Hours Til Doomsday",1,0.005988
"Cut to the Chase",4,0.023952
"Myanmar Chase",1,0.005988
"Strip Chase",1,0.005988
"Bloody Presto con Brio",2,0.011976
"The Return Of The Eagle",3,0.017964
"Mombasa",1,0.005988
"Finch Takes Flight",2,0.011976
"Feed the Hounds",2,0.011976
"Teahouse",1,0.005988
"African Rundown (From Casino Royale Soundtrack)",1,0.005988
"Supermarine",4,0.023952
"Busan Car Chase",1,0.005988
"The Tunnel",1,0.005988
"Infiltration",3,0.017964
"Percy's Escape",1,0.005988
"Chaser",1,0.005988
"Forging the Scarab",1,0.005988
"Into the Abyss",4,0.023952
"Sorcerer",4,0.023952
"Legions of Darkness",1,0.005988
"Steeds of Thunder",1,0.005988
"Warrior's Dawn",1,0.005988
"The Devil's Daggers",1,0.005988
"Second Council Meeting - Tension",1,0.005988
"Beast with Fire Upon its Back - Zorah Magdaros",1,0.005988
"At the Temple of Rameses the Great",1,0.005988
"Roving Sands",1,0.005988
"Roll the Old Chariot Along",1,0.005988
"Rolling Down To Old Maui",1,0.005988
"Northwest Passage",1,0.005988
"Drunken Sailor",1,0.005988
"Lowlands Away",1,0.005988
"Padstow Farewell",1,0.005988
"Goodbye, Fare-ye-well",1,0.005988
"Roll, Boys, Roll!",1,0.005988
"So Early in the Morning",1,0.005988
"Where Am I to Go, M'Johnnies",1,0.005988
"'Way Me Susianah",1,0.005988
"Billy Riley",1,0.005988
"Captain Kidd",1,0.005988
"The Golden Vanity",1,0.005988
"Blow Away the Morning Dew",1,0.005988
"Here's a Health to the Company",2,0.011976
"Down Among the Dead Men",1,0.005988
"Over the Hills and Far Away",1,0.005988
"Spanish Ladies",1,0.005988
"Star of the County Down",1,0.005988
"We Be Three Poor Mariners",1,0.005988
"Captain Ward",1,0.005988
"The Nightingale",1,0.005988
"Maggie Lauder",1,0.005988
"Jaberas",1,0.005988
"Tientos",1,0.005988
"Randy Dandy Oh",1,0.005988
"Maid of Amsterdam",1,0.005988
"Leave Her Johnny",1,0.005988
"Whisky Johnny O'",1,0.005988
"Good Morning Ladies",1,0.005988
"Fish in the Sea",1,0.005988
"Dead Horse",1,0.005988
"Running Down to Cuba",1,0.005988
"Trooper and the Maid",1,0.005988
"William Taylor",1,0.005988
"Patrick Spens",1,0.005988
"Fathom the Bowl",1,0.005988
"Admiral Benbow",1,0.005988
"All for Me Grog",1,0.005988
"Buleria",1,0.005988
"Verdiales",1,0.005988
"Barrett's Privateers",1,0.005988
"Wellerman",1,0.005988
"Grogg Mayles",1,0.005988
"Don't Forget Your Old Shipmate",1,0.005988
"Moment of Calm",1,0.005988
"Dr Elizabeth Darling",1,0.005988
"Sloan",1,0.005988
"Protektor",1,0.005988
"Blood Scope",1,0.005988
"Katana",1,0.005988
"Vietnam War IV",2,0.011976
"Open Sesame",1,0.005988
"Ice Chasm",1,0.005988
"Insert",1,0.005988
"Dark Discovery / Newt's Horror",1,0.005988
"The Complex",2,0.011976
"Atmosphere Station",2,0.011976
"Med.Lab.",2,0.011976
"Memories of the Lost (Main Title)",1,0.005988
"Menu",1,0.005988
"Boys' Fort",2,0.011976
"City",2,0.011976
"Sister",2,0.011976
"Gravity Jump",1,0.005988
"Dead Space Theme",2,0.011976
"Entering ZeroG",1,0.005988
"Two Weeks & Counting...",1,0.005988
"I'm Sam Bell",1,0.005988
"I'm Sam Bell, Too...",1,0.005988
"Are You Receiving?",1,0.005988
"We're Not Programs, GERTY, We're People",1,0.005988
"Typhon Voices",1,0.005988
"The Truth Will Set You Free",1,0.005988
"No Gravity",1,0.005988
"Stranded",1,0.005988
"Stranger Things Extended Theme Soundtrack",1,0.005988
"Mist and Myth",2,0.011976
"Deserted Skies",1,0.005988
"To Light Alone I Bow",1,0.005988
"Black Mollies",1,0.005988
"Scalar Wave",1,0.005988
"Shunting Yard",1,0.005988
"Other",1,0.005988
"cschz 01",1,0.005988
"cschz 02",1,0.005988
"Trials",2,0.011976
"Welcome to Heaven",1,0.005988
"When in Rome",1,0.005988
"Cosmos (Explore)",1,0.005988
"Deepspace (Explore)",2,0.011976
"Debris (Explore)",1,0.005988
"Void (Explore)",1,0.005988
"Millions Light Years Away (Story 01)",1,0.005988
"Kryssene",2,0.011976
"Carbonata",2,0.011976
"Bolomic",2,0.011976
"Wyte",2,0.011976
"Erid",1,0.005988
"A Greater Pattern",3,0.017964
"No Where",1,0.005988
"Valldal",1,0.005988
"Noah",1,0.005988
"The Mole",2,0.011976
"Woven Planet",1,0.005988
"Enter the Animus",1,0.005988
"Concrete Halls",3,0.017964
"Vapour",2,0.011976
"Stranger in a Strange Land",1,0.005988
"The Scientist",5,0.029940
"Searching for, and Rooting out, Philosophism",4,0.023952
"Stellar Shadows",1,0.005988
"Inbound Part 1",1,0.005988
"Wanderers",2,0.011976
"Bad Night at Black's Beach",1,0.005988
"Valley of the Two Kings",1,0.005988
"The Wedding",2,0.011976
"Stormsong Valley",2,0.011976
"Duke Of Dogs",2,0.011976
"Unlikely Ally",2,0.011976
"The Toll Of War",2,0.011976
"Bramblestoke Village",2,0.011976
"The Ancestral Trees",1,0.005988
"Skylark",3,0.017964
"Alma",1,0.005988
"Ella",1,0.005988
"Seguir",1,0.005988
"Gaucho",1,0.005988
"Coyita",1,0.005988
"De Ushuaia a La Quiaca",1,0.005988
"Pampa",1,0.005988
"La Vuelta",1,0.005988
"Aurora's Theme",2,0.011976
"Magna's Heart",1,0.005988
"Patches of Sky",1,0.005988
"Bolmus Populi",1,0.005988
"Leave Your Castle",5,0.029940
"Down to a Dusty Plain",2,0.011976
"Up the Spirit Caverns Walls (feat. Tom Boyd)",3,0.017964
"Down the Moon Grotto",3,0.017964
"Aspire refus contre doulce priere",1,0.005988
"Auriga's Song - Maint Title",3,0.017964
"Tranquil Hours",2,0.011976
"Chrono Trigger - Chrono Trigger",1,0.005988
"The Dance of Eternity",1,0.005988
"New Dalaran",2,0.011976
"Greenheart",3,0.017964
"Lotta",1,0.005988
"Vetäytyminen",2,0.011976
"View from the Canopy",2,0.011976
"Faren's Flier",2,0.011976
"An Exalted Lullaby",1,0.005988
"Totems of the Grizzlemaw",4,0.023952
"The Merchant",1,0.005988
"Food Merchant",1,0.005988
"Medieval English Dance Fantasy for Lute",2,0.011976
"Dragon Roost Island (from The Legend of Zelda: Wind Waker)",2,0.011976
"Comin' Thro' The Rye",2,0.011976
"Phoibe the Orphan",1,0.005988
"Kephallonia Island",1,0.005988
"Markos",2,0.011976
"Conversations",2,0.011976
"Legendary Heirloom",1,0.005988
"The Hills of Attika",1,0.005988
"Sokrates",2,0.011976
"Kydonia",1,0.005988
"The Sacred Land of Artemis",1,0.005988
"Sanctuary of Apollo",1,0.005988
"The Tree When We Sat Once",2,0.011976
"Little Girl, Gen",4,0.023952
"Fall (Raven's Descent)",2,0.011976
"Guardia Millenial Fair (from Chrono Trigger)",2,0.011976
"Aeris Theme (From Final Fantasy VII)",1,0.005988
"Theme of Love (From Final Fantasy IV)",1,0.005988
"First Steps",4,0.023952
"Summer Sky / Baangpolskan efter Zacharias Baang",4,0.023952
"Mist in the Mire",2,0.011976
"Departure",2,0.011976
"Morning Frost",1,0.005988
"New Snow / Klippen efter Fritz Brodin",1,0.005988
"Cicero's Theme",2,0.011976
"Calon Lan",1,0.005988
"Ajna",1,0.005988
"Samadhi",1,0.005988
"In a Lonely Place",1,0.005988
"Dyrford",1,0.005988
"The Swamp Whistler",1,0.005988
"Flight & Whirl",1,0.005988
"Quirky Bones",2,0.011976
"Rivellon - Light Version",1,0.005988
"The Lullaby of Praxis",3,0.017964
"Last Respite",2,0.011976
"Behold the Ancient Meadow",1,0.005988
"Uther Pendragon",1,0.005988
"海上の村、モガ",1,0.005988
"Ophilia, the Cleric",2,0.011976
"Alfyn, the Apothecary",1,0.005988
"Discord",1,0.005988
"Gazing Over the Great Plain",2,0.011976
"At Sea",2,0.011976
"Hummingberg",1,0.005988
"Furogawa",1,0.005988
"Into the Mines",1,0.005988
"Tortoise Sisters",1,0.005988
"Oxbury",1,0.005988
"Talmberg Nibble 8",2,0.011976
"Talmberg Nibble 9",1,0.005988
"With Hammer and Hope - Original Game Soundtrack",1,0.005988
"Var Det Du",2,0.011976
"Dance for the Flower's Innocence",1,0.005988
"Village of Rynoka",1,0.005988
"Lady of the Lake",1,0.005988
"Lon Lon Ranch",1,0.005988
"First Light of Day",1,0.005988
"Twilight",4,0.023952
"Sanctuary of Shadows",1,0.005988
"Castle Dracula",1,0.005988
"Hallowed Ruins",1,0.005988
"Fallen Grandeur",1,0.005988
"Path of Shadows",1,0.005988
"Darkness Immortal",1,0.005988
"The Voyage",1,0.005988
"Our Lord of Lies",1,0.005988
"Minstrel Guild",1,0.005988
"Folk Round",1,0.005988
"Sligo Creek",1,0.005988
"Dypt Inne I Skogen",1,0.005988
"Drink Up, There's More!",5,0.029940
"The Nightingale",3,0.017964
"Morrowind - Main Theme on Piano - from The Elder Scrolls III",1,0.005988
"Civilization IV - Baba Yetu",1,0.005988
"Ginnungagap - Acoustic",1,0.005988
"The Dance Begins",2,0.011976
"Everyone Has a Price",1,0.005988
"Waltzing on Rooftops and Cobblestones",2,0.011976
"Your Hand Of Sun and Jewels (Carja traditional) - Part 3 - Onwards To Meridian",3,0.017964
"KunaBass Solo - Part 3 - Onwards To Meridian",1,0.005988
"Iron Pendulum Solo - Part 3 - Onwards To Meridian",1,0.005988
"Castle Jam",1,0.005988
"Beltaine",1,0.005988
"Spinnenhaus",1,0.005988
"Pagan",1,0.005988
"Clean Pease Strae",1,0.005988
"Klockarpolskan efter Elsa Siljebo",1,0.005988
"Primrose, the Dancer (From Octopath Traveler)",1,0.005988
"Dialogue",1,0.005988
"Stormstout Brew",1,0.005988
"Beer and Women",1,0.005988
"Rattay Feasts",1,0.005988
"Pig and Whistle",1,0.005988
"Bloodsail",1,0.005988
"The Riddle of Peadar O'heyne",1,0.005988
"Ye Jacobytes",1,0.005988
"Gunn's Lectures Books",1,0.005988
"London Is Waiting",1,0.005988
"You've Stolen Your Last Shilling",1,0.005988
"For Those We Loved",1,0.005988
"Family",2,0.011976
"Amhran Na Farraige",1,0.005988
"A Heated Discussion",1,0.005988
"Nomads of the White Desert",1,0.005988
"The Castle",2,0.011976
"Ley Lines",2,0.011976
"Raskas Taival",1,0.005988
"Golden Heights",1,0.005988
"Forgotten Isle",1,0.005988
"Nova Roma",2,0.011976
"Amongst The Ashes",1,0.005988
"Trust No One",1,0.005988
"Stowed Away",1,0.005988
"Cold and Dark",1,0.005988
"From the Heart (Unfallen Theme)",1,0.005988
"Shadow of the Sun",2,0.011976
"A Single Drop of Magic",1,0.005988
"Reflections from the Past",2,0.011976
"Fane's Theme",1,0.005988
"Mysterious Trails",3,0.017964
"Quirky Bones - Murky Version",2,0.011976
"Stellar Bay",2,0.011976
"The Hope",2,0.011976
"Shady Corporate Town...",1,0.005988
"Encampment",2,0.011976
"Gilded Vale",2,0.011976
"Those Who Writhe Below",2,0.011976
"Talmberg Nibble 10",1,0.005988
"Vranik Nibble 13",1,0.005988
"Rattay Atmosphere 9",1,0.005988
"Rattay Nibbles 16 and 15",1,0.005988
"Town Nibble 23",1,0.005988
"Town Atmosphere 16",1,0.005988
"Town Nibble 26",1,0.005988
"Town Atmosphere 19",1,0.005988
"The Inquest",1,0.005988
"Exploring Deepstone",1,0.005988
"Mountain Wind Storm (Well Being Music)",1,0.005988
"Polar Wind (Chakra Balancing, Reiki Music)",1,0.005988
"Wind With Debris (Relax Music to Meditate)",1,0.005988
"A Storm Is Coming",1,0.005988
"Mind If I Cut In?",1,0.005988
"Underground Army",1,0.005988
"The Shadows Betray You",1,0.005988
"Contaminated Water",1,0.005988
"I'm No Different Than You",1,0.005988
"Tundra",3,0.017964
"Intro the Return",1,0.005988
"Empress Death",1,0.005988
"Ambients",1,0.005988
"Wrenhaven River",1,0.005988
"Aristocracy Exploration",1,0.005988
"Flooded Suspense",2,0.011976
"Regent Exploration",1,0.005988
"Regent Suspense",1,0.005988
"Dishonored 2 Main Theme",1,0.005988
"Aristocrats of Karnaca (Ambient)",2,0.011976
"Aristocrats of Karnaca (Suspense)",1,0.005988
"Delilah (Ambient)",1,0.005988
"The Dreadful Wale",2,0.011976
"Streets of Karnaca (Ambient)",1,0.005988
"Streets of Karnaca (Suspense)",1,0.005988
"Karnaca Battle",1,0.005988
"Corvo Attano's Theme",1,0.005988
"Delilah's Theme",1,0.005988
"The Royal Conservatory",1,0.005988
"The GrandPalace",1,0.005988
"Void Theme",1,0.005988
"In the Castle",1,0.005988
"City Nights",1,0.005988
"Depths of the Earth",1,0.005988
"Secrets of the Shantiris",1,0.005988
"The Palace",1,0.005988
"Moonlit Journey",2,0.011976
"Ded Sec",1,0.005988
"Creepy Caller",1,0.005988
"Donovan",1,0.005988
"Revelation Number 3",1,0.005988
"Computer Underground",1,0.005988
"Elevated Trains",1,0.005988
"IP Tracking",1,0.005988
"Vigilante",1,0.005988
"On the Lake",1,0.005988
"Escape from Chicago",1,0.005988
"Mmm Chicken",1,0.005988
"The Eye of Odin",2,0.011976
"Rolling Barrage",1,0.005988
"Eden Prime",1,0.005988
"Halls of Grov-Urtat",1,0.005988
"Wanderlust",1,0.005988
"Dreamless Sleep",1,0.005988
"Foul Maze",1,0.005988
"Uninvited",1,0.005988
"Wandering - The City, Pt. 1",1,0.005988
"Concrete Mysteries",1,0.005988
"Tread Carefully",1,0.005988
"The Infiltrator",2,0.011976
"Darkness Falls",2,0.011976
"Imagine Utopia",1,0.005988
"Wandering - The Glowing Sea, Pt. 2",1,0.005988
"Echoes of the Dead",1,0.005988
"No Voices, No Cries",1,0.005988
"Wandering - The Coast, Pt. 2",1,0.005988
"Wandering - The Coast, Pt. 3",1,0.005988
"Brightness Calling",2,0.011976
"Predator and Prey",1,0.005988
"Wandering - The Foothills, Pt. 2",1,0.005988
"Lost Boston",1,0.005988
"War of Wills",1,0.005988
"They Were Hunters (Bonus Track)",1,0.005988
"Clock Tower",1,0.005988
"After The Shooting",1,0.005988
"Freedom Riders",1,0.005988
"Chaney Eulogy",1,0.005988
"FBI To Mississippi",1,0.005988
"Fannie Lou Hamer",2,0.011976
"Delegate Compromise",1,0.005988
"The Goblin Forest",2,0.011976
"Have You Been True?",1,0.005988
"Bobby Plays Carmine",2,0.011976
"Boris Spassky",1,0.005988
"The Bad Color",1,0.005988
"The Gravel Road",3,0.017964
"The Forbidden Line",1,0.005988
"Finding Rick",1,0.005988
"Animal Exodus",1,0.005988
"1-800-Henry",1,0.005988
"Pete And Trish",1,0.005988
"Shattered Shields",1,0.005988
"Towers and Shadows",1,0.005988
"Shadows and Echoes",1,0.005988
"Night Without Stars",1,0.005988
"Where Is the Knife",1,0.005988
"What Do Ghosts Say",4,0.023952
"Wolsey Arrested For Treason",2,0.011976
"Earl Accepts the Challenge",1,0.005988
"Too Many Monsters",1,0.005988
"Allegiance",3,0.017964
"Abomination",1,0.005988
"Everyone Likes Oranges",1,0.005988
"There Is A Place",1,0.005988
"Right Behind You",3,0.017964
"The Bottle of Solitude",1,0.005988
"The Attainted One",1,0.005988
"Innocent or Guillotine",2,0.011976
"Just Jabbin",2,0.011976
"Welcome to the Brotherhood",1,0.005988
"Nobody Knows I'm Here",1,0.005988
"Perfect Aim",1,0.005988
"In Proximity",1,0.005988
"Unconfirmed Reports",1,0.005988
"Explore and Discover",1,0.005988
"See You Soon",1,0.005988
"At the New House/First Day of School",1,0.005988
"The Nunnery",1,0.005988
"Hades Underworld",1,0.005988
"Under the Gaze of Ares",1,0.005988
"The Temple",1,0.005988
"The Heavies Arrive",1,0.005988
"Bring Them Out",1,0.005988
"The Truth Revealed",1,0.005988
"The Distillery",2,0.011976
"Uncovering the Klan",1,0.005988
"One Final Stand",1,0.005988
"Confirmation",1,0.005988
"Mitchell's Arm",2,0.011976
"LZ Epsilon",1,0.005988
"Swarm Down",1,0.005988
"Lower Henghsa Ambient (Part 1)",1,0.005988
"Home Sweet Home",1,0.005988
"Albert’s Girl",1,0.005988
"Secrets of the Ship",1,0.005988
"John's Theme",1,0.005988
"Apprehension (Mesa Remix)",1,0.005988
"Blast Pit 1",1,0.005988
"Blast Pit 2 (Mesa Remix)",1,0.005988
"Soul-Shriven in Cyrodiil",2,0.011976
"Katniss",1,0.005988
"We Have Visitors",1,0.005988
"Mockingjay Graffiti",1,0.005988
"Deer Hunting",1,0.005988
"Evasion",1,0.005988
"All Gone (Partners)",2,0.011976
"Cause and Effect",2,0.011976
"Unstable",1,0.005988
"Airfield",1,0.005988
"Museum",1,0.005988
"The Embassy",1,0.005988
"Theater",1,0.005988
"Oil Refinery",1,0.005988
"Harran",1,0.005988
"Horizon",1,0.005988
"Revival",1,0.005988
"Choices and Decisions",1,0.005988
"Church Dream",1,0.005988
"Regimental Brothers",3,0.017964
"Impulse",2,0.011976
"The Dark Tower",1,0.005988
"The Face of My Father",1,0.005988
"I Kill With My Heart",2,0.011976
"Dutch Hill",1,0.005988
"Clockwork",1,0.005988
"Reactivate Team Rainbow",1,0.005988
"White Mask",1,0.005988
"The Marquis",3,0.017964
"Outpost",2,0.011976
"Welcome to Saint Denis",2,0.011976
"Basilica",2,0.011976
"Enter the Catacombs",2,0.011976
"Memories of Elise",1,0.005988
"Silent Approach",2,0.011976
"Hunter's Grotto Ambience",1,0.005988
"The Bunker Ambience",1,0.005988
"Broken",4,0.023952
"Furors",1,0.005988
"The Slingshot",1,0.005988
"Dancing Shadows",1,0.005988
"Hollow Steel",1,0.005988
"Nausia",1,0.005988
"Illithid Puppeteer",1,0.005988
"Pull The Tapes",1,0.005988
"Darkwood",3,0.017964
"Bowerstone Cemetery",1,0.005988
"Wraithmarsh",1,0.005988
"Westcliff",3,0.017964
"Chase Through The Woods",4,0.023952
"Magical Glade",1,0.005988
"Night Falls On Brightlodge",2,0.011976
"Red Rose",1,0.005988
"In The Heart Of Darkness",1,0.005988
"Welcome To Hallard",1,0.005988
"Long Way Down",1,0.005988
"Bitter End",1,0.005988
"Dancing In The Shadows",1,0.005988
"At The Gates Of Hell",1,0.005988
"Pit Of Madness",1,0.005988
"Shadowland",1,0.005988
"Letargia",1,0.005988
"Tyrannosaurus (Light)",1,0.005988
"Scientist (Light)",1,0.005988
"Dilophosaurus (Light)",1,0.005988
"Novaraptor (Light)",1,0.005988
"Pathfinder (Light)",1,0.005988
"Pteranodon (Light)",1,0.005988
"Commando (Light)",1,0.005988
"Carnotaurus (Light)",1,0.005988
"Where Do They Go?",1,0.005988
"Levation",2,0.011976
"Oaths",1,0.005988
"Distorted Reality",1,0.005988
"Janus",1,0.005988
"Midnight in Shadow Cleft",1,0.005988
"Submarin Discovery - Episode 2",1,0.005988
"New Messages - Episode 5",1,0.005988
"Belly of the Beast",4,0.023952
"The Poison Apple",1,0.005988
"Tension Rising",1,0.005988
"Morag",1,0.005988
"Malcolm Is Dead",1,0.005988
"Raising High Their Shining Light",1,0.005988
"Shadows Under Shadows",1,0.005988
"Part Mid-East, Part Mid-West",1,0.005988
"Incubation",1,0.005988
"Mauvaise rencontre",1,0.005988
"The Abyss (Ambient Early)",1,0.005988
"Ebb and Flow",1,0.005988
"The Hounds Are a-Hungered",1,0.005988
"Adalian Columbary",1,0.005988
"Load Out",1,0.005988
"Forbidden Forest",2,0.011976
"Lurking Terror",1,0.005988
"Wind from the Depths",1,0.005988
"Authorization; Olivia Pierce",3,0.017964
"Steps, into Memory",2,0.011976
"Two Tuesdays",1,0.005988
"Painful Memories",1,0.005988
"Two Truths One Lie",1,0.005988
"The Steam Room",1,0.005988
"One Night is All I Ask",1,0.005988
"When Did You First Notice the Tail?",1,0.005988
"There's a Car Waiting To Take You To Moscow",1,0.005988
"Blonde Suits You",1,0.005988
"Searching Nate's Apartment",1,0.005988
"Telephone Code",1,0.005988
"Nonprofit Talks",1,0.005988
"To Make the Call",1,0.005988
"Life Before",1,0.005988
"Parade Prep",1,0.005988
"Secret Service",1,0.005988
"Trauma Room",1,0.005988
"The Murder of George Merrett",1,0.005988
"Broadmoor Asylum",1,0.005988
"Footpads Arriving",1,0.005988
"Of Stone and Secrets",1,0.005988
"In the Shadows",2,0.011976
"Silvia's Background",1,0.005988
"Game of Lies (Suite)",1,0.005988
"Into the Fire",1,0.005988
"Edgar's Boys",1,0.005988
"The Lost Mines",1,0.005988
"Do Not Attempt to Speak",1,0.005988
"The Smp: Solutions to Modern Issues",1,0.005988
"Bringing the Outside Inside",1,0.005988
"Not a Fan of Hospitals",1,0.005988
"Respect the Oracle",1,0.005988
"Delivery",1,0.005988
"A Lost Home",1,0.005988
"Apparitions",1,0.005988
"It's Always Been You",1,0.005988
"Wife, Mother and Dearest Friend",1,0.005988
"A Gift",1,0.005988
"They're Going to Lie to You",1,0.005988
"Is That Her?",1,0.005988
"The Key to Everything",1,0.005988
"Grieve for No One",1,0.005988
"Monsters",1,0.005988
"Can't Be In Here",1,0.005988
"Forging Ahead",1,0.005988
"Triton",1,0.005988
"Panoramix à terre",1,0.005988
"Buffalo Astray",1,0.005988
"Tanaris",1,0.005988
"Tension in the Nest",1,0.005988
"Undercover",1,0.005988
"Forest Dream Turns Nightmare",1,0.005988
"Shadows of the Past",1,0.005988
"I'm Begging You",1,0.005988
"A Mourner Unto Sheol",1,0.005988
"Les soldats creusent",1,0.005988
"Le village",1,0.005988
"Capture",1,0.005988
"Something's Not Right",1,0.005988
"Swings and Roundabouts",1,0.005988
"Stick Em Up",1,0.005988
"Knit One Purl One",1,0.005988
"Take the Stairs",1,0.005988
"Need for Weed",1,0.005988
"Decision Time",1,0.005988
"Shocktober Fest",1,0.005988
"Creeping Giants",1,0.005988
"Be Born Again",1,0.005988
"The Thirst",1,0.005988
"Bridge to London",1,0.005988
"Blood Trail",1,0.005988
"A Friend",1,0.005988
"The Lady",1,0.005988
"Industrial Landscapes",1,0.005988
"Questions",1,0.005988
"Secrets",2,0.011976
"Making a Vampyr",1,0.005988
"The Funerals",1,0.005988
"Impromptu",1,0.005988
"White Chapel District",1,0.005988
"Rich Neighborhoods",1,0.005988
"A Night at Home",1,0.005988
"Another Land",1,0.005988
"The Lost Soul",1,0.005988
"What We Could Have Become",1,0.005988
"Falling Leaflets",1,0.005988
"Werner Listens",1,0.005988
"Depart Immediately",1,0.005988
"Model City",1,0.005988
"To the Museum",1,0.005988
"A Day at the Museum",1,0.005988
"Wire",1,0.005988
"Messages in Code",1,0.005988
"A Small Miracle",1,0.005988
"A Great Professor",1,0.005988
"Top of My Class",1,0.005988
"Reason to Hope",1,0.005988
"Dark Corners Of The World",4,0.023952
"Wasteland",1,0.005988
"Aftermath of Battle",1,0.005988
"One Last Fight: Exploration",1,0.005988
"One Last Fight: Daud Released",1,0.005988
"The Bank Job: Exploration",1,0.005988
"A Hole in the World: Exploration",1,0.005988
"Into the Void: Exploration",1,0.005988
"Into the Void: Suspense",1,0.005988
"Midnight Secrets",1,0.005988
"Vakna",1,0.005988
"The Nearby Forest",1,0.005988
"Alas, Poor Moose",1,0.005988
"Kottmonster",1,0.005988
"Rex Colt",1,0.005988
"Blood Dragon Theme",2,0.011976
"Power Core",2,0.011976
"Sloan's Assault",2,0.011976
"Combat I",1,0.005988
"Combat II",1,0.005988
"Combat III",1,0.005988
"Omega Force",1,0.005988
"Nest",1,0.005988
"Warcry",1,0.005988
"Cyber Commando",1,0.005988
"Resurrection",1,0.005988
"Blood Dragon Theme (Reprise)",1,0.005988
"Punch!",2,0.011976
"Jungle Warfare",1,0.005988
"Roller Mobster (Power Glove Remix)",1,0.005988
"Gravity",2,0.011976
"Ballistics",2,0.011976
"Reckoning",1,0.005988
"Crossfire",2,0.011976
"Streets of 2043",2,0.011976
"Dirge",2,0.011976
"Escape from Orion (feat. Sonic Synergist)",1,0.005988
"Can't Get There from Here",1,0.005988
"We're Going Home",1,0.005988
"The Phantoms",1,0.005988
"Into the Tunnels",1,0.005988
"Copter",2,0.011976
"Cutthroat",2,0.011976
"Siege City 2048",1,0.005988
"Deepspace (Battle)",2,0.011976
"Wasteland (Battle)",1,0.005988
"Void (Battle)",2,0.011976
"Recognizer - From TRON: Legacy/Score",1,0.005988
"Arena - From TRON: Legacy/Score",2,0.011976
"The Game Has Changed - From TRON: Legacy/Score",1,0.005988
"Outlands",2,0.011976
"Enigma",1,0.005988
"Goliath",2,0.011976
"Cyborg",1,0.005988
"Jacknife",1,0.005988
"Metamorphosis",3,0.017964
"Soror Et Frater",1,0.005988
"Through Asphodel",2,0.011976
"Mouth of Styx",2,0.011976
"Guardian",2,0.011976
"Alita",3,0.017964
"Berserker Bam",2,0.011976
"Glitchkick",1,0.005988
"Disposal Unit (Original Mix)",2,0.011976
"Crystal Forest",1,0.005988
"Sylvan Spirits",1,0.005988
"Living Dolls",1,0.005988
"After Hours",1,0.005988
".Goetia.",2,0.011976
"The Sealed Kingdom",3,0.017964
"Mother",1,0.005988
"Queen of Thorns",1,0.005988
"Gravedancers",1,0.005988
"Lost in Transmission",1,0.005988
"The Forgotten Path",1,0.005988
"Nierika (Remastered)",1,0.005988
"The Mystic's Keep",1,0.005988
"Snake Charmer",1,0.005988
"Temple of the Black Pharaoh",1,0.005988
"Gypsy Caravan",1,0.005988
"Y Yo Fuego Te Daré",1,0.005988
"Løyndomsriss",3,0.017964
"Forgotten Land",1,0.005988
"Syrgja",1,0.005988
"Ulv Kult",1,0.005988
"Den grymma hästen",1,0.005988
"Svitjod",5,0.029940
"Forever You Said",1,0.005988
"The Northmen",1,0.005988
"Thundertribe",1,0.005988
"Feral Spirit",1,0.005988
"Resan",1,0.005988
"Jag vet ett tempel stå",1,0.005988
"The Beast Master Strikes",6,0.035928
"För världarna nio",1,0.005988
"Ísbirnir",1,0.005988
"Nýjörð",1,0.005988
"Forn Elding",1,0.005988
"Sabertooth",1,0.005988
"Gjallarhorn",1,0.005988
"Prehistoric Jungle",1,0.005988
"Heimta Thurs",2,0.011976
"Spíra",1,0.005988
"Draugadóttinn",1,0.005988
"Floki Appears to Kill Athelstan",4,0.023952
"Vision of Fire",2,0.011976
"To The Hunt! (feat. Circle Percussion) - Part 1 - Motherland",1,0.005988
"Epic Journey and Oblivion",1,0.005988
"Rom's Plan",1,0.005988
"Prowl of the Snowblood Wolves",2,0.011976
"The Fires of Conquest",3,0.017964
"The Mammoth Hunt",1,0.005988
"A Hunter's Eye",4,0.023952
"The Heart of Oros",3,0.017964
"Sarta Wenja",3,0.017964
"Trials of the Gwarpati",1,0.005988
"The Taken Wenja",1,0.005988
"Batari's Song of Fire",3,0.017964
"The Bloodfang Sabretooth",4,0.023952
"The Search for Lost Wenja",3,0.017964
"Vision of Beasts",2,0.011976
"March of the Bloodtusk Mammoth",2,0.011976
