tracks,occurrence,freqency
"Married In Vegas",1,0.100000
"No Control",2,0.200000
"Malibu",2,0.200000
"thank u, next",2,0.200000
"7 rings",2,0.200000
"Personal",2,0.200000
"Classic",1,0.100000
"Uptown Girl",2,0.200000
"Bad Girls",1,0.100000
"break up with your girlfriend, i'm bored",1,0.100000
"Partition",1,0.100000
"God is a woman",1,0.100000
"My Band",1,0.100000
"WAP (feat. Megan Thee Stallion)",1,0.100000
"I Like It",1,0.100000
"Money",1,0.100000
"Still Don't Know My Name",1,0.100000
"I.F.L.Y.",1,0.100000
"Mercy",3,0.300000
"Midnight City",1,0.100000
"I Write Sins Not Tragedies",2,0.200000
"Emperor's New Clothes",1,0.100000
"Something For Your M.I.N.D.",1,0.100000
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",1,0.100000
"Surfin' U.S.A. - Remastered 2001",1,0.100000
"Dance Off (feat. Idris Elba & Anderson .Paak)",2,0.200000
"You Can Count On Me",1,0.100000
"You Know It",1,0.100000
"Vibes",1,0.100000
"She's so High",2,0.200000
"Untouched",1,0.100000
"About You",2,0.200000
"Sugar",2,0.200000
"Roses - Imanbek Remix",2,0.200000
"Still into You",3,0.300000
"Confidence",2,0.200000
"Leave Me Lonely",1,0.100000
"Heavy Hearted",2,0.200000
"Rushing Back",1,0.100000
"Purple Hat",2,0.200000
"Rum Rage",2,0.200000
"Never Ever (feat. Sarah)",1,0.100000
"We Don't Care",1,0.100000
"For the First Time in Forever - From Frozen/Soundtrack Version",1,0.100000
"Truth Hurts",1,0.100000
"Lose Yourself",1,0.100000
"I Love It (feat. Charli XCX)",1,0.100000
"Love Story",1,0.100000
"American Idiot",1,0.100000
"Feel So Close - Radio Edit",1,0.100000
"Gives You Hell",2,0.200000
"So What",1,0.100000
"As Long As You Love Me",1,0.100000
"My First Kiss (feat. Ke$ha)",1,0.100000
"Bills",2,0.200000
"Burnin' Up",1,0.100000
"Just Can’t Get Enough",2,0.200000
"Spirits",1,0.100000
"Should I Stay or Should I Go - Remastered",2,0.200000
"Crazy",1,0.100000
"Don't Dream It's Over",2,0.200000
"Spice Girl",2,0.200000
"SICKO MODE",2,0.200000
"No Option",1,0.100000
"REEL IT IN",2,0.200000
"Graduation (with Juice WRLD)",2,0.200000
"Jordan Belfort",1,0.100000
"ROXANNE",2,0.200000
"Tunnel of Love",1,0.100000
"You're A Mean One, Mr. Grinch",1,0.100000
"Fancy",1,0.100000
"Rather Be (feat. Jess Glynne)",1,0.100000
"Drunk in Love (feat. JAY-Z)",1,0.100000
"Blame (feat. John Newman)",1,0.100000
"Sally Walker",1,0.100000
"Uno",1,0.100000
"7/11",1,0.100000
"Boys Ain't Shit (feat. Tate McRae & Audrey Mika)",1,0.100000
"Hold Up",1,0.100000
"Bitch Better Have My Money",1,0.100000
"Shout Out to My Ex",1,0.100000
"21 Guns",2,0.200000
"Jet Black Heart",1,0.100000
"We Don't Believe What's on TV",1,0.100000
"Teenagers",2,0.200000
"Say You Like Me",1,0.100000
"I'm Just a Kid",1,0.100000
"R U Mine?",3,0.300000
"I Don't Want to Be",1,0.100000
"Misery Business",2,0.200000
"1985",1,0.100000
"Song 2 - 2012 Remaster",1,0.100000
"Mine",1,0.100000
"What Makes You Beautiful",2,0.200000
"PILLOWTALK",1,0.100000
"Strip That Down",2,0.200000
"Teenage Dirtbag",1,0.100000
"Walking On Sunshine",1,0.100000
"Gimme! Gimme! Gimme! (A Man After Midnight)",3,0.300000
"Everywhere",3,0.300000
"Mamma Mia",2,0.200000
"You're The One That I Want - From “Grease”",1,0.100000
"Don't Stop Believin'",1,0.100000
"Nothing Breaks Like a Heart (feat. Miley Cyrus)",2,0.200000
"Hawaiian Party",1,0.100000
"Jimmy Recard",2,0.200000
"Better Now",2,0.200000
"Praise The Lord (Da Shine) (feat. Skepta)",2,0.200000
"Big Jet Plane",3,0.300000
"Doin' Time",1,0.100000
"Keeping Score (feat. Paige IV)",2,0.200000
"Raingurl",1,0.100000
"God's Plan",2,0.200000
"Phone Numbers",2,0.200000
"Final Song",1,0.100000
"Party In The U.S.A.",1,0.100000
"What the Hell",2,0.200000
"Good as Hell (feat. Ariana Grande)",1,0.100000
"Youngblood",1,0.100000
"Beautiful Girls",1,0.100000
"Wide Open Spaces",1,0.100000
"blind",1,0.100000
"Wagon Wheel",1,0.100000
"Neon Moon - with Kacey Musgraves",1,0.100000
"Can We Dance",1,0.100000
"Year 3000",2,0.200000
"Uptown Funk (feat. Bruno Mars)",2,0.200000
"Smells Like Teen Spirit",2,0.200000
"Can't Hold Us (feat. Ray Dalton)",2,0.200000
"Axel F - Radio Mix",1,0.100000
"Thrift Shop (feat. Wanz)",1,0.100000
"Boyfriend",2,0.200000
"Ugly Heart",2,0.200000
"Acapella",1,0.100000
"Fresh Eyes",2,0.200000
"Get'cha Head In The Game",1,0.100000
"Steal My Girl",2,0.200000
"Perfect",2,0.200000
"Where Is The Love?",1,0.100000
"The Middle",1,0.100000
"I Knew You Were Trouble.",1,0.100000
"Best Song Ever",2,0.200000
"Funhouse",1,0.100000
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",2,0.200000
"Wasted",2,0.200000
"Good Life (with G-Eazy & Kehlani)",1,0.100000
"You Don't Know Me",1,0.100000
"Jumpin', Jumpin'",1,0.100000
"1955",2,0.200000
"No Money",1,0.100000
"Go Fuck Yourself",2,0.200000
"Feel It Still",2,0.200000
"Cocoon",2,0.200000
"Trampoline (with ZAYN)",2,0.200000
"Circles",1,0.100000
"my boy",1,0.100000
"You & Me",2,0.200000
"My Type (feat. City Girls & Jhené Aiko) - Remix",1,0.100000
"See You Again (feat. Kali Uchis)",2,0.200000
"Criminals",1,0.100000
"Mount Everest",1,0.100000
"Best Thing I Never Had",1,0.100000
"Simple Things ( Acoustic)",1,0.100000
"Younger",2,0.200000
"In My Blood",1,0.100000
"Acid Rain",1,0.100000
"Stitches",2,0.200000
"Lie To Me",1,0.100000
"Coaster",2,0.200000
"Painkiller",2,0.200000
"Banana Pancakes",1,0.100000
"Electric (feat. Khalid)",3,0.300000
"Lost In Japan",2,0.200000
"July",3,0.300000
"Sweet Creature",3,0.300000
"A Drop in the Ocean",1,0.100000
"If the World Was Ending (feat. Julia Michaels)",1,0.100000
"Slow Hands",1,0.100000
"Wing$",2,0.200000
"Left With The Wolves",1,0.100000
"Growing Up (feat. Ed Sheeran)",2,0.200000
"Burn It to the Ground",2,0.200000
"Mariposa",1,0.100000
"All I Want",1,0.100000
"Video Games",2,0.200000
"Blood // Water",1,0.100000
"Amnesia",1,0.100000
"Heather",2,0.200000
"Moral of the Story",1,0.100000
"Hook Me Up",1,0.100000
"Jellyfish",1,0.100000
"RNP (feat. Anderson .Paak)",1,0.100000
"Molotov",1,0.100000
"Awkward",3,0.300000
"Pump It",1,0.100000
"Take Me to Church",1,0.100000
"Changa",1,0.100000
"Pour It Up",1,0.100000
"Any Way You Want It",1,0.100000
"Thnks fr th Mmrs",2,0.200000
"Sex on Fire",1,0.100000
"Nine in the Afternoon - Single Mix",1,0.100000
"Check Yes, Juliet",1,0.100000
"What's My Age Again?",2,0.200000
"Scared of Heights",1,0.100000
"Dark Paradise",1,0.100000
"Summertime Sadness",1,0.100000
"Young And Beautiful",1,0.100000
"Yellow Mellow",2,0.200000
"Fix You",1,0.100000
"Gold Snafu",2,0.200000
"Delete",1,0.100000
"Arabella",2,0.200000
"Somewhere Only We Know",1,0.100000
"Don't You Worry Child - Radio Edit",2,0.200000
"Hey Brother",3,0.300000
"The Real Slim Shady",1,0.100000
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",1,0.100000
"Nice For What",2,0.200000
"no tears left to cry",1,0.100000
"High ft. Nicole Millar",1,0.100000
"ocean eyes",2,0.200000
"1950",3,0.300000
"Pink Lemonade",1,0.100000
"Sunflower",1,0.100000
"Loving Is Easy (feat. Benny Sings)",1,0.100000
"God Forgot",1,0.100000
"you should see me in a crown",2,0.200000
"Up In The Clouds",2,0.200000
"Hungry Eyes - From Dirty Dancing Soundtrack",1,0.100000
"Loner",1,0.100000
"Crank That (Soulja Boy)",2,0.200000
"Worth It (feat. Kid Ink)",1,0.100000
"It Wasn't Me",1,0.100000
"No Scrubs",4,0.400000
"Talk Dirty (feat. 2 Chainz)",1,0.100000
"I Kissed A Girl",1,0.100000
"A Thousand Miles",3,0.300000
"Don't Cha",1,0.100000
"Hollaback Girl",1,0.100000
"Icon",1,0.100000
"Star Shopping",2,0.200000
"Breezeblocks",2,0.200000
"Thotiana",1,0.100000
"Chill Bill (feat. J. Davi$ & Spooks)",1,0.100000
"No Limit",1,0.100000
"Praying",2,0.200000
"Candy Paint",2,0.200000
"Go Flex",3,0.300000
"Bodak Yellow",1,0.100000
"Falling Down - Bonus Track",2,0.200000
"Same Love (feat. Mary Lambert)",1,0.100000
"King Kunta",2,0.200000
"Temperature",1,0.100000
"Lip Gloss",1,0.100000
"Smack That - Dirty",1,0.100000
"Shots",1,0.100000
"California Gurls",2,0.200000
"DONTTRUSTME",2,0.200000
"Wild Heart",1,0.100000
"Nervous",1,0.100000
"Be Alright",1,0.100000
"Oh Cecilia (Breaking My Heart)",1,0.100000
"Exit Sign",2,0.200000
"Dazed & Confused",1,0.100000
"Sunflower - Spider-Man: Into the Spider-Verse",2,0.200000
"Cosby Sweater",2,0.200000
"Sun In Our Eyes",2,0.200000
"Chateau",1,0.100000
"bellyache",2,0.200000
"Rewrite The Stars",2,0.200000
"Smooth Criminal (Glee Cast Version) (feat. 2CELLOS)",1,0.100000
"The Greatest Show",1,0.100000
"Ex's & Oh's",1,0.100000
"You Know You Like It",2,0.200000
"Rise",2,0.200000
"Want U Back",1,0.100000
"Brokenhearted",1,0.100000
"Replay",1,0.100000
"Day Dreaming",1,0.100000
"bury a friend",2,0.200000
"VIVID DREAMS",1,0.100000
"Grease - From “Grease” Original Motion Picture Soundtrack",1,0.100000
"American Pie",2,0.200000
"Good Girls",1,0.100000
"I'm an Albatraoz",1,0.100000
"Don't Stop Me Now - …revisited",1,0.100000
"FourFiveSeconds",2,0.200000
"Teenage Dream",1,0.100000
"Latch",1,0.100000
"Rehab",1,0.100000
"bad guy (with Justin Bieber)",1,0.100000
"One Week",2,0.200000
"You Need To Calm Down",1,0.100000
"One Last Time",1,0.100000
"Carry On Wayward Son - Single Version",1,0.100000
"Bonkers - Radio Edit",1,0.100000
"New Light",1,0.100000
"TROJAN HORSE",1,0.100000
"Tightrope",3,0.300000
"Swear Jar",2,0.200000
"Mmm Yeah (feat. Pitbull)",1,0.100000
"Back to You (feat. Bebe Rexha & Digital Farm Animals)",2,0.200000
"Dusk Till Dawn (feat. Sia) - Radio Edit",1,0.100000
"Rapunzel",2,0.200000
"24 / 7 / 365",1,0.100000
"Butterfly",2,0.200000
"Better Than Revenge",1,0.100000
"Cupid's Chokehold / Breakfast in America",1,0.100000
"Let It Grow - From Dr. Seuss' The Lorax",2,0.200000
"Got 2 Luv U (feat. Alexis Jordan)",1,0.100000
"Copperhead Road",1,0.100000
"Flame Trees - 2011 Remastered",1,0.100000
"Save Tonight",3,0.300000
"Just A Girl",2,0.200000
"Borrow My Heart",2,0.200000
"She's So Lovely",1,0.100000
"She's Kinda Hot",1,0.100000
"Wonderwall - Remastered",3,0.300000
"Feel Good Inc.",3,0.300000
"Cherry Lips (Go Baby Go)",2,0.200000
"What Goes Around.../...Comes Around (Interlude)",1,0.100000
"Shower",2,0.200000
"Golden Hour",1,0.100000
"River (feat. Ed Sheeran)",1,0.100000
"Dance Wiv Me",2,0.200000
"Maniac",2,0.200000
"The Bull",1,0.100000
"Shake That",1,0.100000
"Bounce (feat. Kelis) - Radio Edit",1,0.100000
"Glad You Came (Glee Cast Version)",1,0.100000
"7 Things - Single Version",1,0.100000
"White Walls (feat. ScHoolboy Q & Hollis)",2,0.200000
"Don't Wanna Fall In Love",1,0.100000
"Lollipop",1,0.100000
"Midnight Memories",1,0.100000
"Sunflower, Vol. 6",2,0.200000
"Do It Like This",1,0.100000
"The Sweet Escape",2,0.200000
"Soaked",2,0.200000
"Nothing to Regret",2,0.200000
"Cake By The Ocean",3,0.300000
"I'm Ready",1,0.100000
"Girl in the Sun",1,0.100000
"deja vu",4,0.400000
"Levitating (feat. DaBaby)",1,0.100000
"MONTERO (Call Me By Your Name)",2,0.200000
"good 4 u",2,0.200000
"Dancing In The Dark - From The Home Soundtrack",2,0.200000
"Beggin'",3,0.300000
"Hot Rod",1,0.100000
"When Will I See You Again",1,0.100000
"Our Song",2,0.200000
"Good Days",2,0.200000
"Tangerine",1,0.100000
"Heading South",3,0.300000
"Don't Look Back In Anger",1,0.100000
"Suga Suga",2,0.200000
"April Sun in Cuba - Remastered 2006",1,0.100000
"Centerfold",1,0.100000
"Grace Kelly",1,0.100000
"Now and Later - Merk & Kremont Remix",1,0.100000
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2,0.200000
"Good Kisser",1,0.100000
"A-O-K",1,0.100000
"Ain't Shit",1,0.100000
"Bound 2",2,0.200000
"South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix",1,0.100000
"Cover Me In Sunshine",1,0.100000
"Flashed Junk Mind",2,0.200000
"My Happiness",2,0.200000
"happier",1,0.100000
"Hips Don't Lie (feat. Wyclef Jean)",2,0.200000
"Candyman",1,0.100000
"Hoedown Throwdown",1,0.100000
"I WANNA SEE SOME ASS (feat. jetsonmade)",1,0.100000
"Little Bit of Love",1,0.100000
"Jessie's Girl",2,0.200000
"Never Say Never",1,0.100000
"Mind Your Manners (feat. Icona Pop)",2,0.200000
"I See Fire",2,0.200000
"Me, Myself & I",2,0.200000
"Say So",1,0.100000
"Woman",2,0.200000
"Need to Know",1,0.100000
"Wonderland",1,0.100000
"Devil In A New Dress",2,0.200000
"RITMO (Bad Boys For Life) (Remix) *",1,0.100000
"Last Night",1,0.100000
"Pretty Hurts",1,0.100000
"Secret Love Song (feat. Jason Derulo)",1,0.100000
"Calypso",2,0.200000
"Hard Times",2,0.200000
"Adore You",2,0.200000
"Ass Back Home (feat. Neon Hitch)",2,0.200000
"Training Wheels",1,0.100000
"Wildest Dreams (Taylor's Version)",1,0.100000
"Backyard Boy",1,0.100000
"Paralyzer",2,0.200000
"i hope ur miserable until ur dead",1,0.100000
"Disparate Youth",1,0.100000
"Be Your Friend‬‬",1,0.100000
"Long Time Gone",1,0.100000
"Gold",2,0.200000
"Style",1,0.100000
"24/7",1,0.100000
"Caroline",1,0.100000
"Booster Seat",2,0.200000
"2002",1,0.100000
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)",3,0.300000
"Maps",2,0.200000
"Thank You",2,0.200000
"On My Own",1,0.100000
"Paper Rings",3,0.300000
"Ain't It Fun",1,0.100000
"Turn",1,0.100000
"4 Minutes (feat. Justin Timberlake & Timbaland)",2,0.200000
"Cheater",1,0.100000
"Notion",1,0.100000
"Not Fair",2,0.200000
"COMPLETE MESS",2,0.200000
"Another Man's Jeans",1,0.100000
"Love Lost",3,0.300000
"On Your Way Down",2,0.200000
"Tom's Diner",1,0.100000
"As It Was",3,0.300000
"First Class",1,0.100000
"On My Knees",2,0.200000
"Kilby Girl",1,0.100000
"3AM",2,0.200000
"I Like the Way You Move",1,0.100000
"Daydreaming",2,0.200000
"Heavy Eyes",2,0.200000
"Paradise By the Dashboard Light",1,0.100000
"CHANT (feat. Tones And I)",2,0.200000
"The Boy In the Bubble",1,0.100000
"One Less Set Of Footsteps",1,0.100000
"Good Ole Boys Like Me",1,0.100000
"That's How I Got To Memphis",1,0.100000
"The Thrill Is Gone",1,0.100000
"Burning Love",1,0.100000
"Walking in Memphis",1,0.100000
"Nose On The Grindstone (OurVinyl Sessions)",1,0.100000
"Okie From Muskogee",1,0.100000
"Gin, Smoke, Lies",1,0.100000
"Rapid Roy (The Stock Car Boy)",1,0.100000
"Amarillo By Morning",1,0.100000
"El Paso",1,0.100000
"Girl from the North Country",1,0.100000
"Sedona",1,0.100000
"Love the One You're With",1,0.100000
"Bad Bad News",1,0.100000
"Midnite Cruiser",1,0.100000
"Vincent",1,0.100000
"Please Come to Boston",1,0.100000
"Universal Sound",1,0.100000
"Recently",1,0.100000
"93 'Til Infinity",2,0.200000
"2 Heads",1,0.100000
"Heads Will Roll - A-Trak Remix Radio Edit",1,0.100000
"All I Need",1,0.100000
"Candy",1,0.100000
"Up All Night",1,0.100000
"One Dance",1,0.100000
"WITHOUT YOU",1,0.100000
"Only Love",1,0.100000
"Turn off the Lights",1,0.100000
"Bump & Grind (Bassline Riddim)",1,0.100000
"raingurl",1,0.100000
"Lost In Yesterday",2,0.200000
"Fly Away",2,0.200000
"Teenage Crime",1,0.100000
"Selfish",2,0.200000
"Desperado",1,0.100000
"Stay High - Habits Remix",1,0.100000
"When It Rains It Pours",1,0.100000
"Heartless (feat. Morgan Wallen)",1,0.100000
"Chicken Fried",1,0.100000
"Workin' on",1,0.100000
"Simple",1,0.100000
"Sweet Child O' Mine",3,0.300000
"Paradise City",2,0.200000
"SO DONE",1,0.100000
"Oh No",1,0.100000
"Good Times Roll",1,0.100000
"Let's Get It Started",1,0.100000
"Show Weather",1,0.100000
"Honesty (Jersey Club Remix)",1,0.100000
"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)",1,0.100000
"Don't Leave - Throttle Remix",1,0.100000
"Powerful (feat. Ellie Goulding & Tarrus Riley)",1,0.100000
"Be Together (feat. Wild Belle)",1,0.100000
"Don't Leave",1,0.100000
"Country Girl (Shake It For Me)",1,0.100000
"Pong Dance",1,0.100000
"Roses",3,0.300000
"Marlboro Nights",1,0.100000
"Hard It All Can Be",1,0.100000
"Lemonade",1,0.100000
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,0.100000
"North Memphis",1,0.100000
"Sweater Weather",2,0.200000
"GUD VIBRATIONS",1,0.100000
"Honey",4,0.400000
"Mood (feat. iann dior)",1,0.100000
"La La La",2,0.200000
"La La Land",1,0.100000
"Play It Safe",1,0.100000
"Complicated",3,0.300000
"Dancing in the Moonlight (feat. NEIMY)",1,0.100000
"Head & Heart (feat. MNEK)",1,0.100000
"Lighter (feat. KSI)",1,0.100000
"Bullet Train (feat. Joni Fatora)",1,0.100000
"GO (feat. Juice WRLD)",1,0.100000
"Ooh Ahh (My Life Be Like) (feat. Toby Mac)",1,0.100000
"Come with Me Now",1,0.100000
"Down",3,0.300000
"Love The Way You Lie",1,0.100000
"I Can Talk",1,0.100000
"What You Know",1,0.100000
"Rock This Party - Everybody Dance Now",1,0.100000
"Khe Sanh",1,0.100000
"God's Country",1,0.100000
"Am I Ever Gonna See Your Face Again",1,0.100000
"Rain",2,0.200000
"Future Starts Slow",1,0.100000
"Same Drugs",1,0.100000
"emotions",1,0.100000
"Exhausted",1,0.100000
"Sad Nibba Hours",1,0.100000
"ROCKSTAR (feat. Roddy Ricch) - BLM REMIX",1,0.100000
"Boys Like You",1,0.100000
"Rocketeer",1,0.100000
"She Keeps Me Up",1,0.100000
"Don't Let Me Down - Illenium Remix",1,0.100000
"5 shots",1,0.100000
"Clumsy Love",1,0.100000
"Track Meet",1,0.100000
"In My Room (feat. Ty Dolla $ign & Tyga) - San Holo Remix",1,0.100000
"Chicken Soup",1,0.100000
"All Summer Long",1,0.100000
"Losing It",1,0.100000
"Goodbye To A World",1,0.100000
"Piece Of Your Heart - Alok Remix",1,0.100000
"Skeleton (feat. Nevve)",1,0.100000
"ONE BEER",1,0.100000
"Wet Dreamz",1,0.100000
"Welcome To The Farm",1,0.100000
"No Effect",1,0.100000
"After Party",1,0.100000
"Make Me (Cry)",2,0.200000
"Bittersweet",1,0.100000
"The Traveling Song",1,0.100000
"KILLSHOT 2",1,0.100000
"The Nosebleed Section",1,0.100000
"Beerus",1,0.100000
"Hey",2,0.200000
"Coming Home",1,0.100000
"That's How You Know (feat. Kid Ink & Bebe Rexha)",1,0.100000
"Barbra Streisand - Radio Edit",1,0.100000
"Headlights (feat. Ilsey)",2,0.200000
"Bang My Head (feat. Sia & Fetty Wap)",1,0.100000
"Honest",1,0.100000
"Run (feat. Lady Leshurr)",1,0.100000
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2,0.200000
"Now You're Gone (feat. Zara Larsson)",1,0.100000
"One That I Want",1,0.100000
"Car Radio",1,0.100000
"Tear in My Heart",1,0.100000
"Stressed Out",1,0.100000
"The Last Formation (Official Hard Bass Anthem 2019)",1,0.100000
"Killing My Time",1,0.100000
"1901 - triple j Like A Version",1,0.100000
"Darkness",1,0.100000
"Let You Down",2,0.200000
"Leave a Light On",1,0.100000
"Alone Together",2,0.200000
"Moonlight",3,0.300000
"HUMBLE. - SKRILLEX REMIX",1,0.100000
"SAD!",2,0.200000
"Tribe (with J. Cole)",1,0.100000
"Out of My Head",1,0.100000
"22",1,0.100000
"SUGAR",1,0.100000
"The Less I Know The Better",1,0.100000
"The Trouble With Us",1,0.100000
"Superman",1,0.100000
"How to Save a Life",1,0.100000
"Evil Spider",1,0.100000
"Uptown Folks",1,0.100000
"Marinade",1,0.100000
"On Top",1,0.100000
"Sleepless",1,0.100000
"Homecoming",2,0.200000
"Work",1,0.100000
"Ocean Drive",1,0.100000
"Bubblin",1,0.100000
"death bed (coffee for your head)",1,0.100000
"Wake Me Up",1,0.100000
"The Donk",1,0.100000
"Kryptonite",1,0.100000
"Come Inside (feat. Jazz Cartier)",1,0.100000
"Opposite of Adults",2,0.200000
"Talking to Myself",1,0.100000
"Whatever We Want",1,0.100000
"4th Quarter",1,0.100000
"Scott Mescudi Vs. The World",1,0.100000
"Blinding Lights",1,0.100000
"Love$ick (feat. A$AP Rocky)",1,0.100000
"Dying In A Hot Tub",1,0.100000
"Mirror Masa (I Think I'm Fallin' for Ya)",1,0.100000
"Jocelyn Flores",1,0.100000
"Do I Wanna Know?",1,0.100000
"Send Them Off! - Tiësto Remix",1,0.100000
"Heart Afire",2,0.200000
"Alone",1,0.100000
"WIN",1,0.100000
"Old Thing Back (feat. Ja Rule and Ralph Tresvant)",1,0.100000
"Do It Again",1,0.100000
"Going Bad (feat. Drake)",1,0.100000
"Like This",1,0.100000
"Giant (with Rag'n'Bone Man)",1,0.100000
"What's Luv? (feat. Ja-Rule & Ashanti)",1,0.100000
"Brown Town Song",1,0.100000
"self-love",1,0.100000
"Way Out",1,0.100000
"When the Day Comes",1,0.100000
"Genius - Lil Wayne Remix",1,0.100000
"Dirty Paws",1,0.100000
"Crystals",1,0.100000
"Airplanes (feat. Hayley Williams of Paramore)",1,0.100000
"Colors - Audien Remix",1,0.100000
"Higher",2,0.200000
"Take Me Over",1,0.100000
"Plain Jane",1,0.100000
"Lucid Dreams",2,0.200000
"Dirty Sexy Money (feat. Charli XCX & French Montana)",1,0.100000
"Jungle",2,0.200000
"Obsessed",1,0.100000
"Waiting",1,0.100000
"Woke Up Late",1,0.100000
"Hear Me Calling",1,0.100000
"King Of My Castle - Don Diablo Edit",1,0.100000
"Firefly",1,0.100000
"Day 'N' Nite - Crookers Remix",1,0.100000
"Roots",1,0.100000
"Baby I'm Yours",2,0.200000
"Old Town Road - Diplo Remix",1,0.100000
"In My Feelings Interlude",1,0.100000
"Overdrive",2,0.200000
"Hand Of God - Outro",1,0.100000
"Friday Night‬‬‬",1,0.100000
"Just Like That",1,0.100000
"In My Mind",2,0.200000
"Big For Your Boots",2,0.200000
"Dreaming",1,0.100000
"She Bad",1,0.100000
"Sarcoma",1,0.100000
"Die Young",1,0.100000
"Happier",1,0.100000
"Northern Lights",1,0.100000
"Stars Tonight",1,0.100000
"Let You Know",1,0.100000
"Rock & Roll",1,0.100000
"KILLING TIME (feat. Eliott)",1,0.100000
"All Falls Down (feat. Juliander)",1,0.100000
"Shed a Light",1,0.100000
"you were good to me",1,0.100000
"hollow",2,0.200000
"i think you're really cool",1,0.100000
"Do Right",1,0.100000
"Holdin On",1,0.100000
"18",1,0.100000
"Chinese New Year",1,0.100000
"In My Feelings",1,0.100000
"I Cry",2,0.200000
"Working For It",2,0.200000
"Golden (feat. Sia)",1,0.100000
"Pictures Of You",1,0.100000
"Moments (feat. Gavin James)",1,0.100000
"All Time Low",1,0.100000
"Fake Magic",1,0.100000
"Message",1,0.100000
"Levels - Original Version",1,0.100000
"Blue - Flume Remix",1,0.100000
"I Wish I Was a Punk Rocker (with Flowers in My Hair)",1,0.100000
"Define",1,0.100000
"Right Here (feat. Foxes)",1,0.100000
"I Miss You",1,0.100000
"All Falls Down",3,0.300000
"IDGAF",1,0.100000
"Friends",1,0.100000
"Hooked",1,0.100000
"Sun Comes Up (feat. James Arthur)",1,0.100000
"Meant to Be (feat. Florida Georgia Line)",1,0.100000
"Church",1,0.100000
"Dance The Way I Feel",1,0.100000
"Solo Dance",1,0.100000
"Used To",1,0.100000
"Whoopty",1,0.100000
"Redbone",1,0.100000
"Magic (feat. Rivers Cuomo)",1,0.100000
"Light It Up (feat. Nyla & Fuse ODG) - Remix",1,0.100000
"My House",1,0.100000
"Cold Water (feat. Justin Bieber & MØ)",1,0.100000
"Rip X",1,0.100000
"Would You Ever",1,0.100000
"Come & Go (with Marshmello)",3,0.300000
"Wishing Well",1,0.100000
"Righteous",1,0.100000
"Tell Me U Luv Me (with Trippie Redd)",1,0.100000
"Life's A Mess (feat. Halsey)",2,0.200000
"im closing my eyes (Feat. shiloh)",1,0.100000
"BOSS - MONTELLEM Remix",1,0.100000
"Sally",1,0.100000
"FFYL",2,0.200000
"Better Not (with Wafia)",2,0.200000
"Falling In Love",1,0.100000
"Butter",1,0.100000
"Nothing to Regret - Joe Stone Remix",1,0.100000
"Price Of Fame",1,0.100000
"gone girl",2,0.200000
"Papercuts (feat. Vera Blue)",1,0.100000
"Live It Up",1,0.100000
"All Of The Lights (Interlude)",1,0.100000
"Jackie Chan",1,0.100000
"hot girl bummer",2,0.200000
"Freestyler",1,0.100000
"Ain't It Different (feat. AJ Tracey, Stormzy & ONEFOUR)",1,0.100000
"Candy Shop",1,0.100000
"drivers license",1,0.100000
"Thunderclouds - Lost Frequencies Remix",1,0.100000
"Push It! - Remix",1,0.100000
"Maze",2,0.200000
"The Difference",1,0.100000
"Without Me",1,0.100000
"Deal Wiv It (with slowthai)",1,0.100000
"Laugh Now Cry Later (feat. Lil Durk)",1,0.100000
"Gimme Love",1,0.100000
"Smoko",1,0.100000
"Hoops",1,0.100000
"The Hills",1,0.100000
"The Trouble with Us",1,0.100000
"High - Original Mix",1,0.100000
"Drop the Game",1,0.100000
"I Said Hi",1,0.100000
"Drink Too Much",1,0.100000
"Shake What Your Momma Gave Ya",1,0.100000
"Elephant",1,0.100000
"Heart On Ice",1,0.100000
"Got On My Skateboard",1,0.100000
"BLEACH",1,0.100000
"Beach Boy",1,0.100000
"I Think I'm OKAY (with YUNGBLUD & Travis Barker)",1,0.100000
"Playinwitme (feat. Kehlani)",1,0.100000
"Catch 22 (feat. Anne-Marie)",1,0.100000
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",1,0.100000
"nan",0,0.000000
"Keisha & Becky - Remix",1,0.100000
"Middle",1,0.100000
"All Night (feat. Knox Fortune)",1,0.100000
"Kickback",1,0.100000
"Caught Up In The Country",1,0.100000
"The 50 Stroke",1,0.100000
"The Shearer",1,0.100000
"Closer",2,0.200000
"Something Just Like This",1,0.100000
"Fake Love",1,0.100000
"Dirty Deeds Done Dirt Cheap",1,0.100000
"You Shook Me All Night Long",1,0.100000
"Hells Bells",1,0.100000
"Shoot to Thrill",1,0.100000
"Can I Sit Next to You Girl",1,0.100000
"forget me too (feat. Halsey)",1,0.100000
"Bugatti (Jauz Remix)",1,0.100000
"Where Are Ü Now (with Justin Bieber) - Marshmello Remix",1,0.100000
"Like A G6",1,0.100000
